rule_id,provider,service,category,rule_type,complexity,severity,controls_unlocked,frameworks_unlocked,framework_sample,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,title,description,frameworks,compliance_ids,source_file
aws.ec2.securitygroup.allow_wide_open_public_ipv4_restricted,aws,ec2,securitygroup,config,L3_API_LIST_CROSS,MEDIUM,6,3,ISO27001_2022;PCI_DSS;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.1;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,aws_rule_config/ec2/aws.ec2.securitygroup.allow_wide_open_public_ipv4_restricted.yaml
gcp.iam.account.access_approval_enabled,gcp,iam,account,config,L1_API_BOOLEAN,MEDIUM,5,2,ISO27001_2022;SOC2,config,,,,,,Access Control,Access Control,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.8.2;iso27001_2022_A.8.3;soc2_cc_1_3;soc2_cc_6_3,gcp_rule_config/iam/gcp.iam.account.access_approval_enabled.yaml
gcp.iam.user.mfa_enabled,gcp,iam,user,config,L1_API_BOOLEAN,HIGH,5,3,CANADA_PBMM;CIS_GCP;CIS_OCI,config,,,,,,Check that all user accounts have two-step verification enforced.,Check that all user accounts have two-step verification enforced.; Check that all user accounts have MFA enabled for console access.; Ensure all users,CANADA_PBMM,CANADA_PBMM/IA-4(2);CANADA_PBMM/IA-4(3);CANADA_PBMM/IA-4(4),gcp_rule_config/iam/gcp.iam.user.mfa_enabled.yaml
ibm.cloud_databases.cluster.multi_az_enabled,ibm,cloud_databases,cluster,config,L1_API_BOOLEAN,MEDIUM,5,5,HIPAA;ISO27001_2022;NIST_800_171;RBI_BANK;RBI_NBFC,config,,,,,,Redundancy of information processing facilities,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/cloud_databases/ibm.cloud_databases.cluster.multi_az_enabled.yaml
alicloud.ram.role.kms_enforce_separation_of_duties_configured,alicloud,ram,role,config,L2_API_CONFIG,HIGH,5,2,ISO27001_2022;SOC2,config,,,,,,Access Control,Access Control,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.5.3;iso27001_2022_A.8.2;soc2_cc_1_3;soc2_cc_6_3,alicloud_rule_config/ram/alicloud.ram.role.kms_enforce_separation_of_duties_configured.yaml
aws.ec2.instance.recovery_instance_configured,aws,ec2,instance,config,L2_API_CONFIG,MEDIUM,5,1,CANADA_PBMM,config,,,,,,Check that EC2 instances are configured with recovery automation via AWS Systems Manager Automation documents.,Check that EC2 instances are configured with recovery automation via AWS Systems Manager Automation documents.,CANADA_PBMM,CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),aws_rule_config/ec2/aws.ec2.instance.recovery_instance_configured.yaml
azure.authorization.role_assignment.condition_ip_configured,azure,authorization,role_assignment,config,L2_API_CONFIG,MEDIUM,5,4,CANADA_PBMM;CIS_ALICLOUD;CIS_GCP;CIS_OCI,config,,,,,,Check role assignment conditions for maintenance actions to ensure they require a source IP from an approved network.,Check role assignment conditions for maintenance actions to ensure they require a source IP from an approved network.; (refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),azure_rule_config/authorization/azure.authorization.role_assignment.condition_ip_configured.yaml
ibm.iam.role.kms_enforce_separation_of_duties_configured,ibm,iam,role,config,L2_API_CONFIG,HIGH,5,2,ISO27001_2022;SOC2,config,,,,,,Access Control,Access Control,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.5.3;iso27001_2022_A.8.2;soc2_cc_1_3;soc2_cc_6_3,ibm_rule_config/iam/ibm.iam.role.kms_enforce_separation_of_duties_configured.yaml
ibm.iam.user.password_policy_enforce_change_configured,ibm,iam,user,config,L2_API_CONFIG,MEDIUM,5,4,CIS_AZURE;CIS_OCI;NIST_800_171;PCI_DSS,config,,,,,,PARTIAL: ibm.iam.user.password_policy.enforce_change ||| verifies password policy for IAM users exists but does not directly enforce shared credential,PARTIAL: ibm.iam.user.password_policy.enforce_change ||| verifies password policy for IAM users exists but does not directly enforce shared credential,PCI_DSS,PCI_DSS/8.2.2,ibm_rule_config/iam/ibm.iam.user.password_policy_enforce_change_configured.yaml
ibm.security_advisor.notification_channel.is_configured,ibm,security_advisor,notification_channel,config,L2_API_CONFIG,MEDIUM,5,3,CIS_AZURE;CIS_OCI;ISO27001_2022,config,,,,,,(refined),(refined),CIS_IBM,CIS_IBM/3.4,ibm_rule_config/security_advisor/ibm.security_advisor.notification_channel.is_configured.yaml
ibm.vpc.vpn.connection_tunnels_up_configured,ibm,vpc,vpn,config,L2_API_CONFIG,MEDIUM,5,2,CANADA_PBMM;ISO27001_2022,config,,,,,,Network Security,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,ibm_rule_config/vpc/ibm.vpc.vpn.connection_tunnels_up_configured.yaml
oci.containerregistry.not.publicly_accessible_restricted,oracle,containerregistry,not,config,L2_API_CONFIG,HIGH,5,2,ISO27001_2022;SOC2,config,,,,,,"CC6.1 The entity implements logical access security software, infrastructure, an","CC6.1 The entity implements logical access security software, infrastructure, an",ISO27001_2022;SOC2,iso27001_2022_A.8.1;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_1,oracle_rule_config/containerregistry/oci.containerregistry.not.publicly_accessible_restricted.yaml
oci.iam.role.kms_enforce_separation_of_duties_configured,oracle,iam,role,config,L2_API_CONFIG,HIGH,5,2,ISO27001_2022;SOC2,config,,,,,,Access Control,Access Control,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.5.3;iso27001_2022_A.8.2;soc2_cc_1_3;soc2_cc_6_3,oracle_rule_config/iam/oci.iam.role.kms_enforce_separation_of_duties_configured.yaml
ibm.vsi.networkacl.unused_disabled,ibm,vsi,networkacl,config,L3_API_LIST_CROSS,MEDIUM,5,3,CISA_CE;ISO27001_2022;RBI_BANK,config,,,,,,Network Security,Network Security,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,ibm_rule_config/vsi/ibm.vsi.networkacl.unused_disabled.yaml
k8s.kubelet.config.file_ownership_enforced,k8s,kubelet,config,config,L5_NEEDS_AGENT,MEDIUM,5,2,CIS_GCP;CIS_K8S,config,,,,,,validate kubelet config.yaml file ownership is set to root:root,validate kubelet config.yaml file ownership is set to root:root; (refined),CIS;CIS_K8S,CIS/4.1.10;CIS_K8S/4.1.10,k8s_rule_config/kubelet/k8s.kubelet.config.file_ownership_enforced.yaml
alicloud.ecs.instance.inventory_enabled,alicloud,ecs,instance,config,L1_API_BOOLEAN,MEDIUM,4,1,CANADA_PBMM,config,,,,,,Check that all Alibaba Cloud ECS instances are tracked in an inventory system via tags or resource directory.,Check that all Alibaba Cloud ECS instances are tracked in an inventory system via tags or resource directory.; (refined),CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),alicloud_rule_config/ecs/alicloud.ecs.instance.inventory_enabled.yaml
aws.s3.bucket.anonymous_auth_disabled,aws,s3,bucket,config,L1_API_BOOLEAN,HIGH,4,4,CIS_ALICLOUD;CIS_AZURE;CIS_GCP;CIS_OCI,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,aws_rule_config/s3/aws.s3.bucket.anonymous_auth_disabled.yaml
azure.aks.cluster.rbac_enabled,azure,aks,cluster,config,L1_API_BOOLEAN,MEDIUM,4,4,CIS_ALICLOUD;CIS_AWS;CIS_GCP;CIS_OCI,config,,,,,,PARTIAL: azure.aks.cluster.rbac_enabled ||| verifies RBAC is enabled but not specific Entra ID group integration,PARTIAL: azure.aks.cluster.rbac_enabled ||| verifies RBAC is enabled but not specific Entra ID group integration,CIS_AZURE,CIS_AZURE/5.5.1,azure_rule_config/aks/azure.aks.cluster.rbac_enabled.yaml
azure.compute.virtual_machine.disaster_recovery_enabled,azure,compute,virtual_machine,config,L1_API_BOOLEAN,MEDIUM,4,1,CANADA_PBMM,config,,,,,,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup with geo-redundancy.,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup with geo-redundancy.; Check that Azure VMs are configured wit,CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2);CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),azure_rule_config/compute/azure.compute.virtual_machine.disaster_recovery_enabled.yaml
azure.storage.bucket.lifecycle_enabled,azure,storage,bucket,config,L1_API_BOOLEAN,MEDIUM,4,1,PCI_DSS,config,,,,,,Requirement 10.7.3,Requirement 10.7.3,PCI_DSS,pci_dss_v4_10.7.2;pci_dss_v4_10.7.3;pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,azure_rule_config/storage/azure.storage.bucket.lifecycle_enabled.yaml
gcp.compute.instance.disaster_recovery_enabled,gcp,compute,instance,config,L1_API_BOOLEAN,MEDIUM,4,1,CANADA_PBMM,config,,,,,,"Check that Compute Engine instances have disaster recovery configured (e.g., via persistent disk snapshots and instance templates).","Check that Compute Engine instances have disaster recovery configured (e.g., via persistent disk snapshots and instance templates).; Check that Comput",CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2);CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),gcp_rule_config/compute/gcp.compute.instance.disaster_recovery_enabled.yaml
gcp.compute.instance.inventory_enabled,gcp,compute,instance,config,L1_API_BOOLEAN,MEDIUM,4,1,CANADA_PBMM,config,,,,,,Check that all Compute Engine instances are tracked in an inventory system via labels or Asset Inventory.,Check that all Compute Engine instances are tracked in an inventory system via labels or Asset Inventory.; Check that all Compute Engine instances are,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),gcp_rule_config/compute/gcp.compute.instance.inventory_enabled.yaml
ibm.cloud_databases.cluster.minor_version_upgrade_enabled,ibm,cloud_databases,cluster,config,L1_API_BOOLEAN,MEDIUM,4,1,PCI_DSS,config,,,,,,Examine documented software development procedures to verify that processes are,Examine documented software development procedures to verify that processes are,PCI_DSS,pci_dss_v4_6.2.1;pci_dss_v4_6.2.2;pci_dss_v4_6.2.3;pci_dss_v4_6.2.3.1;pci_dss_v4_6.2.4,ibm_rule_config/cloud_databases/ibm.cloud_databases.cluster.minor_version_upgrade_enabled.yaml
ibm.cos.bucket.kms_encryption_enabled,ibm,cos,bucket,config,L1_API_BOOLEAN,HIGH,4,3,CANADA_PBMM;CIS_ALICLOUD;CIS_OCI,config,,,,,,(refined),(refined),CIS_IBM,CIS_IBM/2.1.1.1,ibm_rule_config/cos/ibm.cos.bucket.kms_encryption_enabled.yaml
ibm.kafka.cluster.in_transit_encryption_enabled,ibm,kafka,cluster,config,L1_API_BOOLEAN,HIGH,4,2,ISO27001_2022;SOC2,config,,,,,,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",ISO27001_2022;SOC2,iso27001_2022_A.8.12;iso27001_2022_A.8.24;soc2_cc_6_7,ibm_rule_config/kafka/ibm.kafka.cluster.in_transit_encryption_enabled.yaml
ibm.vsi.instance.metadata_service_enabled,ibm,vsi,instance,config,L1_API_BOOLEAN,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,"3_12_4: 3.12.4 Develop, document, and periodically update system security plans","3_12_4: 3.12.4 Develop, document, and periodically update system security plans",ISO27001_2022;NIST_800_171;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;nist_800_171_r2_3_12_4;soc2_cc_7_2,ibm_rule_config/vsi/ibm.vsi.instance.metadata_service_enabled.yaml
k8s.core.node.inventory_enabled,k8s,core,node,config,L1_API_BOOLEAN,MEDIUM,4,1,CANADA_PBMM,config,,,,,,(refined),(refined); PARTIAL: k8s.core.node.inventory ||| verifies node (compute) inventory but not other cluster-wide system components like control plane or a,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),k8s_rule_config/core/k8s.core.node.inventory_enabled.yaml
oci.compute.instance.inventory_enabled,oracle,compute,instance,config,L1_API_BOOLEAN,MEDIUM,4,1,CANADA_PBMM,config,,,,,,Check that all OCI compute instances are tracked in an inventory system via defined tags or compartment structure.,Check that all OCI compute instances are tracked in an inventory system via defined tags or compartment structure.; (refined),CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),oracle_rule_config/compute/oci.compute.instance.inventory_enabled.yaml
alicloud.bastionhost.instance.enabled,alicloud,bastionhost,instance,config,L2_API_CONFIG,MEDIUM,4,1,ISO27001_2022,config,,,,,,Network Security,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,alicloud_rule_config/bastionhost/alicloud.bastionhost.instance.enabled.yaml
aws.eks.cluster.rbac_managed_configured,aws,eks,cluster,config,L2_API_CONFIG,MEDIUM,4,4,CIS_ALICLOUD;CIS_AZURE;CIS_GCP;CIS_OCI,config,,,,,,PARTIAL: aws.eks.cluster.rbac_managed ||| verifies RBAC is enabled but not specific Google Groups integration,PARTIAL: aws.eks.cluster.rbac_managed ||| verifies RBAC is enabled but not specific Google Groups integration,CIS_AWS,CIS_AWS/5.5.1,aws_rule_config/eks/aws.eks.cluster.rbac_managed_configured.yaml
azure.authorization.role_definition.action_configured,azure,authorization,role_definition,config,L2_API_CONFIG,MEDIUM,4,2,CANADA_PBMM;CIS_IBM,config,,,,,,Check role definitions for unauthorized maintenance tool actions,Check role definitions for unauthorized maintenance tool actions; (refined),CANADA_PBMM,CANADA_PBMM/MA-3(3),azure_rule_config/authorization/azure.authorization.role_definition.action_configured.yaml
azure.sql.connection.credentials_in_keyvault_configured,azure,sql,connection,config,L2_API_CONFIG,MEDIUM,4,3,CIS_AWS;CIS_GCP;CIS_OCI,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/2.5,azure_rule_config/sql/azure.sql.connection.credentials_in_keyvault_configured.yaml
gcp.compute.alb.https_redirect_configured,gcp,compute,alb,config,L2_API_CONFIG,HIGH,4,3,CANADA_PBMM;CIS_AWS;FedRAMP_Moderate,config,,,,,,CCCS SC-8: Transmission Confidentiality and Integrity,CCCS SC-8: Transmission Confidentiality and Integrity,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,gcp_rule_config/compute/gcp.compute.alb.https_redirect_configured.yaml
ibm.cdn.distributions.using_deprecated_ssl_protocols_configured,ibm,cdn,distributions,config,L2_API_CONFIG,HIGH,4,1,PCI_DSS,config,,,,,,Examine documentation and interview personnel to verify that security policies a,Examine documentation and interview personnel to verify that security policies a,PCI_DSS,pci_dss_v4_2.3.1;pci_dss_v4_2.3.2;pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4;...(+1 more),ibm_rule_config/cdn/ibm.cdn.distributions.using_deprecated_ssl_protocols_configured.yaml
ibm.iam.organization.essential_contacts_configured,ibm,iam,organization,config,L2_API_CONFIG,MEDIUM,4,3,CIS_OCI;ISO27001_2022;SOC2,config,,,,,,"CC1.3 COSO Principle 3: Management establishes, with board oversight, structures","CC1.3 COSO Principle 3: Management establishes, with board oversight, structures",ISO27001_2022;SOC2,iso27001_2022_A.5.5;iso27001_2022_A.5.6;soc2_cc_1_3,ibm_rule_config/iam/ibm.iam.organization.essential_contacts_configured.yaml
ibm.monitoring.alarm.configured,ibm,monitoring,alarm,config,L2_API_CONFIG,MEDIUM,4,4,CISA_CE;RBI_BANK;RBI_NBFC;SOC2,config,,,,,,Capacity Management,Capacity Management,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Your_Data_1;rbi_bank_5.2;rbi_nbfc_3.2,ibm_rule_config/monitoring/ibm.monitoring.alarm.configured.yaml
ibm.monitoring.log.metric_filter_unauthorized_api_calls_configured,ibm,monitoring,log,config,L2_API_CONFIG,MEDIUM,4,2,GDPR;ISO27001_2022,config,,,,,,Article 25 Data protection by design and by default,Article 25 Data protection by design and by default,GDPR;ISO27001_2022,gdpr_article_25;iso27001_2022_A.12.4;iso27001_2022_A.8.15;iso27001_2022_A.8.16,ibm_rule_config/monitoring/ibm.monitoring.log.metric_filter_unauthorized_api_calls_configured.yaml
ibm.network.bastion.host_exists,ibm,network,bastion,config,L2_API_CONFIG,MEDIUM,4,1,ISO27001_2022,config,,,,,,Network Security,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,ibm_rule_config/network/ibm.network.bastion.host_exists.yaml
ibm.vpc.instance.trusted_image_configured,ibm,vpc,instance,config,L2_API_CONFIG,MEDIUM,4,1,CANADA_PBMM,config,,,,,,"Check that VPC instances are created from trusted images (e.g., approved stock or custom images).","Check that VPC instances are created from trusted images (e.g., approved stock or custom images).",CANADA_PBMM,CANADA_PBMM/SI-7(7),ibm_rule_config/vpc/ibm.vpc.instance.trusted_image_configured.yaml
ibm.vpc.subnet.different_az_configured,ibm,vpc,subnet,config,L2_API_CONFIG,MEDIUM,4,1,ISO27001_2022,config,,,,,,Network Security,Network Security,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,ibm_rule_config/vpc/ibm.vpc.subnet.different_az_configured.yaml
ibm.vsi.backup.enabled,ibm,vsi,backup,config,L2_API_CONFIG,MEDIUM,4,3,CISA_CE;RBI_BANK;RBI_NBFC,config,,,,,,Backup for Smaller NBFCs,Backup for Smaller NBFCs,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Booting_Up_1;rbi_bank_6.1;rbi_nbfc_3.4;rbi_nbfc_7.3,ibm_rule_config/vsi/ibm.vsi.backup.enabled.yaml
ibm.vsi.instance.port_cassandra_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_cassandra_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_cifs_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_cifs_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_elasticsearch_kibana_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_ftp_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_ftp_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_kafka_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_kafka_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_kerberos_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_kerberos_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_ldap_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_ldap_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_memcached_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_memcached_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_mongodb_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_mongodb_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_mysql_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_mysql_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_oracle_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_oracle_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_postgresql_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_postgresql_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_rdp_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_rdp_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_redis_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_redis_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_sqlserver_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_sqlserver_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_ssh_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_ssh_exposed_to_internet_configured.yaml
ibm.vsi.instance.port_telnet_exposed_to_internet_configured,ibm,vsi,instance,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,CC6.6 The entity implements logical access security measures to protect against,CC6.6 The entity implements logical access security measures to protect against,ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,ibm_rule_config/vsi/ibm.vsi.instance.port_telnet_exposed_to_internet_configured.yaml
ibm.vsi.transitgateway.auto_accept_vpc_attachments_configured,ibm,vsi,transitgateway,config,L2_API_CONFIG,MEDIUM,4,2,ISO27001_2022;SOC2,config,,,,,,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",ISO27001_2022;SOC2,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_7,ibm_rule_config/vsi/ibm.vsi.transitgateway.auto_accept_vpc_attachments_configured.yaml
oci.compute.instance.agent_installed_configured,oracle,compute,instance,config,L2_API_CONFIG,MEDIUM,4,2,CANADA_PBMM;PCI_DSS,config,,,,,,PARTIAL: oci.compute.instance.agent_installed ||| verifies management agent is present but not specific antimalware execution,PARTIAL: oci.compute.instance.agent_installed ||| verifies management agent is present but not specific antimalware execution; PARTIAL: oci.compute.in,CANADA_PBMM,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(2),oracle_rule_config/compute/oci.compute.instance.agent_installed_configured.yaml
