yaml_rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,ai_match_rule_id,ai_confidence,ai_reasoning,csv_service,csv_category,csv_provider_service,aws_mapped_compliance_functions,aws_mapped_compliance_ids,top_candidate_pool,review_decision
aws.codebuild.projectartifact.encryption_enabled,codebuild,projectartifact,data_protection_and_privacy,high,codebuild.projectartifact.encryption,data_protection.encryption_rest.codebuild_projectartifact_encryption_enabled,aws.codebuild.project_artifact_encryption,high,"Both rules specifically check for encryption of CodeBuild project artifacts, covering the same technical control on the same resource.",codebuild,,"boto3.client(""codebuild"")",aws.codebuild.project_artifact_encryption,iso27001_2022_multi_cloud_A.8.4_0091,"aws.codebuild.group.export_encrypted(0.2); aws.codebuild.project_artifact_encryption(0.2); aws.codebuild.project_logging_enabled(0.2); aws.codebuild.project_s3_logs_encrypted(0.167); codebuild.project.no.secrets.in.variables,.codebuild.project.source.repo.url.no.sensitive.credentials,.s3.bucket.enforces.ssl,.elbv2.ssl.listeners,.opensearch.service.domains.node.to.node.encryption.enabled,.elb.ssl.listeners,.ec2.ebs.default.encryption,.rds.instance.storage.encrypted,.sagemaker.notebook.instance.encryption.enabled,.s3.bucket.default.encryption,.efs.encryption.at.rest.enabled,.opensearch.service.domains.encryption.at.rest.enabled,.ec2.ebs.volume.encryption,.s3.bucket.kms.encryption,.eks.cluster.kms.cmk.encryption.in.secrets.enabled,.rds.snapshots.encrypted,.dynamodb.accelerator.cluster.encryption.enabled,.dynamodb.table.encryption.enabled,.cloudtrail.kms.encryption.enabled,.cloudwatch.log.group.kms.encryption.enabled,.sns.topics.kms.encryption.at.rest.enabled,.dynamodb.tables.kms.cmk.encryption.enabled,.redshift.cluster.audit.logging(0.017)",
aws.cognito.userpool.cognito_no_inline_policies_enabled,cognito,userpool,configuration_and_change_management,medium,cognito.userpool.configuration,security.configuration.cognito_userpool_cognito_no_inline_policies_enabled,aws.cognito.user_pool.no_inline_policies_attached,high,"Both rules check for the absence of inline policies on Cognito User Pools, covering the same technical control on the same resource.",cognito,identity_access,"boto3.client(""cognito"")",,,aws.cognito.user_pool.no_inline_policies_attached(0.333); aws.cognito.user_pool_group.no_inline_policies(0.333); aws.cognito.user_pool_group.attached_policies_not_admin_star(0.077); aws.cognito.user_pool_group.membership_review_enabled_where_supported(0.077); aws.cognito.user_pool.mfa_required(0.0),
aws.cognito.userpool.cognito_store_encrypted,cognito,userpool,data_protection_and_privacy,high,cognito.userpool.encryption,data_protection.encryption_rest.cognito_userpool_cognito_store_encrypted,aws.cognito.user_pool.store_encrypted,high,Both rules check encryption for Cognito User Pool storage with identical technical control intent.,cognito,privacy,"boto3.client(""cognito"")",,,aws.cognito.user_pool.store_encrypted(0.333); aws.cognito.user_pool.workflow_storage_encrypted(0.125); aws.cognito.user_pool.mfa_required(0.0); aws.cognito.user_pool.console_password_present_only_if_required(0.0); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.0),
aws.cognito.userpool.cognito_workflow_storage_encrypted,cognito,userpool,data_protection_and_privacy,high,cognito.userpool.encryption,data_protection.encryption_rest.cognito_userpool_cognito_workflow_storage_encrypted,aws.cognito.user_pool.workflow_storage_encrypted,high,"Both rules assert encryption for Cognito user pool workflow storage, with identical technical control and resource focus.",cognito,privacy,"boto3.client(""cognito"")",,,aws.cognito.user_pool.workflow_storage_encrypted(0.429); aws.cognito.user_pool.store_encrypted(0.125); aws.cognito.user_pool.mfa_required(0.0); aws.cognito.user_pool.console_password_present_only_if_required(0.0); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.0),
aws.cognito.userpool.mfa_required,cognito,userpool,identity_and_access_management,medium,cognito.userpool.access_control,identity_access.passwordless_authn.zero_trust_verification,aws.cognito.user_pool.mfa_required,high,Both rules check for MFA requirement on Cognito User Pools with identical technical control intent.,cognito,identity_access,"boto3.client(""cognito"")",,,aws.cognito.user_pool.mfa_required(0.4); aws.cognito.user_pool.console_password_present_only_if_required(0.1); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.0); aws.cognito.user_pool.no_inline_policies_attached(0.0); aws.cognito.user_pool.inactive_90_days_disabled(0.0),
aws.cognito.userpool.rbac_least_privilege,cognito,userpool,identity_and_access_management,high,cognito.userpool.access_control,identity_access.least_privilege.cognito_userpool_rbac_least_privilege,aws.cognito.user_pool.access_rbac_least_privilege,high,"Both rules enforce least privilege for role-based access control in Cognito User Pools, with identical technical intent.",cognito,privacy,"boto3.client(""cognito"")",,,aws.cognito.user_pool.access_rbac_least_privilege(0.429); aws.cognito.user_pool.execution_roles_least_privilege(0.25); aws.cognito.user_pool.mfa_required(0.0); aws.cognito.user_pool.console_password_present_only_if_required(0.0); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.0),
aws.cognito.userpoolgroup.cognito_membership_review_enabled_if_supported,cognito,userpoolgroup,configuration_and_change_management,medium,cognito.userpoolgroup.configuration,security.configuration.cognito_userpoolgroup_cognito_membership_review_enabled_if_supported,aws.cognito.user_pool_group.membership_review_enabled_where_supported,high,"Both rules check for membership review being enabled on Cognito user pool groups where supported, with identical technical intent despite minor wording differences.",cognito,identity_access,"boto3.client(""cognito"")",,,aws.cognito.user_pool_group.membership_review_enabled_where_supported(0.364); aws.cognito.user_pool.console_password_present_only_if_required(0.071); aws.cognito.user_pool.mfa_required(0.0); aws.cognito.user_pool.access_keys_rotated_90_days_or_less_when_present(0.0); aws.cognito.user_pool.no_inline_policies_attached(0.0),
aws.cognito.userpoolgroup.cognito_no_inline_policies_configured,cognito,userpoolgroup,configuration_and_change_management,medium,cognito.userpoolgroup.configuration,security.configuration.cognito_userpoolgroup_cognito_no_inline_policies_configured,aws.cognito.user_pool_group.no_inline_policies,high,Both rules check for the absence of inline policies on Cognito user pool groups with identical technical control intent.,cognito,identity_access,"boto3.client(""cognito"")",,,aws.cognito.user_pool.no_inline_policies_attached(0.375); aws.cognito.user_pool_group.no_inline_policies(0.375); aws.cognito.user_pool_group.attached_policies_not_admin_star(0.083); aws.cognito.user_pool.mfa_required(0.0); aws.cognito.user_pool.console_password_present_only_if_required(0.0),
aws.config.configrule.alerts_configured,config,configrule,configuration_and_change_management,medium,config.configrule.configuration,security.configuration.config_configrule_alerts_configured,aws.config.config_rule.alerts_configured,high,"Both rules check that AWS Config rules have alerts configured, covering the same technical control on the same resource.",config,configuration_management,"boto3.client(""config"")",,,aws.config.config_rule.alerts_configured(0.25); aws.config.configuration_recorder.enabled(0.0); aws.config.configuration_recorder.global_resource_types_tracked(0.0); aws.config.configuration_recorder.secure_destination_configured(0.0); aws.config.configuration_aggregator.org_aggregator_enabled(0.0),
aws.config.resource.config_lambda_config_recording_enabled,config,resource,configuration_and_change_management,medium,config.resource.configuration,security.configuration.config_resource_config_lambda_config_recording_enabled,aws.config.lambda_config_recording_enabled:aws.config.remediation_configuration.auto_remediation_enabled_for_high,high,"The candidate rule ID directly references 'lambda_config_recording_enabled', which matches the YAML rule's focus on Lambda configuration recording.",config,,"boto3.client(""config"")",aws.config.lambda_config_recording_enabled,cis_aws_aws_12.1_0070,aws.config.lambda_config_recording_enabled:aws.config.remediation_configuration.auto_remediation_enabled_for_high(0.444); aws.config.config_rule.rules_enabled(0.4); aws.config.config_rule.reporting_dashboards_enabled(0.286); aws.config.recorder_all_regions_enabled:aws.config.configuration_recorder.enabled(0.25); aws.config.config_rule.critical_resources_drift_detection_enabled(0.222),
aws.controltower.enrollment.block_leave_org_by_policy_configured,controltower,enrollment,identity_and_access_management,high,controltower.enrollment.access_control,identity_access.least_privilege.controltower_enrollment_block_leave_org_by_policy_configured,aws.control_tower.enrollment.block_leave_org_by_policy,high,Candidate rule ID is nearly identical and covers the same technical control for blocking leaving the organization via policy in Control Tower enrollment.,control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.block_leave_org_by_policy(1.0); aws.organizations.organization.block_leave_org_by_policy(0.714); aws.control_tower.landing_zone.block_leave_org_by_policy(0.625); aws.control_tower.enrollment.restrict_region_usage_by_policy_where_required(0.273); aws.control_tower.enrollment.all_accounts_enrolled_in_org(0.2),
aws.controltower.enrollment.controltower_all_accounts_enrolled_in_org_configured,controltower,enrollment,configuration_and_change_management,medium,controltower.enrollment.configuration,security.configuration.controltower_enrollment_controltower_all_accounts_enrolled_in_org_configured,aws.control_tower.enrollment.all_accounts_enrolled_in_org,high,Both rules check that all accounts in an AWS organization are enrolled in AWS Control Tower.,control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.all_accounts_enrolled_in_org(0.857); aws.organizations.organization.all_accounts_enrolled_in_org(0.625); aws.control_tower.landing_zone.all_accounts_enrolled_in_org(0.556); aws.networkfirewall.in_all_vpc(0.25); aws.networkfirewall.in_all_vpc:nan(0.25),
aws.controltower.enrollment.controltower_scps_enabled,controltower,enrollment,configuration_and_change_management,medium,controltower.enrollment.configuration,security.configuration.controltower_enrollment_controltower_scps_enabled,aws.control_tower.enrollment.scps_enabled,high,Both rules check for SCPs enabled in Control Tower enrollment with identical service and similar rule IDs.,control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.scps_enabled(0.75); aws.organizations.organization.scps_enabled(0.4); aws.control_tower.landing_zone.scps_enabled(0.333); aws.accessanalyzer.enabled(0.25); securityhub.enabled(0.25),
aws.controltower.enrollment.restrict_region_usage_by_policy_where_required,controltower,enrollment,identity_and_access_management,high,controltower.enrollment.access_control,identity_access.least_privilege.controltower_enrollment_restrict_region_usage_by_policy_where_required,aws.control_tower.enrollment.restrict_region_usage_by_policy_where_required,high,"Candidate rule ID is identical to the config rule ID, indicating an exact match for the same technical control on the same resource.",control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.restrict_region_usage_by_policy_where_required(1.0); aws.organizations.organization.restrict_region_usage_by_policy_where_required(0.778); aws.control_tower.landing_zone.restrict_region_usage_by_policy_where_required(0.7); aws.control_tower.enrollment.block_leave_org_by_policy(0.273); aws.k8s.api.nodeport_usage_restricted(0.2),
aws.controltower.landingzone.block_leave_org_by_policy_configured,controltower,landingzone,identity_and_access_management,high,controltower.landingzone.access_control,identity_access.least_privilege.controltower_landingzone_block_leave_org_by_policy_configured,aws.control_tower.landing_zone.block_leave_org_by_policy,high,Both rules check for a policy blocking leaving the organization specifically within a Control Tower landing zone context.,control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.block_leave_org_by_policy(0.714); aws.organizations.organization.block_leave_org_by_policy(0.714); aws.control_tower.landing_zone.block_leave_org_by_policy(0.625); aws.macie.classification_job.policy_blocks_public_for_sensitive(0.182); aws.backup.restore_job.cross_account_restore_blocked_by_policy(0.182),
aws.controltower.landingzone.controltower_all_accounts_enrolled_in_org_configured,controltower,landingzone,configuration_and_change_management,medium,controltower.landingzone.configuration,security.configuration.controltower_landingzone_controltower_all_accounts_enrolled_in_org_configured,aws.control_tower.landing_zone.all_accounts_enrolled_in_org,high,Both rules check that all accounts are enrolled in the organization for Control Tower landing zone configuration.,control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.all_accounts_enrolled_in_org(0.625); aws.organizations.organization.all_accounts_enrolled_in_org(0.625); aws.control_tower.landing_zone.all_accounts_enrolled_in_org(0.556); aws.networkfirewall.in_all_vpc(0.25); aws.networkfirewall.in_all_vpc:nan(0.25),
aws.controltower.landingzone.controltower_scps_enabled,controltower,landingzone,configuration_and_change_management,medium,controltower.landingzone.configuration,security.configuration.controltower_landingzone_controltower_scps_enabled,aws.control_tower.landing_zone.scps_enabled,high,"Both rules specifically check for SCPs enabled in the context of AWS Control Tower landing zones, covering the same technical control on the same resource.",control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.scps_enabled(0.4); aws.organizations.organization.scps_enabled(0.4); aws.control_tower.landing_zone.scps_enabled(0.333); aws.accessanalyzer.enabled(0.25); securityhub.enabled(0.25),
aws.controltower.landingzone.restrict_region_usage_by_policy_where_required,controltower,landingzone,identity_and_access_management,high,controltower.landingzone.access_control,identity_access.least_privilege.controltower_landingzone_restrict_region_usage_by_policy_where_required,aws.control_tower.landing_zone.restrict_region_usage_by_policy_where_required,high,Candidate rule has identical control intent (restrict region usage by policy) and matches the landing zone scope from the YAML rule.,control_tower,governance,"boto3.client(""control_tower"")",,,aws.control_tower.enrollment.restrict_region_usage_by_policy_where_required(0.778); aws.organizations.organization.restrict_region_usage_by_policy_where_required(0.778); aws.control_tower.landing_zone.restrict_region_usage_by_policy_where_required(0.7); aws.k8s.api.nodeport_usage_restricted(0.2); aws.organizations.service_control_policy.mandatory_require_mfa_for_console_where_supported(0.2),
aws.costexplorer.anomalydetector.alert_destinations_configured,costexplorer,anomalydetector,configuration_and_change_management,medium,costexplorer.anomalydetector.configuration,security.configuration.costexplorer_anomalydetector_alert_destinations_configured,aws.cost_explorer.anomaly_detector.alert_destinations_configured,high,"Candidate rule matches the exact same service (Cost Explorer), resource type (anomaly detector), and control (alert destinations configured).",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.budgets.budget.alert_destinations_configured(0.5); aws.cloudwatch.alarm.alert_destinations_configured(0.5); aws.cloudtrail.trail.alert_destinations_configured(0.5); aws.macie.findings.alert_destinations_configured(0.5); aws.guardduty.finding.alert_destinations_configured(0.5),
aws.costexplorer.anomalydetector.costexplorer_detectors_enabled,costexplorer,anomalydetector,configuration_and_change_management,medium,costexplorer.anomalydetector.configuration,security.configuration.costexplorer_anomalydetector_costexplorer_detectors_enabled,aws.cost_explorer.anomaly_detector.detectors_enabled,high,Candidate rule matches the same service (Cost Explorer) and technical control (anomaly detector enabled) as the YAML rule.,cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.guardduty.detector.detectors_enabled(0.5); aws.cost_explorer.anomaly_detector.detectors_enabled(0.4); aws.cloudwatch.anomaly_detector.detectors_enabled(0.4); aws.security_hub.hub.detectors_enabled(0.4); aws.guardduty.detector.enabled_in_all_regions(0.286),
aws.costexplorer.anomalydetector.costexplorer_severity_thresholds_configured,costexplorer,anomalydetector,configuration_and_change_management,medium,costexplorer.anomalydetector.configuration,security.configuration.costexplorer_anomalydetector_costexplorer_severity_thresholds_configured,aws.cost_explorer.anomaly_detector.severity_thresholds_configured,high,Candidate rule ID is nearly identical and targets the same AWS Cost Explorer anomaly detector severity thresholds configuration.,cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.anomaly_detector.severity_thresholds_configured(0.333); aws.budgets.budget.alert_thresholds_configured(0.167); aws.organizations.account.lockout_threshold_defined(0.143); aws.organizations.organization.lockout_threshold_defined(0.143); guardduty.no.high.severity.findings(0.143),
aws.costexplorer.cost_allocation_tag.cost_tag_policy_enforced,costexplorer,cost_allocation_tag,identity_and_access_management,high,costexplorer.cost_allocation_tag.access_control,identity_access.least_privilege.costexplorer_cost_allocation_tag_cost_tag_policy_enforced,aws.cost_explorer.cost_allocation_tag.cost_tag_policy_enforced,high,"The candidate rule ID is identical to the YAML rule ID, indicating an exact match for the same technical control on the same resource.",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_allocation_tag.cost_tag_policy_enforced(1.0); aws.cost_explorer.cost_allocation_tag.required_cost_tags_present(0.429); aws.cost_explorer.cost_allocation_tag.untagged_resource_alerts_enabled(0.375); aws.sagemaker.endpoint.authz_policies_enforced(0.286); aws.sagemaker.endpoint.authz_policies_enforced(0.286),
aws.costexplorer.cost_allocation_tag.costexplorer_required_cost_tags_present,costexplorer,cost_allocation_tag,configuration_and_change_management,medium,costexplorer.cost_allocation_tag.configuration,security.configuration.costexplorer_cost_allocation_tag_costexplorer_required_cost_tags_present,aws.cost_explorer.cost_allocation_tag.required_cost_tags_present,high,Both rules check for required cost allocation tags in AWS Cost Explorer with identical service and resource focus.,cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_allocation_tag.required_cost_tags_present(0.833); aws.cost_explorer.cost_allocation_tag.cost_tag_policy_enforced(0.375); aws.cost_explorer.cost_allocation_tag.untagged_resource_alerts_enabled(0.333); aws.macie.classification_job.required_sensitivity_tags_present(0.333); aws.macie.custom_data_identifier.required_sensitivity_tags_present(0.3),
aws.costexplorer.cost_allocation_tag.untagged_resource_alerts_enabled,costexplorer,cost_allocation_tag,configuration_and_change_management,medium,costexplorer.cost_allocation_tag.configuration,security.configuration.costexplorer_cost_allocation_tag_untagged_resource_alerts_enabled,aws.cost_explorer.cost_allocation_tag.untagged_resource_alerts_enabled,high,"Candidate rule ID is identical to the YAML rule ID, indicating an exact match for the same technical control.",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_allocation_tag.untagged_resource_alerts_enabled(1.0); aws.cost_explorer.cost_allocation_tag.required_cost_tags_present(0.375); aws.cost_explorer.cost_allocation_tag.cost_tag_policy_enforced(0.375); aws.s3.replication.lag_monitoring_alerts_enabled(0.222); aws.backup.backup_plan.lag_monitoring_alerts_enabled(0.2),
aws.costexplorer.costcategory.billing_admins_mfa_required,costexplorer,costcategory,identity_and_access_management,critical,costexplorer.costcategory.access_control,identity_access.authentication.costexplorer_costcategory_billing_admins_mfa_required,aws.cost_explorer.cost_category.billing_admins_mfa_required,high,"Candidate rule has identical service, resource, and control intent (MFA requirement for billing admins) as the config rule.",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_category.billing_admins_mfa_required(0.571); aws.ec2.reserved_instance.billing_admins_mfa_required(0.571); aws.rds.reserved_instance.billing_admins_mfa_required(0.571); aws.savings_plans.savings_plan.billing_admins_mfa_required(0.571); aws.backup.backup_plan.backup_admins_mfa_required(0.429),
aws.costexplorer.costcategory.billing_console_rbac_least_privilege,costexplorer,costcategory,identity_and_access_management,high,costexplorer.costcategory.access_control,identity_access.least_privilege.costexplorer_costcategory_billing_console_rbac_least_privilege,aws.cost_explorer.cost_category.billing_console_rbac_least_privilege,high,"Candidate rule ID is identical to the config rule ID, indicating the same technical control on the same AWS Cost Explorer Cost Category resource.",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_category.billing_console_rbac_least_privilege(0.625); aws.glue.catalog.rbac_least_privilege(0.429); aws.glue.database.rbac_least_privilege(0.429); aws.glue.catalog.rbac_least_privilege(0.429); aws.glue.registry.rbac_least_privilege(0.429),
aws.costexplorer.costcategory.costexplorer_cost_data_exports_private_and_encrypted,costexplorer,costcategory,data_protection_and_privacy,high,costexplorer.costcategory.encryption,data_protection.encryption_rest.costexplorer_costcategory_costexplorer_cost_data_exports_private_and_encrypted,aws.cost_explorer.cost_category.cost_data_exports_private_and_encrypted,high,"Candidate rule has identical service, resource, and control intent for cost data exports encryption and privacy.",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_category.cost_data_exports_private_and_encrypted(0.667); aws.glue.data_quality_ruleset.outputs_encrypted_and_private(0.364); aws.glue.data_quality_ruleset.outputs_encrypted_and_private(0.364); aws.glue.data_quality_ruleset.output_location_private_and_encrypted(0.333); aws.glue.data_quality_ruleset.output_location_private_and_encrypted(0.333),
aws.costexplorer.costcategory.costexplorer_cost_export_destinations_least_privilege,costexplorer,costcategory,identity_and_access_management,high,costexplorer.costcategory.access_control,identity_access.least_privilege.costexplorer_costcategory_costexplorer_cost_export_destinations_least_privilege,aws.cost_explorer.cost_category.cost_export_destinations_least_privilege,high,"Candidate rule ID matches exactly the same service, resource, and control intent for least privilege on cost export destinations.",cost_explorer,cost,"boto3.client(""cost_explorer"")",,,aws.cost_explorer.cost_category.cost_export_destinations_least_privilege(0.625); aws.ecr.replication_configuration.destinations_least_privilege(0.375); aws.redshift.event_subscription.destination_least_privilege(0.333); aws.s3.bucket_notification.destination_least_privilege(0.333); aws.redshift.event_subscription.destination_least_privilege(0.333),
aws.docdb.cluster.docdb_cloudwatch_log_export_configured,docdb,cluster,logging_monitoring_and_alerting,medium,docdb.cluster.logging,logging_monitoring.logging.docdb_cluster_docdb_cloudwatch_log_export_configured,aws.docdb.cluster.monitoring_and_alerting_configured,low,"The candidate rule covers monitoring and alerting which is related to logging, but does not specifically address CloudWatch log export configuration for DocumentDB clusters.",docdb,,"boto3.client(""docdb"")",aws.docdb.cluster.monitoring_and_alerting_configured,cis_aws_aws_7.8_0095,aws.docdb.cluster.backup_retention_period_configured(0.125); aws.docdb.cluster.engine_version_check(0.125); aws.docdb.cluster.iam_authentication_enabled(0.125); aws.docdb.cluster.monitoring_and_alerting_configured(0.125); aws.docdb.cluster.encryption_in_transit_enabled(0.111),
aws.docdb.cluster.docdb_minor_version_auto_upgrade_enabled,docdb,cluster,data_protection_and_privacy,low,docdb.cluster.data_protection,data_protection.data_lifecycle.docdb_cluster_docdb_minor_version_auto_upgrade_enabled,aws.docdb.cluster.engine_version_check,medium,"Both rules focus on DocumentDB cluster version management, with the config rule specifically checking for auto-upgrade of minor versions and the candidate likely checking version compliance.",docdb,,"boto3.client(""docdb"")",aws.docdb.cluster.engine_version_check,cis_aws_aws_7.7_0094,aws.docdb.cluster.engine_version_check(0.222); aws.docdb.cluster.iam_authentication_enabled(0.222); aws.docdb.cluster.encryption_in_transit_enabled(0.2); aws.docdb.cluster.backup_retention_period_configured(0.1); aws.docdb.cluster.monitoring_and_alerting_configured(0.1),
aws.docdb.cluster.iam_or_managed_identity_auth_enabled_if_supported,docdb,cluster,identity_and_access_management,high,docdb.cluster.access_control,identity_access.least_privilege.docdb_cluster_iam_or_managed_identity_auth_enabled_if_supported,aws.docdb.cluster.iam_authentication_enabled,high,"Both rules enforce IAM authentication for DocumentDB clusters, with the candidate directly matching the technical control despite wording differences.",docdb,,"boto3.client(""docdb"")",aws.docdb.cluster.iam_authentication_enabled,cis_aws_aws_7.5_0092,aws.docdb.cluster.iam_authentication_enabled(0.3); aws.docdb.cluster.encryption_in_transit_enabled(0.167); aws.docdb.cluster.backup_retention_period_configured(0.083); aws.docdb.cluster.engine_version_check(0.083); aws.docdb.cluster.monitoring_and_alerting_configured(0.083),
aws.docdb.cluster.require_tls_in_transit_configured,docdb,cluster,data_protection_and_privacy,high,docdb.cluster.encryption,data_protection.encryption_transit.docdb_cluster_require_tls_in_transit_configured,aws.docdb.cluster.encryption_in_transit_enabled,high,Both rules enforce TLS/SSL encryption for data in transit on DocumentDB clusters.,docdb,,"boto3.client(""docdb"")",aws.docdb.cluster.encryption_in_transit_enabled,cis_aws_aws_7.4_0091,aws.docdb.cluster.encryption_in_transit_enabled(0.429); aws.docdb.cluster.backup_retention_period_configured(0.125); aws.docdb.cluster.engine_version_check(0.125); aws.docdb.cluster.iam_authentication_enabled(0.125); aws.docdb.cluster.monitoring_and_alerting_configured(0.125),
aws.docdb.instance.iam_or_managed_identity_auth_enabled_if_supported,docdb,instance,identity_and_access_management,high,docdb.instance.access_control,identity_access.least_privilege.docdb_instance_iam_or_managed_identity_auth_enabled_if_supported,aws.docdb.cluster.iam_authentication_enabled,medium,"Both rules enforce IAM authentication for DocumentDB, but the config rule targets instances while the catalog rule targets clusters, representing a slight granularity difference.",docdb,,"boto3.client(""docdb"")",aws.docdb.cluster.iam_authentication_enabled,cis_aws_aws_7.5_0092,aws.docdb.cluster.iam_authentication_enabled(0.182); aws.docdb.cluster.encryption_in_transit_enabled(0.077); aws.docdb.cluster.backup_retention_period_configured(0.0); aws.docdb.cluster.engine_version_check(0.0); aws.docdb.cluster.monitoring_and_alerting_configured(0.0),
aws.docdb.instance.public_access_disabled,docdb,instance,network_security_and_connectivity,high,docdb.instance.network,network_security.network_access.docdb_instance_public_access_disabled,aws.documentdb.instance.public_access_disabled,high,"Candidate rule has identical service (DocumentDB), resource type (instance), and control intent (public access disabled) as the YAML rule.",documentdb,db,"boto3.client(""documentdb"")",,,aws.documentdb.instance.public_access_disabled(1.0); aws.neptune.instance.public_access_disabled(1.0); aws.rds.instance.public_access_disabled(1.0); aws.documentdb.cluster.public_access_disabled(0.6); aws.elasticache.cluster.public_access_disabled(0.6),
aws.docdb.instance.require_tls_in_transit_configured,docdb,instance,data_protection_and_privacy,high,docdb.instance.encryption,data_protection.encryption_transit.docdb_instance_require_tls_in_transit_configured,aws.docdb.cluster.encryption_in_transit_enabled,medium,"Both rules enforce TLS/encryption in transit for DocumentDB, but the config rule targets instances while the catalog rule targets clusters, representing a resource granularity difference.",docdb,,"boto3.client(""docdb"")",aws.docdb.cluster.encryption_in_transit_enabled,cis_aws_aws_7.4_0091,aws.docdb.cluster.encryption_in_transit_enabled(0.25); aws.docdb.cluster.backup_retention_period_configured(0.0); aws.docdb.cluster.engine_version_check(0.0); aws.docdb.cluster.iam_authentication_enabled(0.0); aws.docdb.cluster.monitoring_and_alerting_configured(0.0),
