check_name,matched_rule_ids,method,confidence,reasoning
azure_dataprotection_backupvault_infrastructure_encryption_enabled,azure.dataprotection.backupvault.infrastructure.encryption.enabled,token_match_high,1.00,Jaccard=1.00
azure_defender_additional_email_configured_with_a_security_contact,azure.security.defender.additional_email_configured,token_match_high,0.83,Jaccard=0.83
azure_defender_agentless_scanning_status_check,azure.defender.agentless.scanning.status.check,token_match_high,1.00,Jaccard=1.00
azure_defender_app_services_status_check,azure.defender.app.services.status.check,token_match_high,1.00,Jaccard=1.00
azure_defender_assessments_vm_endpoint_protection_installed,azure.defender.vm.endpoint_protection_installed,token_match_high,0.86,Jaccard=0.86
azure_defender_auto_provisioning_log_analytics_agent_vms_on,azure.security.defender.log_analytics_agent_auto_provisioning,token_match_high,0.78,Jaccard=0.78
azure_defender_auto_provisioning_vulnerabilty_assessments_machines_on,azure.security.defender.vulnerability_assessment_auto_provisioning,ai_verified,high,"The check name directly matches the rule for auto-provisioning vulnerability assessments on machines, covering the same service, action, and target resource."
azure_defender_container_images_resolved_vulnerabilities,azure.security.defender.container_vulnerabilities_resolved,token_match_high,0.71,Jaccard=0.71
azure_defender_container_images_scan_enabled,azure.security.defender.container_scan_enabled,token_match_high,0.67,Jaccard=0.67
azure_defender_cspm_pricing_tier_standard_check,azure.defender.cspm.pricing.tier.standard.check,token_match_high,1.00,Jaccard=1.00
azure_defender_email_notifications_attack_paths_enabled,azure.defender.email.notifications.attack.paths.enabled,token_match_high,1.00,Jaccard=1.00
azure_defender_email_notifications_owner_check,azure.defender.email.notifications.owner.check,token_match_high,1.00,Jaccard=1.00
azure_defender_email_notifications_severity_check,azure.defender.email.notifications.severity.check,token_match_high,1.00,Jaccard=1.00
azure_defender_enabled,azure.security.defender.enabled,token_match_high,0.67,Jaccard=0.67
azure_defender_ensure_defender_for_app_services_is_on,azure.defender.app.services_is_on,token_match_high,0.80,Jaccard=0.80
azure_defender_ensure_defender_for_arm_is_on,azure.security.defender.arm_protection_enabled,ai_verified,high,"This rule specifically targets Defender for ARM, matching the service and resource focus of the check name."
azure_defender_ensure_defender_for_azure_sql_databases_is_on,azure.security.defender.sql_databases_protection_enabled;azure.sql.server.defender_enabled,ai_verified,high,"Both rules specifically check for Defender protection on Azure SQL databases, matching the service (Azure SQL), action (Defender enabled), and target resource (databases) of the compliance check."
azure_defender_ensure_defender_for_containers_is_on,azure.security.defender.containers_protection_enabled,ai_verified,high,"The check name specifically targets Defender for Containers, and the top candidate rule directly matches the service, action (protection enabled), and resource (containers)."
azure_defender_ensure_defender_for_cosmosdb_is_on,azure.cosmosdb.defender.status.check,token_match_high,0.60,Jaccard=0.60
azure_defender_ensure_defender_for_databases_is_on,azure.security.defender.databases_protection_enabled,ai_verified,high,"This rule directly matches the service (Azure Defender), action (ensure protection is on), and target resource (databases) specified in the check name."
azure_defender_ensure_defender_for_dns_is_on,azure.security.defender.dns_protection_enabled,ai_verified,high,"This rule directly matches the service (Azure Defender), action (ensuring protection is on), and target resource (DNS)."
azure_defender_ensure_defender_for_keyvault_is_on,azure.security.defender.keyvault_protection_enabled,ai_verified,high,"This rule directly matches the service (Key Vault), action (defender protection), and target resource (Key Vault) specified in the check name."
azure_defender_ensure_defender_for_os_relational_databases_is_on,azure.defender.open.source.relational.databases.enabled;azure.security.defender.relational_db_protection_enabled,ai_verified,high,"Both rules specifically target Defender protection for OS-based relational databases, matching the service, action, and resource type of the check name."
azure_defender_ensure_defender_for_server_is_on,azure.sql.server.defender_enabled,token_match_high,0.60,Jaccard=0.60
azure_defender_ensure_defender_for_sql_servers_is_on,azure.security.defender.sql_servers_protection_enabled;azure.sql.server.defender_enabled,ai_verified,high,"Both rules specifically target enabling Defender for SQL Servers, matching the service, action, and resource focus of the check name."
azure_defender_ensure_defender_for_storage_is_on,azure.security.storage.defender.pricing.check,ai_verified,high,"This rule directly checks the pricing tier (enabled/on) for Defender for Storage, matching the service, action, and target resource of the given check."
azure_defender_ensure_iot_hub_defender_is_on,azure.iot.hub.defender.for.iot.status.check,token_match_high,0.67,Jaccard=0.67
azure_defender_ensure_mcas_is_enabled,azure.security.defender.mcas_enabled,token_match_high,0.60,Jaccard=0.60
azure_defender_ensure_notify_alerts_severity_is_high,azure.security.defender.high_severity_alerts_enabled,token_match_high,0.62,Jaccard=0.62
azure_defender_ensure_notify_emails_to_owners,azure.security.defender.notify_owners_enabled,ai_verified,high,The check name directly matches the rule's focus on notifying owners via email for Azure Defender alerts.
azure_defender_ensure_system_updates_are_applied,azure.security.defender.system_updates_applied,token_match_high,0.71,Jaccard=0.71
azure_defender_ensure_wdatp_is_enabled,azure.security.defender.wdatp_enabled,token_match_high,0.60,Jaccard=0.60
azure_defender_fim_status_check,azure.defender.fim.status.check,token_match_high,1.00,Jaccard=1.00
azure_defender_for_cloud_endpoint_protection_status_check,azure.defender.for.cloud.endpoint.protection.status.check,token_match_high,1.00,Jaccard=1.00
azure_defender_for_cloud_security_contact_email_check,azure.defender.for.cloud.security.contact.email.check,token_match_high,1.00,Jaccard=1.00
azure_defender_for_containers_pricing_tier_and_extensions_enabled,azure.defender.for.containers.pricing.tier.and.extensions.enabled,token_match_high,1.00,Jaccard=1.00
azure_defender_for_servers_enabled,azure.security.defender.servers_protection_enabled,token_match_high,0.60,Jaccard=0.60
azure_defender_for_servers_pricing_tier_standard_check,azure.defender.for.servers.pricing.tier.standard.check,token_match_high,1.00,Jaccard=1.00
azure_defender_no_high_severity_findings,azure.security.defender.no_high_severity_findings,token_match_high,0.83,Jaccard=0.83
azure_defender_open_source_relational_databases_enabled,azure.defender.open.source.relational.databases.enabled,token_match_high,1.00,Jaccard=1.00
azure_defender_resource_manager_pricing_standard_check,azure.defender.resource.manager.pricing.standard.check,token_match_high,1.00,Jaccard=1.00
azure_defender_sql_server_pricing_tier_check,azure.defender.sql.server.pricing.tier.check,token_match_high,1.00,Jaccard=1.00
azure_defender_storage_alerts_export_enabled,azure.defender.storage.alerts.export.enabled,token_match_high,1.00,Jaccard=1.00
azure_defender_vm_os_updates_configured,azure.defender.vm.os.updates.configured,token_match_high,1.00,Jaccard=1.00
azure_defender_vulnerability_assessment_status_check,azure.defender.vulnerability.assessment.status.check,token_match_high,1.00,Jaccard=1.00
azure_devops_project_no_secrets_in_variables,,ai_rejected,none,"The check name targets Azure DevOps project variables for secrets, while all candidate rules are for Azure Key Vault or Function services, with no overlap in service, action, or target resource."
azure_devops_project_source_repo_url_no_sensitive_credentials,azure.dns.health_probe.health_check_no_plaintext_credentials_in_url,deep_review_medium,medium,"Both controls focus on preventing sensitive credentials from being exposed in URLs, though they apply to different Azure services (DevOps project source repos vs DNS health probes)."
azure_disk_backup_enabled,azure.backup.policy.configured,ai_verified,medium,"The check name focuses on Azure disk backup, which aligns with the service and action of configuring backup policies for disks, though the candidate rule is more general about backup policies rather t"
azure_disk_unattached_cmk_encryption_check,azure.disk.unattached.cmk.encryption.check,token_match_high,1.00,Jaccard=1.00
azure_dynamodb_backup_enabled,azure.cosmos.database.backup_enabled,ai_verified,medium,"The check name targets Azure Cosmos DB (formerly DocumentDB, related to DynamoDB in AWS context) backup, and the candidate rule specifically addresses backup for Cosmos DB databases."
azure_eip_attached,,ai_rejected,none,"The check name 'azure_eip_attached' refers to Elastic IP (public IP) attachment in Azure, but none of the candidate rules address public IP attachment to resources like VMs or load balancers."
azure_elastic_san_public_network_access_disabled,azure.keyvault.public.network.access.disabled,token_match_high,0.62,Jaccard=0.62
azure_elastic_san_volume_group_encryption_at_rest_with_cmk,azure.storage.disk.data_protection_volume_encryption_at_rest_enabled,deep_review_medium,medium,"Both controls enforce encryption at rest for storage volumes, though one specifies Elastic SAN volume groups and the other general storage disks."
azure_entra_authentication_passwordless_policy_check,azure.entra.authentication.passwordless.policy.check,token_match_high,1.00,Jaccard=1.00
azure_entra_conditional_access_policy_require_mfa_for_management_api,azure.entra.policy.require_mfa_for_management_api:az.active_directory_tenant.identity_access_security_password_policy_require_upper_lower_number_special,ai_verified,high,"The rule directly matches the service (Entra ID), action (require MFA), and target (management API) specified in the check name."
azure_entra_conditional_access_policy_require_mfa_for_management_app,azure.entra.policy.require_mfa_for_management_api:az.active_directory_tenant.identity_access_security_password_policy_require_upper_lower_number_special,ai_verified,medium,"The rule directly addresses MFA for management APIs in Azure Entra, aligning closely with the check's focus on requiring MFA for management applications."
azure_entra_console_mfa_enabled,azure.entra.id.mfa.enabled.for.privileged.vm.access,ai_verified,medium,"This rule specifically targets Entra ID (formerly Azure AD) MFA for privileged access scenarios, which aligns with the console MFA requirement for administrative access."
azure_entra_diagnostic_microsoft_graph_logs_destination_check,azure.entra.diagnostic.microsoft.graph.logs.destination.check,token_match_high,1.00,Jaccard=1.00
azure_entra_global_admin_in_less_than_five_users,azure.entrad.global.admin.role.check,ai_verified,medium,"The check name focuses on ensuring there are fewer than five users with global admin roles, which aligns with a compliance rule auditing global admin role assignments rather than a threat detection ru"
azure_entra_group_has_users,azure.aad.group.access_group_no_inline_policies,deep_review_medium,medium,"The check name 'azure_entra_group_has_users' suggests verifying groups have members, which aligns with ensuring groups are not empty or misconfigured, similar to enforcing proper group structure as in the candidate about access groups without inline "
azure_entra_id_authentication_lockout_threshold_check,azure.entra.id.authentication.lockout.threshold.check,token_match_high,1.00,Jaccard=1.00
azure_entra_id_custom_role_admin_privileges_check,azure.entra.id.custom.role.admin.privileges.check,token_match_high,1.00,Jaccard=1.00
azure_entra_id_diagnostic_setting_activity_logs_configured,azure.entra.id.diagnostic.setting.activity.logs.configured,token_match_high,1.00,Jaccard=1.00
azure_entra_id_guest_invite_restrictions_check,azure.entra.id.guest.invite.restrictions.check,token_match_high,1.00,Jaccard=1.00
azure_entra_id_mfa_enabled_for_privileged_vm_access,azure.entra.id.mfa.enabled.for.privileged.vm.access,token_match_high,1.00,Jaccard=1.00
azure_entra_id_policy_restrict_non_admin_tenant_creation,azure.entra.id.policy.restrict.non.admin.tenant.creation,token_match_high,1.00,Jaccard=1.00
azure_entra_id_user_app_registration_disabled,azure.entra.id.user.app.registration.disabled,token_match_high,1.00,Jaccard=1.00
azure_entra_id_user_consent_disabled_check,azure.entra.id.user.consent.disabled.check,token_match_high,1.00,Jaccard=1.00
azure_entra_id_user_consent_settings_verified_publishers,azure.entra.id.user.consent.settings.verified.publishers,token_match_high,1.00,Jaccard=1.00
azure_entra_no_admin_policy,azure.entra.id.policy.restrict.non.admin.tenant.creation,ai_verified,medium,"The check name 'azure_entra_no_admin_policy' suggests a policy restricting administrative actions, which aligns with the candidate rule that restricts non-admin tenant creation in Azure Entra ID."
azure_entra_no_guest_accounts_with_permissions,azure.entra.user.no_guest_accounts_with_permissions,token_match_high,0.83,Jaccard=0.83
azure_entra_no_root_access_key,azure.storage.account.disable.shared.key.access.check;azure.storage.account.shared.key.access.disabled.check,deep_review_medium,medium,"The check name refers to preventing root access keys, which aligns with disabling shared key access for storage accounts, though the phrasing differs slightly."
azure_entra_non_privileged_user_has_mfa,azure.entra.user.with_vm_access_has_mfa:az.active_directory_user.identity_access_security_user_mfa_required,ai_verified,medium,"This rule focuses on MFA for users with VM access, which aligns with the check's intent of ensuring non-privileged users have MFA, though it may be more specific to VM access scenarios."
azure_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa,azure.entra.user.with_vm_access_has_mfa:az.active_directory_user.identity_access_security_user_mfa_required,ai_verified,medium,"This rule specifically targets MFA for users with VM access, aligning with the check's focus on non-privileged and privileged user MFA requirements in Azure Entra."
azure_entra_password_policy_compliance,azure.aad.directory_tenant.access_tenant_password_policy_compliant,deep_review_high,high,"This rule directly addresses password policy compliance for the Azure AD tenant, which matches the control described in the compliance check name."
azure_entra_policy_default_users_cannot_create_security_groups,azure.iam.entra_audit.group_create,ai_verified,medium,"This rule specifically audits group creation in Azure Entra ID, which aligns with the check's focus on preventing default users from creating security groups."
azure_entra_policy_ensure_default_user_cannot_create_apps,azure.entra.id.user.app.registration.disabled,deep_review_medium,medium,"The check name is about preventing default users from creating apps, and the candidate rule is about disabling user app registration, which is the same concept of restricting app creation by users."
azure_entra_policy_ensure_default_user_cannot_create_tenants,,ai_rejected,none,"The check name targets preventing default users from creating tenants, but all candidate rules focus on user/group creation, authentication policies, or guest accounts, not tenant creation control."
azure_entra_policy_guest_invite_only_for_admin_roles,azure.entra.id.guest.invite.restrictions.check,ai_verified,high,Both the check name and the rule focus on restricting guest invitations to administrative roles in Azure Entra ID.
azure_entra_policy_guest_users_access_restrictions,azure.entra.id.guest.invite.restrictions.check;azure.ad.guest.user.access.restriction.check,ai_verified,high,"Both rules directly address guest user access restrictions in Azure Entra ID (formerly Azure AD), matching the service, action, and target resource of the compliance check."
azure_entra_policy_restricts_user_consent_for_apps,azure.entra.id.user.consent.disabled.check,ai_verified,high,Both the check name and the rule focus on restricting user consent for applications in Azure Entra ID.
azure_entra_policy_user_consent_for_verified_apps,azure.entra.id.user.consent.settings.verified.publishers,ai_verified,high,Both the check name and the rule focus on user consent settings for verified apps/publishers in Azure Entra ID.
azure_entra_policy_user_consent_for_verified_apps storage_blob_public_access_level_is_disabled storage_ensure_azure_services_are_trusted_to_access_is_enabled,azure.entra.id.user.consent.disabled.check;azure.storage.account.blob.anonymous.access.disabled,ai_verified,medium,"The check name includes three distinct security checks, and only two candidate rules clearly match the service and action for user consent and blob public access, while the third check lacks a direct "
azure_entra_privileged_user_has_mfa,azure.entra.id.mfa.enabled.for.privileged.vm.access,ai_verified,medium,"This rule specifically targets MFA for privileged VM access, aligning closely with the check's focus on privileged users and MFA, though it narrows to VM access rather than all privileged users."
azure_entra_root_hardware_mfa_enabled,azure.entra.id.mfa.enabled.for.privileged.vm.access,ai_verified,medium,"The check name focuses on root hardware MFA for privileged access in Azure Entra, which aligns closely with the candidate rule targeting MFA for privileged VM access in the same service."
azure_entra_root_mfa_enabled,azure.entra.id.mfa.enabled.for.privileged.vm.access,ai_verified,medium,"The check name focuses on Entra (Azure AD) root MFA, which aligns with this rule's service (Entra ID) and its focus on MFA for privileged access, though the target specificity differs slightly."
azure_entra_security_defaults_enabled,,ai_rejected,none,"The check name refers to Azure Entra (formerly Azure AD) security defaults, while all candidate rules are for Azure Security Center or Microsoft Defender for Cloud services, targeting different securi"
azure_entra_trusted_named_locations_exists,azure.entra.policy.trusted_named_locations_exists,token_match_high,0.86,Jaccard=0.86
azure_entra_user_group_membership,azure.iam.entra_audit.group_member_add,deep_review_high,high,"The check name 'azure_entra_user_group_membership' directly relates to monitoring changes in group memberships, which is exactly what the candidate rule 'azure.iam.entra_audit.group_member_add' does by auditing user additions to groups."
azure_entra_user_in_group,azure.iam.entra_audit.group_member_add,deep_review_high,high,"The check name 'azure_entra_user_in_group' directly corresponds to monitoring user additions to groups, which is exactly what the candidate rule 'azure.iam.entra_audit.group_member_add' audits."
azure_entra_user_mfa_enabled,azure.aad.user.access_user_mfa_required,ai_verified,medium,"This rule directly checks if user MFA is required, which aligns with the check name's focus on MFA being enabled for Azure Entra users."
azure_entra_user_no_inline_policies,azure.aad.user.access_user_no_inline_policies_attached,ai_verified,high,"Both the check name and rule target inline policies attached directly to Azure AD/Entra ID users, which is the same security violation."
azure_entra_user_unused_credentials,,ai_rejected,none,"The check name targets unused credentials, but none of the candidate rules address credential usage or inactivity."
azure_entra_user_with_vm_access_has_mfa,azure.entra.user.with_vm_access_has_mfa:az.active_directory_user.identity_access_security_user_mfa_required,ai_verified,high,This rule ID directly matches the check name in both service (Azure Entra) and requirement (MFA for VM access).
azure_entra_users_cannot_create_microsoft_365_groups,azure.iam.entra_audit.group_create,ai_verified,medium,"The check name targets user restrictions on creating Microsoft 365 groups, which aligns with the rule's focus on auditing group creation events in Microsoft Entra ID."
azure_entrad_device_mfa_check,azure.entrad.device.mfa.check,token_match_high,1.00,Jaccard=1.00
azure_entrad_global_admin_role_check,azure.entrad.global.admin.role.check,token_match_high,1.00,Jaccard=1.00
azure_entrad_group_membership_management_check,azure.aad.group.access_group_membership_review_enabled_where_supported,ai_verified,medium,"The check name refers to Azure AD group membership management, which aligns with the candidate rule focusing on group membership reviews in Azure AD."
azure_entrad_password_policy_custom_banned_list_enforced,azure.entrad.password.policy.custom.banned.list.enforced,token_match_high,1.00,Jaccard=1.00
azure_files_encryption_at_rest_enabled,azure.storage.account.encryption.at.rest.with.cmk,deep_review_high,high,"Azure Files is a service within Azure Storage, and this rule directly addresses encryption at rest for storage accounts, which includes Azure Files."
azure_files_have_backup_enabled,azure.backup.policy.configured,ai_verified,medium,"The check name specifically targets Azure Files backup configuration, which aligns with the general backup policy configuration rule, though it's not explicitly limited to Files."
azure_fsx_backup_enabled,azure.backup.policy.configured,ai_verified,medium,"The check name 'azure_fsx_backup_enabled' appears to target Azure File Sync (FSx) backup configuration, which aligns with the service and backup action of 'azure.backup.policy.configured', though the "
azure_function_app_cors_no_wildcard_origins,azure.function.app.cors.no.wildcard.origins,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_access_restrictions_disabled,azure.function.app.deployment.slot.access.restrictions.disabled,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_cors_restriction,azure.function.app.deployment.slot.cors.restriction,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_http_version_check,azure.function.app.deployment.slot.http.version.check,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_python_version_check,azure.function.app.deployment.slot.python.version.check,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_remote_debugging_disabled,azure.function.app.deployment.slot.remote.debugging.disabled,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_vnet_route_all_enabled,azure.function.app.deployment.slot.vnet.route.all.enabled,token_match_high,1.00,Jaccard=1.00
azure_function_app_deployment_slot_vnet_routing_config_check,azure.function.app.deployment.slot.vnet.routing.config.check,token_match_high,1.00,Jaccard=1.00
azure_function_app_e2e_tls_enabled,azure.function.app.e2e.tls.enabled,token_match_high,1.00,Jaccard=1.00
azure_function_app_function_restrict_public_access,azure.function.app.function_restrict_public_access,token_match_high,1.00,Jaccard=1.00
azure_function_app_function_url_authentication,azure.function.app.function_url_authentication,token_match_high,1.00,Jaccard=1.00
azure_function_app_http_version_2_0_check,azure.function.app.http.version.2.0.check,token_match_high,1.00,Jaccard=1.00
azure_function_app_managed_identity_configured,azure.function.app.managed.identity.configured,token_match_high,1.00,Jaccard=1.00
azure_function_app_minimum_tls_version,azure.function.app.minimum.tls.version,token_match_high,1.00,Jaccard=1.00
azure_function_app_remote_debugging_check,azure.function.app.remote.debugging.check,token_match_high,1.00,Jaccard=1.00
azure_function_app_vnet_integration_check,azure.function.app.vnet.integration.check,token_match_high,1.00,Jaccard=1.00
azure_function_app_vnet_integration_routing_enabled,azure.function.app.vnet.integration.routing.enabled,token_match_high,1.00,Jaccard=1.00
azure_functionapp_authentication_enabled,azure.functionapp.authentication.enabled,token_match_high,1.00,Jaccard=1.00
azure_functionapp_basic_auth_publishing_disabled,azure.functionapp.basic.auth.publishing.disabled,token_match_high,1.00,Jaccard=1.00
azure_functionapp_client_cert_required_check,azure.functionapp.client.cert.required.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_deployment_slot_identity_check,azure.functionapp.deployment.slot.identity.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_deployment_slot_java_version_check,azure.functionapp.deployment.slot.java.version.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_deployment_slot_minimum_tls_version_check,azure.functionapp.deployment.slot.minimum.tls.version.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_deployment_slot_vnet_integration_check,azure.functionapp.deployment.slot.vnet.integration.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_deployment_slots_basic_auth_disabled,azure.functionapp.deployment.slots.basic.auth.disabled,token_match_high,1.00,Jaccard=1.00
azure_functionapp_ftps_state_compliance_check,azure.functionapp.ftps.state.compliance.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_https_only_check,azure.functionapp.https.only.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_incoming_client_certificates_required,azure.functionapp.incoming.client.certificates.required,token_match_high,1.00,Jaccard=1.00
azure_functionapp_java_supported_version_check,azure.functionapp.java.supported.version.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_python_version_check,azure.functionapp.python.version.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_tls_encryption_in_transit_check,azure.functionapp.tls.encryption.in.transit.check,token_match_high,1.00,Jaccard=1.00
azure_functionapp_vnet_routing_enabled_check,azure.functionapp.vnet.routing.enabled.check,token_match_high,1.00,Jaccard=1.00
azure_functions_function_not_publicly_accessible,azure.function.app.function_url_authentication,deep_review_medium,medium,"The check name focuses on preventing public access to Azure Functions, which aligns with enforcing authentication on function URLs to restrict unauthorized access."
azure_functions_function_url_public,azure.functions.app.url_public,token_match_high,0.67,Jaccard=0.67
azure_graph_api_365_group_creation_restriction_check,azure.graph.api.365.group.creation.restriction.check,token_match_high,1.00,Jaccard=1.00
azure_hdinsight_cluster_master_nodes_no_public_ip,azure.hdinsight.cluster.master_nodes_no_public_ip,token_match_high,1.00,Jaccard=1.00
azure_iam_custom_role_has_permissions_to_administer_resource_locks,azure.iam.role.has_permissions_to_administer_resource_locks,token_match_high,0.88,Jaccard=0.88
azure_iam_role_assignment_privileged_review,azure.iam.role.assignment.privileged.review,token_match_high,1.00,Jaccard=1.00
azure_iam_user_access_admin_check,azure.iam.user.access.admin.check,token_match_high,1.00,Jaccard=1.00
azure_intune_diagnostic_settings_log_analytics_check,azure.intune.diagnostic.settings.log.analytics.check,token_match_high,1.00,Jaccard=1.00
azure_iot_hub_defender_for_iot_status_check,azure.iot.hub.defender.for.iot.status.check,token_match_high,1.00,Jaccard=1.00
azure_key_vault_cmk_rotation_enabled,azure.keyvault.key.cmk_rotation_enabled,token_match_high,0.67,Jaccard=0.67
azure_key_vault_key_lifecycle_policy,azure.key.key.lifecycle_policy,token_match_high,0.80,Jaccard=0.80
azure_key_vault_kms_key_expiration_set,azure.key.key.expiration_set,token_match_high,0.67,Jaccard=0.67
azure_key_vault_kms_key_rotation_enabled,azure.key.vault.secrets_kms_rotation_enabled,token_match_high,0.83,Jaccard=0.83
azure_keyvault_certificate_max_12_months_validity_check,azure.keyvault.certificate.max.12.months.validity.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_defender_pricing_tier_check,azure.keyvault.defender.pricing.tier.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_diagnostic_logging_check,azure.keyvault.diagnostic.logging.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_key_expiration_check,azure.keyvault.key.expiration.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_key_not_scheduled_for_deletion,azure.keyvault.key.not_scheduled_for_deletion,token_match_high,1.00,Jaccard=1.00
azure_keyvault_key_rotation_enabled,azure.keyvault.key.rotation_enabled,token_match_high,1.00,Jaccard=1.00
azure_keyvault_key_rotation_policy_enabled,azure.keyvault.key.rotation.policy.enabled,token_match_high,1.00,Jaccard=1.00
azure_keyvault_keys_check_expiration,azure.keyvault.keys.check.expiration,token_match_high,1.00,Jaccard=1.00
azure_keyvault_logging_enabled,azure.keyvault.diagnostic.logging.check,token_match_high,0.75,Jaccard=0.75
azure_keyvault_managedhsm_compliance_check,azure.keyvault.managedhsm.compliance.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_non_rbac_secret_expiration_check,azure.keyvault.non.rbac.secret.expiration.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_private_endpoint_association_check,azure.keyvault.private.endpoint.association.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_private_endpoints,azure.keyvault.vault.private_endpoints_enabled,token_match_high,0.80,Jaccard=0.80
azure_keyvault_public_network_access_disabled,azure.keyvault.public.network.access.disabled,token_match_high,1.00,Jaccard=1.00
azure_keyvault_rbac_authorization_enabled,azure.keyvault.rbac.authorization.enabled,token_match_high,1.00,Jaccard=1.00
azure_keyvault_rbac_secrets_expiration_check,azure.keyvault.rbac.secrets.expiration.check,token_match_high,1.00,Jaccard=1.00
azure_keyvault_secret_rotation_enabled,azure.keyvault.secret.rotation_enabled,token_match_high,1.00,Jaccard=1.00
azure_keyvault_vaults_purge_protection_status,azure.keyvault.vaults.purge.protection.status,token_match_high,1.00,Jaccard=1.00
azure_load_balancer_alb_https_redirect,,ai_rejected,none,"The check name specifies HTTPS redirect for an Azure Load Balancer, but none of the candidate rules address redirect configuration or enforce HTTP to HTTPS redirection."
azure_load_balancer_deletion_protection,azure.loadbalancer.deletion.protection,ai_verified,high,"The rule ID directly matches the service (Azure Load Balancer), action (deletion protection), and target resource, ensuring it detects the same security violation."
azure_load_balancer_desync_mitigation_mode,,ai_rejected,none,"None of the candidate rules address desync mitigation mode for Azure load balancers, which is a specific network security configuration."
azure_load_balancer_health_probe_configured,azure.load.balancer_health_probe_configured:az.azure_network_load_balancer.network_security_lb_listener_tls_min_1_2,ai_verified,high,"This rule directly matches the service (Azure Load Balancer), action (health probe configuration), and target resource, ensuring it detects the same security violation."
azure_load_balancer_insecure_ssl_ciphers,azure.network.load_balancer.lb_listener_tls_min_1_2,ai_verified,medium,"Both checks focus on enforcing secure TLS/SSL configurations for Azure Load Balancer listeners, though the catalog rule specifies a minimum TLS version while the check name targets insecure ciphers."
azure_load_balancer_logging_enabled,azure.network.load_balancer.lb_access_logs_enabled,ai_verified,high,"This rule directly targets Azure Load Balancer access logging, matching the service, action, and resource type of the check name."
azure_load_balancer_ssl_listeners,azure.network.load_balancer.lb_listener_tls_min_1_2,ai_verified,medium,"The check name focuses on SSL/TLS listeners for Azure Load Balancer, which directly aligns with the rule enforcing a minimum TLS version of 1.2 for load balancer listeners."
azure_load_balancer_waf_acl_attached,azure.loadbalancer.v2.waf.acl.attached,ai_verified,high,"This rule directly matches the service (Azure Load Balancer), action (WAF ACL attachment), and target resource (load balancer) specified in the check name."
azure_log_cloudwatch_logs_enabled,azure.monitor.log.enabled,ai_verified,medium,"The check name focuses on enabling logs in Azure (likely for CloudWatch-like centralized logging), which aligns with the service and action of 'azure.monitor.log.enabled' for monitoring and logging en"
azure_log_enabled,azure.monitor.log.enabled,token_match_high,0.67,Jaccard=0.67
azure_log_log_file_validation_enabled,azure.monitor.log.file_validation_enabled,token_match_high,0.80,Jaccard=0.80
azure_log_multi_region_enabled,azure.monitor.log.multi_region_enabled,token_match_high,0.80,Jaccard=0.80
azure_machine_learning_notebook_instance_encryption_enabled,azure.machine.learning_compute_instance.learning_notebook_encrypted,token_match_high,0.62,Jaccard=0.62
azure_machine_learning_notebook_instance_without_direct_internet_access_configured,azure.machine.learning_compute_instance.learning_notebook_no_public_access,ai_verified,high,Both the check name and the rule focus on preventing public internet access to Azure Machine Learning notebook instances.
azure_managed_lustre_filesystem_customer_managed_key_enabled,azure.aad.lustre.filesystem_customer_managed_key_enabled,token_match_high,0.86,Jaccard=0.86
azure_mariadb_geo_redundant_backup,azure.mariadb.server.geo_redundant_backup,token_match_high,0.83,Jaccard=0.83
azure_monitor_activity_log_alert_create_or_update_public_ip_address,azure.monitor.activity.log.alert.create.or.update.public.ip.address,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_delete_nsg_exists,azure.monitor.activity.log.alert.delete.nsg.exists,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_delete_policy_assignment_exists,azure.monitor.activity.log.alert.delete.policy.assignment.exists,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_exists_delete_security_solution,azure.monitor.activity.log.alert.exists.delete.security.solution,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_nsg_operation_condition_check,azure.monitor.activity.log.alert.nsg.operation.condition.check,token_match_high,1.00,Jaccard=1.00
