check_name,category,matched_rule_ids,confidence,reasoning
ibm_codebuild_project_source_repo_url_check,deep_review,,none,"The check name is about AWS CodeBuild project source repository URL, but all candidates are IBM-specific services with no equivalent source repository control."
ibm_codebuild_project_user_controlled_buildspec,deep_review,,none,"The compliance check is about AWS CodeBuild projects with user-controlled build specifications, but all candidates are IBM-specific services unrelated to build security or infrastructure-as-code controls."
ibm_codebuild_report_group_export_encrypted,deep_review,,none,"The compliance check is about CodeBuild report group export encryption, but all candidates cover unrelated services like databases, IAM, VPC, and container registry with no mention of CodeBuild or report encryption."
ibm_compute_instance_block_project_wide_ssh_keys_disabled,deep_review,,none,"The compliance check is about disabling project-wide SSH keys for compute instances, but none of the candidates address SSH key management or compute instance access controls."
ibm_compute_instance_confidential_computing_enabled,deep_review,,none,"None of the candidates address confidential computing for compute instances, which is a specific hardware-based encryption feature, while the listed rules cover unrelated controls like secure boot, encryption, or network settings."
ibm_compute_instance_default_service_account_in_use_with_full_api_access,deep_review,,none,"The compliance check is about compute instances using a default service account with full API access, but none of the candidates address service account usage or API access permissions for compute instances."
ibm_compute_instance_encryption_with_csek_enabled,deep_review,ibm.vpc.volume.encryption_enabled,medium,"Both controls enforce encryption at rest for compute resources, but the check name specifies instance encryption with CSEK while the catalog rule is for volume encryption, which is a related but broader implementation."
ibm_compute_instance_ip_forwarding_is_enabled,deep_review,,none,"None of the candidates address IP forwarding on compute instances, which is a specific network security control for VPC instances."
ibm_compute_instance_serial_ports_in_use,deep_review,,none,"The compliance check name refers to compute instance serial ports, but none of the candidate rules address serial port usage or related compute instance console/access controls."
ibm_compute_network_dns_logging_enabled,deep_review,ibm.dns.zone.private_zone_only,low,"The check name mentions DNS logging, but the closest candidate only addresses private DNS zones, which is related to DNS security but not specifically about logging."
ibm_compute_network_not_legacy,deep_review,,none,"The check name 'ibm_compute_network_not_legacy' suggests a control against using legacy network infrastructure, but none of the candidates address legacy networks or compute resources directly."
ibm_compute_project_os_login_enabled,deep_review,,none,"The check name is about OS login for compute projects, but none of the candidates address compute OS login or similar access controls."
ibm_config_recorder_all_regions_enabled,deep_review,,none,"The check name is about enabling IBM Config Recorder across all regions, but none of the candidates address configuration recording or multi-region coverage."
ibm_container_registry_image_scan_on_push_enabled,deep_review,ibm.container_registry.image.no_critical_vulnerabilities,medium,"The check name focuses on enabling image scanning on push, which is a prerequisite for detecting vulnerabilities, making it conceptually aligned with the candidate rule that checks for no critical vulnerabilities."
ibm_container_registry_repository_encryption_enabled,deep_review,ibm.vpc.image.encryption_enabled;ibm.vpc.volume.encryption_enabled;ibm.databases.deployment.encryption_at_rest_enabled,medium,"The check name focuses on repository encryption, which is conceptually similar to encryption at rest for other IBM services, though not specific to container registry."
ibm_cos_bucket_cross_region_replication,deep_review,ibm.object_storage.bucket.versioning_enabled,medium,"Cross-region replication typically requires versioning to be enabled to function correctly, making versioning a foundational control for replication setups."
ibm_cos_bucket_default_encryption,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,high,"The check name directly refers to bucket default encryption, which is the same control as enabling encryption at rest for an Object Storage bucket."
ibm_cos_bucket_default_kms_encryption,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,high,"Both the compliance check and the catalog rule directly address enabling encryption at rest for IBM Cloud Object Storage buckets, which is the core security control for default KMS encryption."
ibm_cos_bucket_encryption_byok_check,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,medium,"Both controls address bucket encryption, but the check name specifies BYOK while the catalog rule is about general encryption at rest."
ibm_cos_bucket_encryption_enabled,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,high,"The compliance check name directly refers to bucket encryption, which matches the candidate rule's focus on enabling encryption at rest for object storage buckets."
ibm_cos_bucket_encryption_with_customer_managed_keys,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,high,"The check name directly specifies bucket encryption with customer-managed keys, which is the same control as ensuring encryption at rest is enabled for object storage buckets."
ibm_cos_bucket_firewall_ip_restriction_check,deep_review,ibm.object_storage.bucket.no_public_access,medium,"Both controls aim to restrict unauthorized external access to COS buckets, though the check name specifies IP-based firewall restrictions while the catalog rule focuses on preventing public access more broadly."
ibm_cos_bucket_kms_encryption,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,high,"The compliance check name 'ibm_cos_bucket_kms_encryption' directly corresponds to enabling encryption at rest for IBM Cloud Object Storage buckets, which is exactly what the candidate rule enforces."
ibm_cos_bucket_lifecycle_enabled,deep_review,ibm.object_storage.bucket.retention_policy_configured,medium,"Lifecycle policies and retention policies both manage object lifecycle and data retention, though they are distinct IBM COS features."
ibm_cos_bucket_logging_enabled,deep_review,,none,"The compliance check is about enabling bucket logging, but all candidates are either about bucket configuration changes, deletions, or unrelated logging services, not about enforcing logging itself."
ibm_cos_bucket_replication_enabled,deep_review,ibm.object_storage.bucket.versioning_enabled,low,"The check name is about bucket replication, which is a data durability and availability feature, while the closest candidate is about versioning, which is a related but distinct data protection mechanism."
ibm_cos_bucket_secure_transport_policy,deep_review,,none,"The check name is about enforcing secure transport (TLS) for COS buckets, but all candidates are about policy changes, configuration changes, or unrelated controls, not about requiring encrypted data in transit."
ibm_cos_bucket_server_access_logging_enabled,deep_review,,none,"The check name is about enabling server access logging for COS buckets, but none of the candidates address logging configuration or access logging specifically."
ibm_cosmosdb_account_firewall_use_selected_networks,deep_review,,none,"The check name is about CosmosDB firewall network restrictions, but all candidates are about IAM, DNS, or general account settings, with no match for database-specific network controls."
ibm_database_auto_minor_version_upgrade,deep_review,,none,"The check name is about automatic minor version upgrades for IBM databases, but none of the candidates address database version management or automated updates."
ibm_database_backup_enabled,deep_review,ibm.databases.backup.pitr_enabled,medium,"Both controls focus on ensuring database backups are enabled, though the candidate specifies point-in-time recovery (PITR) as a backup method."
ibm_database_cluster_copy_tags_to_snapshots,deep_review,,none,"The compliance check is about copying database cluster tags to snapshots, but none of the candidates address tag propagation or snapshot tagging controls."
ibm_database_cluster_multi_az,deep_review,,none,"The check name is about database cluster multi-AZ deployment, but all candidates are for containers, Kubernetes, or unrelated database backup features, with no match for multi-AZ or high availability in databases."
ibm_database_cluster_storage_encrypted,deep_review,ibm.databases.backup.encrypted,medium,"Both controls involve encryption for IBM database services, though the check name specifies cluster storage encryption while the candidate focuses on backup encryption, which is a related but distinct aspect of data protection."
ibm_database_instance_backup_enabled,deep_review,ibm.databases.backup.encrypted;ibm.databases.backup.pitr_enabled,medium,"Both candidates address database backup controls, with one focusing on encryption and the other on point-in-time recovery, which together cover the broader concept of backup enablement."
ibm_database_instance_enhanced_monitoring_enabled,deep_review,,none,"None of the candidates address database instance enhanced monitoring, which is a specific logging or auditing control for databases, while the listed rules cover unrelated topics like secure boot, deletion events, private endpoints, encryption, and V"
ibm_database_instance_iam_authentication_enabled,deep_review,,none,"The check name is about IAM authentication for database instances, but none of the candidates address database IAM authentication; they cover unrelated topics like MFA, secure boot, policy changes, or other services."
ibm_database_instance_multi_az,deep_review,,none,"None of the candidates address database instance multi-AZ deployment, which is a high-availability control distinct from the listed security and deletion rules."
ibm_database_instance_no_public_access,deep_review,,none,"No candidate directly addresses public access restrictions for IBM Cloud database instances, which is the specific control described by the compliance check name."
ibm_database_instance_storage_encrypted,deep_review,ibm.databases.backup.encrypted,medium,"Both controls focus on encryption for IBM database services, though the check name specifies instance storage while the candidate specifies backup encryption, which are related but distinct aspects of data protection."
ibm_database_instance_transport_encrypted,deep_review,ibm.databases.backup.encrypted,medium,"Both controls address encryption for IBM database services, though one specifies transport encryption while the other focuses on backup encryption."
ibm_database_multi_az_enabled,deep_review,,none,"None of the candidates address multi-AZ (high availability) database deployment, which is the core control of the compliance check."
ibm_database_snapshots_public_access,deep_review,ibm.cos.activity.bucket_created_public,medium,"Both controls focus on preventing public access to cloud resources, with the check name targeting database snapshots and the candidate targeting object storage buckets, representing the same security concept of blocking public exposure."
ibm_database_storage_encrypted,deep_review,ibm.databases.backup.encrypted,medium,"Both controls address encryption for database-related storage, though the check name focuses on general database storage encryption while the candidate specifically covers backup encryption."
ibm_databases_cluster_default_admin,deep_review,ibm.db.activity.db_admin_activity,high,"Both the check name and the candidate rule focus on monitoring or controlling database admin activity, which is the same security control."
ibm_databases_cluster_minor_version_upgrade_enabled,deep_review,,none,"The check name is about enabling minor version upgrades for IBM Databases clusters, but none of the candidates address database version upgrades or maintenance policies."
ibm_databases_instance_default_admin,deep_review,ibm.db.activity.db_admin_activity,high,"The compliance check name 'ibm_databases_instance_default_admin' clearly refers to database admin/administrator controls, which directly matches the privileged admin activity monitoring rule."
ibm_databases_instance_deletion_protection,deep_review,ibm.db.activity.instance_deleted,medium,"The check name focuses on deletion protection, while the candidate rule monitors deletion events, both addressing the same core concept of preventing or detecting instance deletion."
ibm_databases_instance_enhanced_monitoring_enabled,deep_review,,none,"None of the candidates address enhanced monitoring for IBM Cloud Databases, which is a distinct control from backups, encryption, high availability, or network settings."
ibm_databases_instance_no_public_access,deep_review,ibm.databases.deployment.private_endpoint_only,high,"Both controls enforce that database instances should not have public access, with 'private_endpoint_only' specifically requiring database deployments to use private endpoints instead of public endpoints."
ibm_databases_instance_protected_by_backup_plan,deep_review,,none,"The check name is about backup plan protection, but none of the candidates address backup planning or scheduling, only backup encryption and point-in-time recovery."
ibm_databases_instance_storage_encrypted,deep_review,,none,"The check name is about database instance storage encryption, but none of the candidates directly address storage encryption for the primary database instance; the closest candidate is about backup encryption, which is a related but different control"
ibm_databases_redis_cluster_backup_enabled,deep_review,,none,"The check name is about Redis cluster backup being enabled, but none of the candidates specifically address backup enablement for Redis or databases in general."
ibm_databases_service_domains_access_control_enabled,deep_review,ibm.databases.deployment.ip_allowlist_configured,medium,"Both controls focus on restricting network access to databases, though the check name emphasizes access control via domains while the candidate uses IP allowlists."
ibm_databases_service_domains_audit_logging_enabled,deep_review,,none,"None of the candidates address audit logging for IBM Databases service domains specifically, with most focusing on different database features or unrelated services."
ibm_databases_service_domains_https_communications_enforced,deep_review,ibm.databases.deployment.tls_12_minimum,medium,"Both the check name and the candidate focus on enforcing secure HTTPS/TLS communications for database services, though the check name specifies 'HTTPS communications enforced' while the candidate specifies 'TLS 1.2 minimum'."
ibm_databases_service_domains_node_to_node_encryption_enabled,deep_review,,none,"The check name specifies node-to-node encryption, which is a distinct control for encrypting data in transit between database nodes, and none of the candidates address this specific encryption type."
ibm_databases_service_domains_not_publicly_accessible,deep_review,ibm.databases.deployment.private_endpoint_only,medium,"Both controls address restricting database access to private networks rather than public accessibility, though the check name focuses on service domains while the rule focuses on private endpoints."
ibm_databases_snapshots_public_access,deep_review,ibm.databases.deployment.ip_allowlist_configured,medium,"Both controls aim to restrict public access to database resources, with the check focusing on snapshots and the candidate on deployment-level IP allowlisting."
ibm_dataproc_encrypted_with_cmks_disabled,deep_review,ibm.vpc.instance.boot_volume_encrypted,medium,"Both controls focus on encryption using customer-managed keys (CMKs), though one is for DataProc and the other for VPC instance boot volumes."
ibm_datasync_task_logging_enabled,deep_review,,none,"The check name is about DataSync task logging, but none of the candidates address DataSync or similar data transfer service logging."
ibm_db2_warehouse_cluster_automated_snapshot,deep_review,ibm.block_storage.volume.snapshot_enabled,medium,"Both the check name and candidate focus on enabling automated snapshots, though one is specific to Db2 Warehouse clusters and the other to block storage volumes."
ibm_db2_warehouse_cluster_automatic_upgrades,deep_review,ibm.containers.cluster.latest_kubernetes_version,medium,"Both controls address keeping cluster software up-to-date, though one is specifically about automatic upgrades for DB2 Warehouse while the other is about maintaining the latest Kubernetes version for container clusters."
ibm_db2_warehouse_cluster_encrypted,deep_review,ibm.databases.backup.encrypted,medium,"Both controls address encryption for IBM database services, though the check name specifies Db2 Warehouse cluster encryption while the candidate rule is about database backup encryption."
ibm_db2_warehouse_cluster_maintenance_settings,deep_review,ibm.iks.activity.cluster_config_update,medium,"The check name refers to DB2 Warehouse cluster maintenance settings, which aligns with cluster configuration updates in IBM IKS, though the specific service differs."
ibm_defender_additional_email_configured_with_a_security_contact,deep_review,,none,"The compliance check is about configuring additional email addresses for security contacts in IBM Defender, which is unrelated to any of the listed VPC, certificate, container, or database security rules."
ibm_defender_assessments_vm_endpoint_protection_installed,deep_review,,none,"The compliance check is about endpoint protection on VMs, but all candidates are about private endpoints, logging, backups, or certificates, which are unrelated security controls."
ibm_defender_auto_provisioning_log_analytics_agent_vms_on,deep_review,,none,"The check name is about auto-provisioning a Log Analytics agent on VMs, but none of the candidates address VM agent provisioning or log collection from VMs."
ibm_defender_auto_provisioning_vulnerabilty_assessments_machines_on,deep_review,,none,"The check name is about auto-provisioning vulnerability assessments for machines, but none of the candidates address vulnerability scanning or auto-provisioning of security tools."
ibm_defender_container_images_scan_enabled,deep_review,ibm.container_registry.image.no_critical_vulnerabilities,medium,"Both the check name and the candidate focus on container image security scanning, though the check emphasizes enabling scans while the candidate targets critical vulnerability detection."
ibm_defender_ensure_defender_for_app_services_is_on,deep_review,,none,"The compliance check is about enabling IBM Cloud Defender for App Services, but none of the candidates address cloud security monitoring or threat detection for app services."
ibm_defender_ensure_defender_for_arm_is_on,deep_review,,none,"The check name is about enabling IBM Defender for ARM, but none of the provided candidates relate to security monitoring, threat detection, or Defender services."
ibm_defender_ensure_defender_for_containers_is_on,deep_review,,none,"The check name is about enabling a security defender for containers, but none of the candidates address container security monitoring or defender services."
ibm_defender_ensure_defender_for_cosmosdb_is_on,deep_review,,none,"The check name is about enabling Microsoft Defender for Cosmos DB, but none of the IBM catalog candidates relate to security monitoring or threat detection for databases."
ibm_defender_ensure_defender_for_databases_is_on,deep_review,,none,"The check name is about enabling a security monitoring service (Defender for Databases), but all candidates focus on backup, encryption, networking, or logging features, not threat detection or monitoring controls."
ibm_defender_ensure_defender_for_dns_is_on,deep_review,,none,"The compliance check is about enabling IBM Cloud Defender for DNS, but none of the listed catalog rules address DNS threat monitoring or Defender service activation."
ibm_defender_ensure_defender_for_ibm_sql_databases_is_on,deep_review,,none,"The check name is about enabling IBM Defender for SQL databases, but none of the candidates address threat detection or security monitoring services."
ibm_defender_ensure_defender_for_keyvault_is_on,deep_review,,none,"The check name is about enabling Microsoft Defender for Key Vault, but all candidates are IBM-specific services unrelated to Azure Defender or Key Vault protection."
ibm_defender_ensure_defender_for_os_relational_databases_is_on,deep_review,,none,"The check name is about enabling IBM Defender for OS/relational databases, but all candidates are general database configuration rules unrelated to threat detection or security monitoring."
ibm_defender_ensure_defender_for_server_is_on,deep_review,,none,"The check name is about enabling IBM Defender for Servers, but none of the candidates relate to server security monitoring or threat detection."
ibm_defender_ensure_defender_for_sql_servers_is_on,deep_review,,none,None of the candidates relate to enabling a security defender or monitoring service for SQL servers.
ibm_defender_ensure_defender_for_storage_is_on,deep_review,,none,"The check name is about enabling IBM Defender for Storage, which is a threat detection service, but none of the candidates relate to security monitoring or threat detection for storage."
ibm_defender_ensure_iot_hub_defender_is_on,deep_review,,none,"The check name is about enabling IoT Hub Defender, but none of the candidates relate to IoT security or Defender features."
ibm_defender_ensure_mcas_is_enabled,deep_review,,none,"The check name refers to enabling Microsoft Cloud App Security (MCAS), which is a Microsoft-specific cloud security service, and none of the provided IBM catalog candidates address that service or a directly equivalent IBM cloud security control."
ibm_defender_ensure_notify_alerts_severity_is_high,deep_review,ibm.scc.audit.high_finding,high,Both the compliance check and catalog rule specifically address high-severity security alerts/notifications in IBM's security monitoring systems.
ibm_defender_ensure_notify_emails_to_owners,deep_review,,none,"The compliance check name 'ibm_defender_ensure_notify_emails_to_owners' relates to email notifications for security alerts, but none of the provided candidates address notification or alerting mechanisms."
ibm_defender_ensure_system_updates_are_applied,deep_review,,none,"None of the candidates address system updates or patch management, which is the core control of the compliance check."
ibm_defender_ensure_wdatp_is_enabled,deep_review,,none,"The check name refers to enabling a specific security service (WDATP, likely Windows Defender Advanced Threat Protection), but none of the candidates address endpoint protection or similar service enablement."
ibm_devops_project_no_secrets_in_variables,deep_review,ibm.schematics.workspace.no_sensitive_variables_in_state,medium,"Both controls aim to prevent secrets from being stored in plaintext within environment or state variables, though they target different IBM services (DevOps vs. Schematics)."
ibm_devops_project_source_repo_url_no_sensitive_credentials,deep_review,ibm.schematics.workspace.no_sensitive_variables_in_state,medium,"Both controls focus on preventing sensitive credentials from being exposed in configuration or source code, though they apply to different IBM services (DevOps vs. Schematics)."
ibm_directconnect_connection_redundancy,deep_review,,none,"The compliance check name 'ibm_directconnect_connection_redundancy' relates to network redundancy for Direct Connect connections, but none of the provided candidates address network redundancy, connectivity, or Direct Connect specifically."
ibm_directconnect_virtual_interface_redundancy,deep_review,,none,"The compliance check name is about Direct Connect virtual interface redundancy, but none of the candidates address network connectivity redundancy or failover."
ibm_directoryservice_directory_log_forwarding_enabled,deep_review,,none,"The compliance check is about enabling log forwarding for IBM Directory Service, but none of the candidates address directory service logging or log forwarding for that specific service."
ibm_directoryservice_supported_mfa_radius_enabled,deep_review,,none,"The check name specifically targets MFA for RADIUS in IBM Directory Service, but all candidates are about general IAM MFA, certificate expiration, or unrelated services, with no match for RADIUS or Directory Service controls."
ibm_dms_endpoint_redis_in_transit_encryption_enabled,deep_review,,none,"The check name is about Redis database in-transit encryption, but none of the candidates address in-transit encryption for databases or Redis specifically."
ibm_dms_instance_multi_az_enabled,deep_review,,none,"The compliance check is for IBM Direct Message Service (DMS) multi-zone availability, but none of the provided candidates address DMS or multi-AZ deployment controls."
ibm_dms_replication_task_source_logging_enabled,deep_review,,none,"The check name is about enabling logging for a DMS replication task source, but none of the candidates address DMS or replication task logging specifically."
ibm_dms_replication_task_target_logging_enabled,deep_review,,none,"The check name is about DMS replication task target logging, but none of the candidates address DMS or replication-specific logging controls."
ibm_dns_dnssec_disabled,deep_review,,none,"None of the candidates address DNSSEC configuration, which is a specific DNS security feature for data authentication."
ibm_dns_rsasha1_in_use_to_key_sign_in_dnssec,deep_review,ibm.certificate_manager.certificate.strong_key_algorithm,medium,"Both controls address the use of strong cryptographic algorithms, with the check focusing on deprecated SHA-1 in DNSSEC and the candidate on strong key algorithms in certificates."
ibm_dns_rsasha1_in_use_to_zone_sign_in_dnssec,deep_review,,none,"The check name is about DNSSEC using the deprecated RSA SHA-1 algorithm, but none of the candidates address DNSSEC or cryptographic algorithm enforcement."
ibm_documentdb_cluster_monitoring_log_export,deep_review,ibm.containers.cluster.logging_configured,medium,"Both controls focus on enabling logging/monitoring export for cloud resources, though one is for DocumentDB clusters and the other for container clusters."
ibm_documentdb_cluster_multi_az_enabled,deep_review,,none,"The check name is about IBM DocumentDB multi-AZ availability, but all candidates are for containers, Kubernetes, certificates, or database backups, none of which address DocumentDB high availability."
ibm_documentdb_cluster_storage_encrypted,deep_review,,none,"No candidate addresses storage encryption for DocumentDB clusters, with the closest match being a general database backup encryption rule that does not cover the same control."
ibm_ecs_task_definitions_logging_block_mode,deep_review,ibm.containers.cluster.logging_configured,medium,"Both the check name and the candidate focus on ensuring logging is configured for containerized workloads, though the specific services (ECS vs. IBM Containers) and terminology differ."
ibm_ecs_task_definitions_logging_enabled,deep_review,ibm.containers.cluster.logging_configured,medium,"Both controls focus on enabling logging for containerized workloads, though the check name specifies ECS task definitions while the candidate is for container clusters."
ibm_efs_backup_enabled,deep_review,,none,"The check name refers to IBM Elastic File System (EFS) backup, but all candidates are for databases, certificates, containers, DNS, keys, or other unrelated services, with no match for file storage backup."
ibm_efs_encryption_at_rest_enabled,deep_review,ibm.block_storage.volume.encryption_at_rest_enabled,medium,"Both controls enforce encryption at rest for storage services, though one targets EFS (file storage) and the other targets block storage volumes."
ibm_efs_have_backup_enabled,deep_review,,none,"The check name refers to IBM Elastic File System (EFS) backup, but all candidates are for databases, containers, certificates, or other unrelated services, with no match for file storage backup."
ibm_efs_multi_az_enabled,deep_review,,none,None of the candidates relate to ensuring a file system or storage service is deployed across multiple availability zones for high availability.
ibm_efs_not_publicly_accessible,deep_review,,none,"The check name refers to IBM Elastic File Storage (EFS) public accessibility, but none of the candidates address EFS or any similar file storage service."
ibm_eip_attached,deep_review,,none,"The check name 'ibm_eip_attached' suggests a control related to Elastic IP attachment, but none of the provided candidates address network or IP attachment controls."
ibm_elasticbeanstalk_environment_monitoring_logging_enabled,deep_review,ibm.containers.cluster.logging_configured,medium,"Both controls focus on ensuring logging is enabled for cloud services (Elastic Beanstalk vs. Containers), addressing the same security concept of monitoring through logging despite different service contexts."
ibm_event_notifications_topic_subscription_configured,deep_review,,none,"The check name is about IBM Event Notifications topic subscriptions, but all candidates are for unrelated services like Event Streams, databases, or DNS."
ibm_eventbridge_global_endpoint_event_replication_enabled,deep_review,,none,"The check name is about enabling event replication for a global endpoint in EventBridge, while all candidates focus on private endpoints, encryption, logging, or other unrelated controls."
ibm_fsx_backup_enabled,deep_review,,none,"The check name 'ibm_fsx_backup_enabled' refers to backup for IBM File Storage (FSx), but all candidates are for databases, certificates, containers, or other unrelated services, with no match for FSx backup."
ibm_fsx_file_system_copy_tags_to_backups_enabled,deep_review,,none,"The check name is about copying tags to backups for IBM FSx file systems, but none of the candidates address tag propagation or FSx backup tagging controls."
ibm_fsx_file_system_copy_tags_to_volumes_enabled,deep_review,,none,"The compliance check name is about FSx file system tag propagation to volumes, but none of the candidates address tagging, file systems, or volume configurations in IBM Cloud."
ibm_fsx_windows_file_system_multi_az_enabled,deep_review,,none,"The check name is about IBM FSx Windows file system multi-AZ availability, but none of the candidates address file systems, multi-AZ, or high availability."
ibm_functions_function_not_publicly_accessible,deep_review,,none,"The compliance check is about IBM Cloud Functions not being publicly accessible, but none of the candidates address serverless functions; they cover VPC images, container registries, certificates, clusters, databases, DNS, and keys, which are unrelat"
ibm_functions_function_url_public,deep_review,ibm.object_storage.bucket.no_public_access,medium,"Both controls focus on preventing public internet access to cloud resources, though one is for IBM Functions URLs and the other for Object Storage buckets."
ibm_glacier_vaults_policy_public_access,deep_review,ibm.object_storage.bucket.no_public_access,medium,"Both controls focus on preventing public access to storage resources, with the check name targeting IBM Glacier vaults and the candidate targeting object storage buckets."
ibm_glue_data_catalogs_connection_passwodatabase_encryption_enabled,deep_review,ibm.databases.deployment.encryption_at_rest_enabled,medium,"The check name refers to database connection password encryption, which is conceptually related to database encryption at rest, though not an exact match."
ibm_glue_data_catalogs_metadata_encryption_enabled,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,medium,"Both controls enforce encryption at rest for data storage services, though one is for Glue data catalogs and the other for Object Storage buckets."
ibm_glue_data_catalogs_not_publicly_accessible,deep_review,,none,"None of the candidates address public accessibility for IBM Glue data catalogs, focusing instead on unrelated services like VPC images, container registries, or COS buckets."
ibm_glue_development_endpoints_cos_encryption_enabled,deep_review,,none,"The check name is about IBM Glue development endpoints requiring COS encryption, but all candidates are about VPC, databases, Secrets Manager, or COS activity events, not a direct encryption control for Glue endpoints."
ibm_glue_development_endpoints_job_bookmark_encryption_enabled,deep_review,,none,"The check name is about AWS Glue job bookmark encryption, while all candidates are IBM-specific encryption controls for different services, with no match for Glue or equivalent data processing job encryption."
ibm_glue_development_endpoints_monitoring_logs_encryption_enabled,deep_review,ibm.object_storage.bucket.encryption_at_rest_enabled,medium,"Both controls enforce encryption at rest for data storage, though the check name specifies Glue development endpoints while the candidate is for object storage."
ibm_glue_etl_jobs_amazon_cos_encryption_enabled,deep_review,,none,"The check name is about encryption for AWS Glue ETL jobs, but all candidates are IBM-specific services (VPC, COS, Databases, Secrets Manager) with no match for ETL job encryption."
ibm_glue_etl_jobs_job_bookmark_encryption_enabled,deep_review,,none,"The check name is about AWS Glue job bookmark encryption, while all candidates are IBM-specific encryption controls for different services, with no match for Glue or equivalent ETL job encryption."
ibm_glue_etl_jobs_logging_enabled,deep_review,,none,"The compliance check is specifically about IBM Glue ETL jobs logging, but none of the candidates address Glue/ETL services or similar data transformation job logging controls."
ibm_glue_etl_jobs_monitoring_logs_encryption_enabled,deep_review,,none,"The check name specifically targets Glue ETL job monitoring logs encryption, but all candidates address encryption for different IBM services (VPC, databases, storage) or unrelated controls."
ibm_glue_ml_transform_encrypted_at_rest,deep_review,ibm.databases.deployment.encryption_at_rest_enabled,medium,"Both enforce encryption at rest, but the check name specifies AWS Glue ML transforms while the candidate is a general database encryption rule."
ibm_iam_account_access_approval_enabled,deep_review,,none,"The check name 'ibm_iam_account_access_approval_enabled' refers to requiring approval for account access changes, but none of the candidates address approval workflows or access approval settings."
ibm_iam_api_key_unused_detection,deep_review,,none,"The check name is about detecting unused API keys, but all candidates are about creation, deletion, or configuration of API keys, not monitoring for inactivity."
ibm_iam_api_keys_rotation_90_days_check,deep_review,ibm.iam_identity.api_key.not_long_lived,medium,"Both controls address API key rotation requirements, with the check name specifying 90-day rotation and the candidate rule preventing long-lived API keys, representing the same security concept with different phrasing."
ibm_iam_audit_logs_enabled,deep_review,,none,"The check name 'ibm_iam_audit_logs_enabled' refers to enabling audit logging for IAM, but none of the candidates address audit log configuration; they focus on MFA, policy changes, or SCC findings instead."
ibm_iam_avoid_root_usage,deep_review,,none,"None of the candidates address root account usage; they focus on MFA, policy changes, or session settings instead."
ibm_iam_cloud_asset_inventory_enabled,deep_review,,none,"The compliance check is about enabling cloud asset inventory, which is unrelated to any of the IAM-focused candidate rules provided."
ibm_iam_custom_role_has_permissions_to_administer_resource_locks,deep_review,,none,"The compliance check is about custom IAM roles having permissions to administer resource locks, but none of the candidates address custom roles or resource lock administration."
ibm_iam_customer_attached_policy_no_administrative_privileges,deep_review,ibm.iam_policy_management.policy.no_wildcard_actions,medium,"The check name focuses on preventing administrative privileges, which aligns with the candidate's enforcement against overly permissive actions like wildcards that could grant such privileges."
ibm_iam_customer_unattached_policy_no_administrative_privileges,deep_review,ibm.iam_policy_management.policy.no_wildcard_actions,medium,"The check name targets policies without administrative privileges, which aligns with the candidate's focus on restricting overly permissive actions, though the phrasing differs."
ibm_iam_identity_federation_status,deep_review,,none,"The check name 'ibm_iam_identity_federation_status' refers to the configuration or status of identity federation, but none of the candidates address federation directly, focusing instead on MFA, sessions, API keys, or service IDs."
ibm_iam_inline_policy_allows_privilege_escalation,deep_review,ibm.ciem.chain.privilege_escalation_via_trusted_profile,medium,"Both the compliance check and candidate #6/#9 specifically target privilege escalation scenarios in IBM IAM, though the check focuses on inline policies while the catalog rule examines trusted profiles combined with policy changes."
ibm_iam_no_admin_policy,deep_review,ibm.iam_policy_management.policy.no_wildcard_actions,medium,"The check name 'ibm_iam_no_admin_policy' suggests preventing overly permissive policies, which aligns with candidate 4's focus on restricting wildcard actions that could grant excessive privileges."
ibm_iam_no_guest_accounts_with_permissions,deep_review,,none,"The compliance check targets guest accounts with permissions, but none of the candidates address guest account management or permission restrictions."
ibm_iam_no_root_access_key,deep_review,,none,"The compliance check name 'ibm_iam_no_root_access_key' refers to preventing root user access keys, but none of the candidates address root user credentials or access keys."
ibm_iam_organization_essential_contacts_configured,deep_review,,none,"The check name refers to configuring essential contacts for an organization, which is unrelated to any of the listed IAM activity or identity management rules."
ibm_iam_password_policy_compliance,deep_review,ibm.iam_identity.account.mfa_enabled,low,"The compliance check name refers to password policy compliance, while the only related candidate is about MFA enforcement, which is a related authentication security control but not the same as password policy."
ibm_iam_password_policy_lowercase,deep_review,,none,"The compliance check is about IAM password policy requiring lowercase characters, but all candidates are about IAM access policies, MFA, or audit violations, not password composition rules."
ibm_iam_password_policy_minimum_length_14,deep_review,,none,"The compliance check is about a password policy minimum length, but none of the candidates address password policies or authentication settings."
ibm_iam_password_policy_number,deep_review,,none,"The compliance check name 'ibm_iam_password_policy_number' refers to password policy numeric requirements, but all candidates are about IAM access policies, audit events, or MFA, with no match for password-specific controls."
ibm_iam_password_policy_reuse_24,deep_review,,none,"The compliance check name is about password reuse policy, but all candidates are about IAM access policies, MFA, or audit violations, with no match for password controls."
