id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
4.2.3,k8s_4_4_2_3,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the --client-ca-file argument is set as appropriate,Enable Kubelet authentication using certificates.,"The connections from the apiserver to the kubelet are used for fetching logs for pods, attaching (through kubectl) to running pods, and using the kubelet’s port-forwarding functionality. These connections terminate at the kubelet’s HTTPS endpoint. By default, the apiserver does not verify the kubelet’s serving certificate, which makes the connection subject to man-in-the-middle attacks, and unsafe to run over untrusted and/or public networks. Enabling Kubelet certificate authentication ensures that the apiserver could authenticate the Kubelet before submitting any requests. Impact: You require TLS to be configured on apiserver as well as kubelets.","Run the following command on each node: ps -ef | grep kubelet Verify that the --client-ca-file argument exists and is set to the location of the client certificate authority file. If the --client-ca-file argument is not present, check that there is a Kubelet config file specified by --config, and that the file sets authentication: x509: clientCAFile to the location of the client certificate authority file.","If using a Kubelet config file, edit the file to set authentication: x509: clientCAFile to the location of the client CA file. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_AUTHZ_ARGS variable. --client-ca-file=<path/to/client-ca-file> Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --client-ca-file argument is not set. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet- authentication-authorization/",•  Level 1 - Worker Node,You require TLS to be configured on apiserver as well as kubelets.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet- authentication-authorization/,Manual,HIGH,,"The audit requires checking the `--client-ca-file` argument and potentially the kubelet configuration file, which are not accessible via Kubernetes APIs or `kubectl`. Both AI opinions agree on the necessity of a manual approach due to the nature of the checks being process-level configurations that require direct OS-level access.",,"1. SSH into each worker node in the Kubernetes cluster. 2. Run the following command to inspect the kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Check if the `--client-ca-file` argument is present and points to a valid client CA file path. 4. If the `--client-ca-file` argument is not present, check if the kubelet is started with a `--config` argument pointing to a kubelet configuration file. 5. If a kubelet config file is used, open the file (commonly `/var/lib/kubelet/config.yaml` or similar) and verify that under the `authentication` section, the `x509` subsection has the `clientCAFile` property set to the correct CA file path: ```yaml authentication: x509: clientCAFile: /etc/kubernetes/pki/ca.crt ``` 6. Confirm that the specified CA file exists on the node and is the intended client CA. 7. Repeat the above steps for each worker node in the cluster.",Yes,2025-10-30T03:53:26.197455
4.2.4,k8s_4_4_2_4,CIS KUBERNETES BENCHMARK V1.11 PDF,"Verify that if defined, readOnlyPort is set to 0",Disable the read-only port.,The Kubelet process provides a read-only API in addition to the main Kubelet API. Unauthenticated access is provided to this read-only API which could possibly retrieve potentially sensitive information about the cluster. Impact: Removal of the read-only port will require that any service which made use of it will need to be re-configured to use the main Kubelet API.,"Run the following command on each node: ps -ef | grep kubelet Verify that the --read-only-port argument exists and is set to 0. If the --read-only-port argument is not present, check that there is a Kubelet config file specified by --config. Check that if there is a readOnlyPort entry in the file, it is set to 0.","If using a Kubelet config file, edit the file to set readOnlyPort to 0. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_SYSTEM_PODS_ARGS variable. --read-only-port=0 Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/6cedc0853faa118df0ba3d41b48b 993422ad3df6/staging/src/k8s.io/kubelet/config/v1beta1/types.go#L142 Additional Information: https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet/",•  Level 1 - Worker Node,Removal of the read-only port will require that any service which made use of it will need to be re-configured to use the main Kubelet API.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/6cedc0853faa118df0ba3d41b48b 993422ad3df6/staging/src/k8s.io/kubelet/config/v1beta1/types.go#L142 Additional Information: https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet/,Manual,HIGH,,"The audit steps require access to node-level configurations and process arguments that are not exposed through Kubernetes APIs or kubectl commands. Both AI opinions acknowledge that while automation can assist in checking the Kubelet configuration, it ultimately requires manual inspection or privileged access to the nodes, which makes a purely automated approach infeasible.",,"1. **Access Each Node:** - SSH into each node in the Kubernetes cluster. 2. **Check Kubelet Process:** - Run the command: `ps -ef | grep kubelet` - Look for the `--read-only-port` argument in the output. If it exists, ensure it is set to `0`. 3. **Check Kubelet Configuration File:** - If the `--read-only-port` argument is not present, check if a Kubelet configuration file is specified by the `--config` flag. - Run: `cat /var/lib/kubelet/config.yaml | grep readOnlyPort` - Verify that the `readOnlyPort` entry is either absent or explicitly set to `0`. 4. **Remediation Steps:** - If the `readOnlyPort` is set to a value other than `0`, edit the Kubelet configuration file to set `readOnlyPort` to `0`. - If using command-line arguments, edit the kubelet service file located at `/etc/kubernetes/kubelet.conf` and set the parameter `--read-only-port=0` in the `KUBELET_SYSTEM_PODS_ARGS` variable. - Restart the kubelet service with the following commands: ``` systemctl daemon-reload systemctl restart kubelet.service ``` 5. **Confirm Compliance:** - Repeat the checks to ensure that the `readOnlyPort` is now set to `0` or not defined.",Yes,2025-10-30T03:37:28.783171
4.2.5,k8s_4_4_2_5,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,Do not disable timeouts on streaming connections.,"Setting idle timeouts ensures that you are protected against Denial-of-Service attacks, inactive connections and running out of ephemeral ports. Note: By default, --streaming-connection-idle-timeout is set to 4 hours which might be too high for your environment. Setting this as appropriate would additionally ensure that such streaming connections are timed out after serving legitimate use cases. Impact: Long-lived connections could be interrupted.","Run the following command on each node: ps -ef | grep kubelet Verify that the --streaming-connection-idle-timeout argument is not set to 0. If the argument is not present, and there is a Kubelet config file specified by --config, check that it does not set streamingConnectionIdleTimeout to 0.","If using a Kubelet config file, edit the file to set streamingConnectionIdleTimeout to a value other than 0. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_SYSTEM_PODS_ARGS variable. --streaming-connection-idle-timeout=5m Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --streaming-connection-idle-timeout is set to 4 hours. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/pull/18552",•  Level 1 - Worker Node,Long-lived connections could be interrupted.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/pull/18552,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach should be manual due to the nature of the `--streaming-connection-idle-timeout` argument, which is not accessible via Kubernetes APIs or CLI tools. The verification process requires direct access to the node's operating system to inspect the Kubelet process arguments or configuration files, confirming that automation is not feasible.",,"1. SSH into each worker node in the Kubernetes cluster. 2. Run the following command to inspect the Kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Check if the `--streaming-connection-idle-timeout` argument is present: - If present, ensure it is NOT set to 0 (e.g., `--streaming-connection-idle-timeout=0` is non-compliant). - If absent, proceed to the next step. 4. Check if the Kubelet is started with a `--config` flag pointing to a configuration file (e.g., `--config=/var/lib/kubelet/config.yaml`). 5. If a config file is used, open the referenced file (e.g., `/var/lib/kubelet/config.yaml`) and inspect the value of `streamingConnectionIdleTimeout`: - Ensure `streamingConnectionIdleTimeout` is NOT set to 0. 6. The node is compliant if neither the command line argument nor the configuration file specifies a timeout of 0.",Yes,2025-10-30T03:01:18.310996
4.2.6,k8s_4_4_2_6,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the --make-iptables-util-chains argument is set to true,Allow Kubelet to manage iptables.,"Kubelets can automatically manage the required changes to iptables based on how you choose your networking options for the pods. It is recommended to let kubelets manage the changes to iptables. This ensures that the iptables configuration remains in sync with pods networking configuration. Manually configuring iptables with dynamic pod network configuration changes might hamper the communication between pods/containers and to the outside world. You might have iptables rules too restrictive or too open. Impact: Kubelet would manage the iptables on the system and keep it in sync. If you are using any other iptables management solution, then there might be some conflicts.","Run the following command on each node: ps -ef | grep kubelet Verify that if the --make-iptables-util-chains argument exists then it is set to true. If the --make-iptables-util-chains argument does not exist, and there is a Kubelet config file specified by --config, verify that the file does not set makeIPTablesUtilChains to false.","If using a Kubelet config file, edit the file to set makeIPTablesUtilChains: true. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and remove the --make- iptables-util-chains argument from the KUBELET_SYSTEM_PODS_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --make-iptables-util-chains argument is set to true. References: 1. https://kubernetes.io/docs/admin/kubelet/",•  Level 1 - Worker Node,"Kubelet would manage the iptables on the system and keep it in sync. If you are using any other iptables management solution, then there might be some conflicts.",1. https://kubernetes.io/docs/admin/kubelet/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach must be manual due to the nature of the `--make-iptables-util-chains` argument, which is not accessible via Kubernetes APIs or kubectl commands. The verification process requires direct access to the host operating system to inspect the Kubelet process arguments and configuration files, making automation infeasible.",,"1. SSH into each Kubernetes worker node. 2. Run the following command to view the Kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Inspect the process arguments: - If the `--make-iptables-util-chains` flag is present, ensure it is set to `true`. - If the flag is absent, check if the `--config` flag is used to specify a Kubelet config file. 4. If a Kubelet config file is used (commonly located at `/var/lib/kubelet/config.yaml` or similar), open the file and inspect the value of `makeIPTablesUtilChains`: - Ensure `makeIPTablesUtilChains: true` is set, or that the field is not present (default is true). - If `makeIPTablesUtilChains: false` is set, this is non-compliant. 5. Repeat the above steps for all worker nodes. 6. Pass Criteria: All nodes must have `--make-iptables-util-chains=true` set (if present), or `makeIPTablesUtilChains` should not be set to false in the config file.",Yes,2025-10-30T03:45:54.660896
4.2.7,k8s_4_4_2_7,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the --hostname-override argument is not set,Do not override node hostnames.,"Overriding hostnames could potentially break TLS setup between the kubelet and the apiserver. Additionally, with overridden hostnames, it becomes increasingly difficult to associate logs with a particular node and process them for security analytics. Hence, you should setup your kubelet nodes with resolvable FQDNs and avoid overriding the hostnames with IPs. Impact: Some cloud providers may require this flag to ensure that hostname matches names issued by the cloud provider. In these environments, this recommendation should not apply.",Run the following command on each node: ps -ef | grep kubelet Verify that --hostname-override argument does not exist. Note This setting is not configurable via the Kubelet config file.,"Edit the kubelet service file /etc/systemd/system/kubelet.service.d/10- kubeadm.conf on each worker node and remove the --hostname-override argument from the KUBELET_SYSTEM_PODS_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --hostname-override argument is not set. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/issues/22063",•  Level 1 - Worker Node,"Some cloud providers may require this flag to ensure that hostname matches names issued by the cloud provider. In these environments, this recommendation should not apply.",1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/issues/22063,Manual,HIGH,,"Both AI opinions unanimously agree that the audit control requires a manual approach due to the necessity of OS-level access to verify the kubelet's command-line arguments, which are not exposed through Kubernetes APIs or accessible via `kubectl`. The audit steps clearly indicate that the check cannot be automated, reinforcing the decision for a manual process.",,"1. SSH into each Kubernetes worker node. 2. Run the following command to list the kubelet process and its arguments: ``` ps -ef | grep kubelet ``` 3. Examine the output for the presence of the `--hostname-override` argument. 4. **Expected Secure Configuration:** The `--hostname-override` argument should NOT be present in the kubelet process command line. 5. If the argument is present, edit the kubelet service file (commonly `/etc/systemd/system/kubelet.service.d/10-kubeadm.conf`) to remove the `--hostname-override` flag, then reload and restart the kubelet service: ``` systemctl daemon-reload systemctl restart kubelet.service ``` 6. Repeat this process for every worker node in the cluster to ensure compliance.",Yes,2025-10-30T03:22:52.846006
4.2.8,k8s_4_4_2_8,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the eventRecordQPS argument is set to a level which ensures appropriate event capture,"Security relevant information should be captured. The eventRecordQPS on the Kubelet configuration can be used to limit the rate at which events are gathered and sets the maximum event creations per second. Setting this too low could result in relevant events not being logged, however the unlimited setting of 0 could result in a denial of service on the kubelet.",It is important to capture all events and not restrict event creation. Events are an important source of security information and analytics that ensure that your environment is consistently monitored using the event data. Impact: Setting this parameter to 0 could result in a denial of service condition due to excessive events being created. The cluster's event processing and storage systems should be scaled to handle expected event loads.,"Run the following command on each node: sudo grep ""eventRecordQPS"" /etc/systemd/system/kubelet.service.d/10- kubeadm.conf or If using command line arguments, kubelet service file is located /etc/systemd/system/kubelet.service.d/10-kubelet-args.conf sudo grep ""eventRecordQPS"" /etc/systemd/system/kubelet.service.d/10-kubelet- args.conf Review the value set for the argument and determine whether this has been set to an appropriate level for the cluster. If the argument does not exist, check that there is a Kubelet config file specified by -- config and review the value in this location. If using command line arguments","If using a Kubelet config file, edit the file to set eventRecordQPS: to an appropriate level. If using command line arguments, edit the kubelet service file /etc/systemd/system/kubelet.service.d/10-kubeadm.conf on each worker node and set the below parameter in KUBELET_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, eventRecordQPS argument is set to 5. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/apis/kubeletco nfig/v1beta1/types.go",•  Level 2 - Worker Node,Setting this parameter to 0 could result in a denial of service condition due to excessive events being created. The cluster's event processing and storage systems should be scaled to handle expected event loads.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/apis/kubeletco nfig/v1beta1/types.go,Manual,HIGH,,"The audit control for `eventRecordQPS` requires direct access to the kubelet configuration files on each node, which are not exposed through Kubernetes APIs or accessible via kubectl commands. Both AI opinions correctly identify that this check necessitates host-level access, making a manual approach the only feasible option.",,"1. SSH into each Kubernetes worker node. 2. Determine how the kubelet is configured: - For command-line arguments, execute: ``` sudo grep ""eventRecordQPS"" /etc/systemd/system/kubelet.service.d/10-kubeadm.conf ``` or ``` sudo grep ""eventRecordQPS"" /etc/systemd/system/kubelet.service.d/10-kubelet-args.conf ``` - If a kubelet config file is used, find the config file path (look for the `--config` flag in the kubelet service definition) and run: ``` sudo grep ""eventRecordQPS"" <kubelet-config-file-path> ``` 3. Review the value of `eventRecordQPS`: - Ensure it is set to a non-zero, appropriate value (default is 5). - If the argument does not exist or is set to an inappropriate value, proceed to remediation. 4. Remediation steps: - If using a Kubelet config file, edit the file to set `eventRecordQPS` to an appropriate level. - If using command-line arguments, edit the kubelet service file `/etc/systemd/system/kubelet.service.d/10-kubeadm.conf` on each worker node to include the desired `eventRecordQPS` value in the `KUBELET_ARGS` variable. - After making changes, run the following commands to apply the changes: ``` sudo systemctl daemon-reload sudo systemctl restart kubelet.service ```",Yes,2025-10-30T04:18:33.340473
4.2.9,k8s_4_4_2_9,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup TLS connection on the Kubelets.,"The connections from the apiserver to the kubelet are used for fetching logs for pods, attaching (through kubectl) to running pods, and using the kubelet’s port-forwarding functionality. These connections terminate at the kubelet’s HTTPS endpoint. By default, the apiserver does not verify the kubelet’s serving certificate, which makes the connection subject to man-in-the-middle attacks, and unsafe to run over untrusted and/or public networks.","Run the following command on each node: ps -ef | grep kubelet Verify that the --tls-cert-file and --tls-private-key-file arguments exist and they are set as appropriate. If these arguments are not present, check that there is a Kubelet config specified by -- config and that it contains appropriate settings for tlsCertFile and tlsPrivateKeyFile.","If using a Kubelet config file, edit the file to set tlsCertFile to the location of the certificate file to use to identify this Kubelet, and tlsPrivateKeyFile to the location of the corresponding private key file. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameters in KUBELET_CERTIFICATE_ARGS variable. --tls-cert-file=<path/to/tls-certificate-file> --tls-private-key-file=<path/to/tls-key-file> Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service",•  Level 1 - Worker Node,,,Manual,HIGH,,"The verification of the `--tls-cert-file` and `--tls-private-key-file` arguments requires direct access to the underlying host operating system, as these configurations are not exposed through Kubernetes APIs or accessible via `kubectl`. Both AI opinions correctly identify that this task necessitates manual inspection of the kubelet process and configuration files on each node, making an automated approach infeasible.",,"1. On each worker node, access the host OS via SSH or console. 2. Run the following command to inspect the kubelet process: ``` ps -ef | grep kubelet ``` 3. Check if the kubelet process includes the flags: - `--tls-cert-file=<path/to/tls-certificate-file>` - `--tls-private-key-file=<path/to/tls-key-file>` 4. If these flags are not present, check if the kubelet is started with a `--config` flag pointing to a configuration file (e.g., `/var/lib/kubelet/config.yaml`). 5. If a config file is used, open it and verify the presence and correctness of the following fields: - `tlsCertFile: <path/to/tls-certificate-file>` - `tlsPrivateKeyFile: <path/to/tls-key-file>` 6. Confirm that the file paths specified exist on the node and are valid certificate and private key files. 7. Repeat these steps for every worker node in the cluster. 8. Compliance is achieved if all kubelets have the appropriate TLS settings configured.",Yes,2025-10-30T03:42:18.481369
4.2.10,k8s_4_4_2_10,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the --rotate-certificates argument is not set to false,Enable kubelet client certificate rotation.,The --rotate-certificates setting causes the kubelet to rotate its client certificates by creating new CSRs as its existing credentials expire. This automated periodic rotation ensures that the there is no downtime due to expired certificates and thus addressing availability in the CIA security triad. Note: This recommendation only applies if you let kubelets get their certificates from the API server. In case your kubelet certificates come from an outside authority/tool (e.g. Vault) then you need to take care of rotation yourself. Note: This feature also require the RotateKubeletClientCertificate feature gate to be enabled (which is the default since Kubernetes v1.7) Impact: None,"Run the following command on each node: ps -ef | grep kubelet Verify that the RotateKubeletServerCertificate argument is not present, or is set to true. If the RotateKubeletServerCertificate argument is not present, verify that if there is a Kubelet config file specified by --config, that file does not contain RotateKubeletServerCertificate: false.","If using a Kubelet config file, edit the file to add the line rotateCertificates: true or remove it altogether to use the default value. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and remove --rotate- certificates=false argument from the KUBELET_CERTIFICATE_ARGS variable or set - -rotate-certificates=true . Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, kubelet client certificate rotation is enabled. References: 1. https://github.com/kubernetes/kubernetes/pull/41912 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet-tls- bootstrapping/#kubelet-configuration 3. https://kubernetes.io/docs/imported/release/notes/ 4. https://kubernetes.io/docs/reference/command-line-tools-reference/feature-gates/",•  Level 1 - Worker Node,None,1. https://github.com/kubernetes/kubernetes/pull/41912 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet-tls- bootstrapping/#kubelet-configuration 3. https://kubernetes.io/docs/imported/release/notes/ 4. https://kubernetes.io/docs/reference/command-line-tools-reference/feature-gates/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach for checking the `--rotate-certificates` argument must be manual. This is due to the fact that this configuration is not accessible via Kubernetes APIs or `kubectl`, requiring direct access to the node to inspect the kubelet process or configuration file. Therefore, a manual approach is necessary to ensure compliance.",,"1. **Log in to each worker node** in the Kubernetes cluster with appropriate privileges. 2. **Check the kubelet process arguments:** - Run: `ps -ef | grep kubelet` - Review the output for the presence of the `--rotate-certificates` flag. - Ensure that `--rotate-certificates=false` is NOT present. If the flag is present, it should be set to `true`. 3. **If a kubelet config file is used** (commonly referenced by the `--config` flag in the process arguments): - Locate the kubelet config file (e.g., `/var/lib/kubelet/config.yaml` or as specified by `--config`). - Open the file and check for the `rotateCertificates` field. - Ensure that `rotateCertificates: false` is NOT present. If the field exists, it should be set to `true` or omitted (default is `true`). 4. **Expected secure configuration:** - The kubelet is either running with `--rotate-certificates=true` or the `rotateCertificates` field is set to `true` or omitted in the config file.",Yes,2025-10-30T03:33:51.247530
4.2.11,k8s_4_4_2_11,CIS KUBERNETES BENCHMARK V1.11 PDF,Verify that the RotateKubeletServerCertificate argument is set to true,Enable kubelet server certificate rotation.,RotateKubeletServerCertificate causes the kubelet to both request a serving certificate after bootstrapping its client credentials and rotate the certificate as its existing credentials expire. This automated periodic rotation ensures that the there are no downtimes due to expired certificates and thus addressing availability in the CIA security triad. Note: This recommendation only applies if you let kubelets get their certificates from the API server. In case your kubelet certificates come from an outside authority/tool (e.g. Vault) then you need to take care of rotation yourself. Impact: None,Ignore this check if serverTLSBootstrap is true in the kubelet config file or if the --rotate- server-certificates parameter is set on kubelet Run the following command on each node: ps -ef | grep kubelet Verify that RotateKubeletServerCertificate argument exists and is set to true.,"Edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_CERTIFICATE_ARGS variable. --feature-gates=RotateKubeletServerCertificate=true Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, kubelet server certificate rotation is enabled. References: 1. https://github.com/kubernetes/kubernetes/pull/45059 2. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#kubelet-configuration",•  Level 1 - Worker Node,None,1. https://github.com/kubernetes/kubernetes/pull/45059 2. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#kubelet-configuration,Manual,HIGH,,"The audit control requires inspection of node-level configurations or process arguments, which cannot be accessed through Kubernetes APIs or kubectl commands. Both AI opinions agree on the necessity of a manual approach due to the lack of direct API exposure for the RotateKubeletServerCertificate setting. Therefore, manual verification is the only feasible method.",,"1. SSH into each worker node in the Kubernetes cluster. 2. Run the following command to check the kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Inspect the output for the presence of the flag: ``` --feature-gates=RotateKubeletServerCertificate=true ``` OR check for the flag: ``` --rotate-server-certificates=true ``` 4. Alternatively, check the kubelet configuration file (commonly at /var/lib/kubelet/config.yaml or /etc/kubernetes/kubelet.conf) for: ``` serverTLSBootstrap: true ``` 5. Confirm that either the feature gate or the config file enables kubelet server certificate rotation. 6. The node is compliant if at least one of the above settings is present and set to true.",Yes,2025-10-30T04:22:31.630234
4.2.12,k8s_4_4_2_12,CIS KUBERNETES BENCHMARK V1.11 PDF,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,Ensure that the Kubelet is configured to only use strong cryptographic ciphers.,"TLS ciphers have had a number of known vulnerabilities and weaknesses, which can reduce the protection provided by them. By default Kubernetes supports a number of TLS ciphersuites including some that have security concerns, weakening the protection provided. Impact: Kubelet clients that cannot support modern cryptographic ciphers will not be able to make connections to the Kubelet API.","The set of cryptographic ciphers currently considered secure is the following: • TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 • TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 • TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305 • TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 • TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305 • TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 • TLS_RSA_WITH_AES_256_GCM_SHA384 • TLS_RSA_WITH_AES_128_GCM_SHA256 Run the following command on each node: ps -ef | grep kubelet If the --tls-cipher-suites argument is present, ensure it only contains values included in this set. If it is not present check that there is a Kubelet config file specified by --config, and that file sets tlsCipherSuites: to only include values from this set.","If using a Kubelet config file, edit the file to set tlsCipherSuites: to TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM _SHA256,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305,TLS_ECDHE_RSA_WITH_AES_ 256_GCM_SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305,TLS_ECDHE_ECDSA_WI TH_AES_256_GCM_SHA384,TLS_RSA_WITH_AES_256_GCM_SHA384,TLS_RSA_WITH_AES _128_GCM_SHA256 or to a subset of these values. If using executable arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the --tls-cipher- suites parameter as follows, or to a subset of these values. --tls-cipher- suites=TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM _SHA256,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305,TLS_ECDHE_RSA_WITH_AES_256_GCM _SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305,TLS_ECDHE_ECDSA_WITH_AES_256_GCM _SHA384,TLS_RSA_WITH_AES_256_GCM_SHA384,TLS_RSA_WITH_AES_128_GCM_SHA256 Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default the Kubernetes API server supports a wide range of TLS ciphers Additional Information: The list chosen above should be fine for modern clients. It's essentially the list from the Mozilla ""Modern cipher"" option with the ciphersuites supporting CBC mode removed, as CBC has traditionally had a lot of issues",•  Level 1 - Worker Node,Kubelet clients that cannot support modern cryptographic ciphers will not be able to make connections to the Kubelet API.,,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach should be manual due to the nature of the Kubelet's TLS cipher suite configuration, which is not exposed through the Kubernetes API or accessible via `kubectl`. The verification process requires direct access to the node's operating system to inspect process arguments or configuration files, making automation infeasible.",,"1. **SSH into each Kubernetes worker node.** 2. **Check the running Kubelet process arguments:** - Run: `ps -ef | grep kubelet` - Look for the presence of the `--tls-cipher-suites` argument. - If present, ensure it only contains the following values (or a subset): - TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 - TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 - TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305 - TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 - TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305 - TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 - TLS_RSA_WITH_AES_256_GCM_SHA384 - TLS_RSA_WITH_AES_128_GCM_SHA256 3. **If the `--tls-cipher-suites` argument is not present:** - Check if the Kubelet is started with a `--config` flag pointing to a configuration file. - Open the referenced Kubelet config file (commonly `/var/lib/kubelet/config.yaml` or similar) and verify the `tlsCipherSuites` field. 4. **Ensure compliance:** - If the cipher suites do not match the approved list, update the Kubelet configuration accordingly and restart the Kubelet service.",Yes,2025-10-30T02:59:31.418571
