Requirement_ID,Title,Section,Family_Code,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
3_1_2,3_1_2: 3.1.2 Limit system access to the types of transactions and functions that authorized users are permitted to execute,3.1 Access Control,AC,automated,aws_awslambda_function_not_publicly_accessible; aws_awslambda_function_url_public; aws_ec2_ebs_public_snapshot; aws_ec2_instance_profile_attached; aws_ec2_instance_public_ip; aws_ec2_networkacl_allow_ingress_any_port; aws_ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22; aws_ec2_securitygroup_default_restrict_traffic; aws_eks_cluster_not_publicly_accessible; aws_emr_cluster_master_nodes_no_public_ip; aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_root_hardware_mfa_enabled; aws_iam_root_mfa_enabled; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused; aws_iam_user_mfa_enabled_console_access; aws_rds_instance_no_public_access; aws_rds_snapshots_public_access; aws_redshift_cluster_public_access; aws_s3_account_level_public_access_blocks; aws_s3_bucket_policy_public_write_access; aws_s3_bucket_public_access; aws_sagemaker_notebook_instance_without_direct_internet_access_configured,azure_functions_not_publicly_accessible; azure_functions_url_public; azure_virtual_machine_public_ip; azure_virtual_machine_identity_attached; azure_network_security_group_allow_ingress_any_port; azure_network_security_group_allow_ingress_from_internet_to_tcp_port_22; azure_network_security_group_default_restrict_traffic; azure_kubernetes_service_not_publicly_accessible; azure_hdinsight_master_nodes_no_public_ip; azure_ad_role_no_administrative_privileges; azure_ad_custom_role_no_administrative_privileges; azure_ad_no_root_access_key; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused; azure_ad_user_mfa_enabled_console_access; azure_sql_database_no_public_access; azure_sql_snapshots_public_access; azure_synapse_public_access; azure_storage_account_level_public_access_blocks; azure_storage_blob_public_write_access; azure_storage_container_public_access; azure_ml_notebook_instance_without_direct_internet_access_configured,gcp_cloudfunctions_not_publicly_accessible; gcp_cloudfunctions_url_public; gcp_compute_instance_public_ip; gcp_compute_instance_service_account_attached; gcp_compute_firewall_allow_ingress_any_port; gcp_compute_firewall_allow_ingress_from_internet_to_tcp_port_22; gcp_compute_firewall_default_restrict_traffic; gcp_gke_cluster_not_publicly_accessible; gcp_dataproc_master_nodes_no_public_ip; gcp_iam_service_account_no_administrative_privileges; gcp_iam_custom_role_no_administrative_privileges; gcp_iam_no_root_access_key; gcp_iam_root_hardware_mfa_enabled; gcp_iam_root_mfa_enabled; gcp_iam_service_account_key_unused; gcp_iam_service_account_console_access_unused; gcp_iam_service_account_mfa_enabled_console_access; gcp_sql_instance_no_public_access; gcp_sql_snapshots_public_access; gcp_bigquery_dataset_public_access; gcp_storage_account_level_public_access_blocks; gcp_storage_bucket_policy_public_write_access; gcp_storage_bucket_public_access; gcp_vertex_ai_notebook_instance_without_direct_internet_access_configured,oracle_awslambda_function_not_publicly_accessible; oracle_awslambda_function_url_public; oracle_compute_ebs_public_snapshot; oracle_compute_instance_profile_attached; oracle_compute_instance_public_ip; oracle_compute_networkacl_allow_ingress_any_port; oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22; oracle_compute_securitygroup_default_restrict_traffic; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_eks_cluster_not_publicly_accessible; oracle_emr_cluster_master_nodes_no_public_ip; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_root_hardware_mfa_enabled; oracle_identity_root_mfa_enabled; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused; oracle_identity_user_mfa_enabled_console_access; oracle_object_storage_account_level_public_access_blocks; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access; oracle_redshift_cluster_public_access; oracle_sagemaker_notebook_instance_without_direct_internet_access_configured,ibm_awslambda_function_not_publicly_accessible; ibm_awslambda_function_url_public; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_database_instance_no_public_access; ibm_database_snapshots_public_access; ibm_eks_cluster_not_publicly_accessible; ibm_emr_cluster_master_nodes_no_public_ip; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_root_hardware_mfa_enabled; ibm_iam_root_mfa_enabled; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused; ibm_iam_user_mfa_enabled_console_access; ibm_redshift_cluster_public_access; ibm_sagemaker_notebook_instance_without_direct_internet_access_configured; ibm_vsi_ebs_public_snapshot; ibm_vsi_instance_profile_attached; ibm_vsi_instance_public_ip; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_awslambda_function_not_publicly_accessible; alicloud_awslambda_function_url_public; alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_profile_attached; alicloud_ecs_instance_public_ip; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22; alicloud_ecs_securitygroup_default_restrict_traffic; alicloud_eks_cluster_not_publicly_accessible; alicloud_emr_cluster_master_nodes_no_public_ip; alicloud_oss_account_level_public_access_blocks; alicloud_oss_bucket_policy_public_write_access; alicloud_oss_bucket_public_access; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_root_hardware_mfa_enabled; alicloud_ram_root_mfa_enabled; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused; alicloud_ram_user_mfa_enabled_console_access; alicloud_rds_instance_no_public_access; alicloud_rds_snapshots_public_access; alicloud_redshift_cluster_public_access; alicloud_sagemaker_notebook_instance_without_direct_internet_access_configured,152
3_1_20,3_1_20: 3.1.20 Verify and control/limit connections to and use of external systems,3.1 Access Control,AC,automated,aws_ec2_networkacl_allow_ingress_any_port; aws_ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22; aws_ec2_securitygroup_default_restrict_traffic; aws_s3_account_level_public_access_blocks,azure_virtual_network_networkacl_allow_ingress_any_port; azure_network_securitygroup_allow_ingress_from_internet_to_tcp_port_22; azure_network_securitygroup_default_restrict_traffic; azure_storage_account_level_public_access_blocks,gcp_compute_networkacl_allow_ingress_any_port; gcp_compute_firewall_allow_ingress_from_internet_to_tcp_port_22; gcp_compute_firewall_default_restrict_traffic; gcp_storage_account_level_public_access_blocks,oracle_compute_networkacl_allow_ingress_any_port; oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22; oracle_compute_securitygroup_default_restrict_traffic; oracle_object_storage_account_level_public_access_blocks,ibm_cos_account_level_public_access_blocks; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22; alicloud_ecs_securitygroup_default_restrict_traffic; alicloud_oss_account_level_public_access_blocks,24
3_1_3,3_1_3: 3.1.3 Control the flow of CUI in accordance with approved authorizations,3.1 Access Control,AC,automated,aws_awslambda_function_not_publicly_accessible; aws_awslambda_function_url_public; aws_ec2_ebs_public_snapshot; aws_ec2_instance_public_ip; aws_ec2_networkacl_allow_ingress_any_port; aws_ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22; aws_ec2_securitygroup_default_restrict_traffic; aws_eks_cluster_not_publicly_accessible; aws_emr_cluster_master_nodes_no_public_ip; aws_rds_instance_no_public_access; aws_rds_snapshots_public_access; aws_redshift_cluster_public_access; aws_s3_account_level_public_access_blocks; aws_s3_bucket_policy_public_write_access; aws_s3_bucket_public_access; aws_sagemaker_notebook_instance_without_direct_internet_access_configured,azure_functions_not_publicly_accessible; azure_functions_url_public; azure_virtual_machines_public_ip; azure_network_acl_allow_ingress_any_port; azure_network_security_group_allow_ingress_from_internet_to_tcp_port_22; azure_network_security_group_default_restrict_traffic; azure_aks_cluster_not_publicly_accessible; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_sql_database_no_public_access; azure_sql_snapshots_public_access; azure_synapse_cluster_public_access; azure_storage_account_level_public_access_blocks; azure_storage_blob_public_write_access; azure_storage_blob_public_access; azure_ml_notebook_instance_without_direct_internet_access_configured,gcp_cloudfunctions_not_publicly_accessible; gcp_cloudfunctions_url_public; gcp_compute_instance_public_ip; gcp_compute_network_acl_allow_ingress_any_port; gcp_compute_firewall_allow_ingress_from_internet_to_tcp_port_22; gcp_compute_firewall_default_restrict_traffic; gcp_gke_cluster_not_publicly_accessible; gcp_dataproc_cluster_master_nodes_no_public_ip; gcp_cloudsql_instance_no_public_access; gcp_cloudsql_snapshots_public_access; gcp_bigquery_cluster_public_access; gcp_storage_account_level_public_access_blocks; gcp_storage_bucket_policy_public_write_access; gcp_storage_bucket_public_access; gcp_vertex_ai_notebook_instance_without_direct_internet_access_configured,oracle_awslambda_function_not_publicly_accessible; oracle_awslambda_function_url_public; oracle_compute_ebs_public_snapshot; oracle_compute_instance_public_ip; oracle_compute_networkacl_allow_ingress_any_port; oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22; oracle_compute_securitygroup_default_restrict_traffic; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_eks_cluster_not_publicly_accessible; oracle_emr_cluster_master_nodes_no_public_ip; oracle_object_storage_account_level_public_access_blocks; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access; oracle_redshift_cluster_public_access; oracle_sagemaker_notebook_instance_without_direct_internet_access_configured,ibm_awslambda_function_not_publicly_accessible; ibm_awslambda_function_url_public; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_database_instance_no_public_access; ibm_database_snapshots_public_access; ibm_eks_cluster_not_publicly_accessible; ibm_emr_cluster_master_nodes_no_public_ip; ibm_redshift_cluster_public_access; ibm_sagemaker_notebook_instance_without_direct_internet_access_configured; ibm_vsi_ebs_public_snapshot; ibm_vsi_instance_public_ip; ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_awslambda_function_not_publicly_accessible; alicloud_awslambda_function_url_public; alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_public_ip; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22; alicloud_ecs_securitygroup_default_restrict_traffic; alicloud_eks_cluster_not_publicly_accessible; alicloud_emr_cluster_master_nodes_no_public_ip; alicloud_oss_account_level_public_access_blocks; alicloud_oss_bucket_policy_public_write_access; alicloud_oss_bucket_public_access; alicloud_rds_instance_no_public_access; alicloud_rds_snapshots_public_access; alicloud_redshift_cluster_public_access; alicloud_sagemaker_notebook_instance_without_direct_internet_access_configured,94
3_1_4,3_1_4: 3.1.4 Separate the duties of individuals to reduce the risk of malevolent activity without collusion,3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,azure_iam_attached_policy_no_administrative_privileges; azure_iam_customer_attached_policy_no_administrative_privileges; azure_iam_inline_policy_no_administrative_privileges; azure_iam_no_root_access_key; azure_iam_user_accesskey_unused; azure_iam_user_console_access_unused,gcp_iam_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_no_root_access_key; gcp_iam_user_accesskey_unused; gcp_iam_user_console_access_unused,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,36
3_1_5,"3_1_5: 3.1.5 Employ the principle of least privilege, including for specific security functions and privileged accounts",3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,azure_encryption_no_administrative_privileges; azure_encryption_no_root_access_key; azure_encryption_user_accesskey_unused; azure_encryption_user_console_access_unused,gcp_iam_no_administrative_privileges; gcp_iam_no_root_access_key; gcp_iam_user_accesskey_unused; gcp_iam_user_console_access_unused,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,32
3_1_6,3_1_6: 3.1.6 Use non-privileged accounts or roles when accessing nonsecurity functions,3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key,azure_entra_no_admin_privileges; azure_encryption_no_root_access_key,gcp_iam_no_admin_privileges; gcp_iam_no_root_access_key,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key,20
3_1_7,3_1_7: 3.1.7 Prevent non-privileged users from executing privileged functions and capture the execution of such functions in audit logs,3.1 Access Control,AC,automated,aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key,azure_entra_no_admin_privileges; azure_entra_no_root_access_key,gcp_iam_no_admin_privileges; gcp_iam_no_root_access_key,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key,20
3_3_1,"3_3_1: 3.3.1 Create and retain system audit logs and records to the extent needed to enable the monitoring, analysis, investigation, and reporting of unlawful or unauthorized system activity",3.3 Audit and Accountability,AU,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_log_group_retention_policy_specific_days_enabled; aws_elb_logging_enabled; aws_elbv2_logging_enabled; aws_guardduty_is_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_securityhub_enabled; aws_vpc_flow_logs_enabled,azure_monitor_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_log_group_retention_policy_specific_days_enabled; azure_load_balancer_logging_enabled; azure_load_balancer_v2_logging_enabled; azure_defender_enabled; azure_sql_instance_integration_logging_enabled; azure_storage_bucket_server_access_logging_enabled; azure_defender_enabled; azure_virtual_network_flow_logs_enabled,gcp_logging_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_log_group_retention_policy_specific_days_enabled; gcp_load_balancing_logging_enabled; gcp_load_balancing_v2_logging_enabled; gcp_guardduty_is_enabled; gcp_sql_instance_integration_logging_enabled; gcp_storage_bucket_server_access_logging_enabled; gcp_security_command_center_enabled; gcp_vpc_flow_logs_enabled,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_elb_logging_enabled; oracle_elbv2_logging_enabled; oracle_monitoring_log_group_retention_policy_specific_days_enabled; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_elb_logging_enabled; ibm_elbv2_logging_enabled; ibm_monitoring_log_group_retention_policy_specific_days_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_cloudmonitor_log_group_retention_policy_specific_days_enabled; alicloud_elb_logging_enabled; alicloud_elbv2_logging_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled; alicloud_vpc_flow_logs_enabled,78
3_3_2,"3_3_2: 3.3.2 Ensure that the actions of individual system users can be uniquely traced to those users, so they can be held accountable for their actions",3.3 Audit and Accountability,AU,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_guardduty_is_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled,azure_monitor_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_defender_is_enabled; azure_sql_instance_integration_logging_enabled; azure_storage_bucket_server_access_logging_enabled,gcp_logging_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_guardduty_is_enabled; gcp_sql_instance_integration_logging_enabled; gcp_storage_bucket_server_access_logging_enabled,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_cloud_guard_is_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_object_storage_bucket_server_access_logging_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_security_advisor_is_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_threat_detection_is_enabled,48
3_3_3,3_3_3: 3.3.3 Review and update logged events,3.3 Audit and Accountability,AU,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_vpc_flow_logs_enabled,azure_monitor_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_sql_instance_integration_logging_enabled; azure_storage_bucket_server_access_logging_enabled; azure_virtual_network_flow_logs_enabled,gcp_logging_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_sql_instance_integration_logging_enabled; gcp_storage_bucket_server_access_logging_enabled; gcp_vpc_flow_logs_enabled,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_vpc_flow_logs_enabled,48
3_3_4,3_3_4: 3.3.4 Alert in the event of an audit logging process failure,3.3 Audit and Accountability,AU,automated,aws_guardduty_is_enabled; aws_securityhub_enabled,azure_monitor_enabled; microsoft_defender_enabled,gcp_logging_enabled; gcp_security_command_center_enabled,oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled,ibm_security_advisor_enabled; ibm_security_advisor_is_enabled,alicloud_security_center_enabled; alicloud_threat_detection_is_enabled,12
3_3_5,"3_3_5: 3.3.5 Correlate audit record review, analysis, and reporting processes for investigation and response to indications of unlawful, unauthorized, suspicious, or unusual activity",3.3 Audit and Accountability,AU,automated,aws_cloudtrail_cloudwatch_logging_enabled; aws_guardduty_is_enabled; aws_securityhub_enabled,azure_monitor_enabled; microsoft_defender_enabled; azure_monitor_cloudtrail_enabled,gcp_logging_enabled; gcp_security_command_center_enabled; gcp_logging_cloudtrail_enabled,oracle_audit_cloudwatch_logging_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled,18
3_3_8,"3_3_8: 3.3.8 Protect audit information and audit logging tools from unauthorized access, modification, and deletion",3.3 Audit and Accountability,AU,automated,aws_cloudtrail_kms_encryption_enabled; aws_cloudtrail_log_file_validation_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_s3_account_level_public_access_blocks; aws_s3_bucket_default_encryption; aws_s3_bucket_object_versioning; aws_s3_bucket_policy_public_write_access; aws_s3_bucket_public_access,azure_monitor_kms_encryption_enabled; azure_monitor_log_file_validation_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_storage_account_level_public_access_blocks; azure_storage_blob_default_encryption; azure_storage_blob_object_versioning; azure_storage_blob_policy_public_write_access; azure_storage_blob_public_access,gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_logging_log_group_kms_encryption_enabled; gcp_storage_account_level_public_access_blocks; gcp_storage_bucket_default_encryption; gcp_storage_bucket_object_versioning; gcp_storage_bucket_policy_public_write_access; gcp_storage_bucket_public_access,oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_object_storage_account_level_public_access_blocks; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access,ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_default_encryption; ibm_cos_bucket_object_versioning; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_monitoring_log_group_kms_encryption_enabled,alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_cloudmonitor_log_group_kms_encryption_enabled; alicloud_oss_account_level_public_access_blocks; alicloud_oss_bucket_default_encryption; alicloud_oss_bucket_object_versioning; alicloud_oss_bucket_policy_public_write_access; alicloud_oss_bucket_public_access,48
