id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.2,cis-k8s-k8s124-v100-1-1-2,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the API server pod specification file ownership is set to root:root,Ensure that the API server pod specification file ownership is set to root:root .,The API server pod specification file controls various parameters that set the behavior of the API server. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-apiserver.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-apiserver.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, the kube-apiserver.yaml file ownership is set to root:root .",,Manual,HIGH,,"The compliance control requires checking the file ownership of the API server pod specification file, which is located on the host file system of the control plane node. This task cannot be performed using Kubernetes APIs or kubectl, as these tools do not provide access to the underlying node file system. Therefore, manual inspection or a script running directly on the node is necessary to verify the file ownership.",,"1. SSH into the control plane node where the API server is running. 2. Run the command `stat -c %U:%G /etc/kubernetes/manifests/kube-apiserver.yaml` to check the ownership of the API server pod specification file. 3. Verify that the output of the command shows `root:root` as the owner and group. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-apiserver.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T18:06:40.416085,Manual,HIGH,,"The compliance control requires checking the file ownership of the API server pod specification file, which is located on the host file system of the control plane node. This task cannot be performed using Kubernetes APIs or kubectl, as these tools do not provide access to the underlying node file system. Therefore, manual inspection or a script running directly on the node is necessary to verify the file ownership.",,"1. SSH into the control plane node where the API server is running. 2. Run the command `stat -c %U:%G /etc/kubernetes/manifests/kube-apiserver.yaml` to check the ownership of the API server pod specification file. 3. Verify that the output of the command shows `root:root` as the owner and group. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-apiserver.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T18:06:40.416085
1.1.3,cis-k8s-k8s124-v100-1-1-3,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the controller manager pod specification file permissions are set to 600 or more restrictive,Ensure that the controller manager pod specification file has permissions of 600 or more restrictive.,The controller manager pod specification file controls various parameters that set the behavior of the Controller Manager on the master node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/kube-controller-manager.yaml Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/manifests/kube-controller-manager.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, the kube-controller-manager.yaml file has permissions of 640 .",,Manual,HIGH,,"The task involves checking file permissions on the host system where the Kubernetes control plane components are running. This requires direct access to the file system, which is not exposed through Kubernetes APIs or kubectl commands. While some aspects could be scripted, the need for direct file system access makes this primarily a manual task.",,"1. Access the control plane node where the kube-controller-manager is running. 2. Run the command `stat -c %a /etc/kubernetes/manifests/kube-controller-manager.yaml` to check the file permissions. 3. Verify that the permissions are set to `600` or more restrictive. 4. If the permissions are not compliant, execute `chmod 600 /etc/kubernetes/manifests/kube-controller-manager.yaml` to correct them. 5. Confirm that the permissions have been updated by re-running the `stat` command.",Yes,2025-11-02T18:00:24.492631,Manual,HIGH,,"The task involves checking file permissions on the host system where the Kubernetes control plane components are running. This requires direct access to the file system, which is not exposed through Kubernetes APIs or kubectl commands. While some aspects could be scripted, the need for direct file system access makes this primarily a manual task.",,"1. Access the control plane node where the kube-controller-manager is running. 2. Run the command `stat -c %a /etc/kubernetes/manifests/kube-controller-manager.yaml` to check the file permissions. 3. Verify that the permissions are set to `600` or more restrictive. 4. If the permissions are not compliant, execute `chmod 600 /etc/kubernetes/manifests/kube-controller-manager.yaml` to correct them. 5. Confirm that the permissions have been updated by re-running the `stat` command.",Yes,2025-11-02T18:00:24.492631
1.1.4,cis-k8s-k8s124-v100-1-1-4,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the controller manager pod specification file ownership is set to root:root,Ensure that the controller manager pod specification file ownership is set to root:root .,The controller manager pod specification file controls various parameters that set the behavior of various components of the master node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-controller-manager.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-controller-manager.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager,1 Section,Automated,"By default, kube-controller-manager.yaml file ownership is set to root:root .",,Manual,HIGH,,"The control requires verifying the file ownership of the controller manager pod specification file on the host file system, which cannot be directly checked through Kubernetes APIs or `kubectl`. The file ownership is a file system-level property that necessitates direct access to the control plane node to verify using commands like `stat`. The first AI's suggestion to use `kubectl` does not address the file system ownership check, making manual verification necessary.",,"1. Log in to the control plane node where the Kubernetes controller manager is running. 2. Execute the command: `stat -c %U:%G /etc/kubernetes/manifests/kube-controller-manager.yaml`. 3. Verify that the output of the command shows `root:root` as the ownership. 4. If the ownership is not `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-controller-manager.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is correctly set.",Yes,2025-11-02T17:46:31.820188,Manual,HIGH,,"The control requires verifying the file ownership of the controller manager pod specification file on the host file system, which cannot be directly checked through Kubernetes APIs or `kubectl`. The file ownership is a file system-level property that necessitates direct access to the control plane node to verify using commands like `stat`. The first AI's suggestion to use `kubectl` does not address the file system ownership check, making manual verification necessary.",,"1. Log in to the control plane node where the Kubernetes controller manager is running. 2. Execute the command: `stat -c %U:%G /etc/kubernetes/manifests/kube-controller-manager.yaml`. 3. Verify that the output of the command shows `root:root` as the ownership. 4. If the ownership is not `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-controller-manager.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is correctly set.",Yes,2025-11-02T17:46:31.820188
1.1.5,cis-k8s-k8s124-v100-1-1-5,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the scheduler pod specification file permissions are set to 600 or more restrictive,Ensure that the scheduler pod specification file has permissions of 600 or more restrictive.,The scheduler pod specification file controls various parameters that set the behavior of the Scheduler service in the master node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/manifests/kube-scheduler.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-scheduler/,1 Section,Automated,"By default, kube-scheduler.yaml file has permissions of 640 .",,Manual,HIGH,,"Both AI opinions agree that this compliance control requires manual intervention because it involves checking file permissions on the host filesystem, which is not accessible through Kubernetes APIs or kubectl. The task requires SSH access to the Control Plane node to verify and potentially modify file permissions, making it outside the scope of Kubernetes-native automation capabilities.",,"1. SSH into the Control Plane node where the Kubernetes scheduler is running. 2. Execute the command: `stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml`. 3. Verify that the output shows file permissions of 600 or more restrictive (e.g., 600, 400). 4. If the permissions are not 600 or more restrictive, run the command: `chmod 600 /etc/kubernetes/manifests/kube-scheduler.yaml` to remediate the issue.",Yes,2025-11-02T19:01:37.217788,Manual,HIGH,,"Both AI opinions agree that this compliance control requires manual intervention because it involves checking file permissions on the host filesystem, which is not accessible through Kubernetes APIs or kubectl. The task requires SSH access to the Control Plane node to verify and potentially modify file permissions, making it outside the scope of Kubernetes-native automation capabilities.",,"1. SSH into the Control Plane node where the Kubernetes scheduler is running. 2. Execute the command: `stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml`. 3. Verify that the output shows file permissions of 600 or more restrictive (e.g., 600, 400). 4. If the permissions are not 600 or more restrictive, run the command: `chmod 600 /etc/kubernetes/manifests/kube-scheduler.yaml` to remediate the issue.",Yes,2025-11-02T19:01:37.217788
1.1.6,cis-k8s-k8s124-v100-1-1-6,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the scheduler pod specification file ownership is set to root:root,Ensure that the scheduler pod specification file ownership is set to root:root .,The scheduler pod specification file controls various parameters that set the behavior of the kube-scheduler service in the master node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-scheduler/,1 Section,Automated,"By default, kube-scheduler.yaml file ownership is set to root:root .",,Manual,HIGH,,"The compliance control requires checking the file ownership of the scheduler pod specification file on the host filesystem, which cannot be automated through Kubernetes APIs or kubectl commands. Both AI opinions acknowledge that this check involves direct interaction with the host's file system, which necessitates a manual approach.",,"1. Access the control plane node where the kube-scheduler is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml` to check the ownership of the scheduler pod specification file. 3. Verify that the output of the command shows `root:root` as the owner and group. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T17:48:33.595695,Manual,HIGH,,"The compliance control requires checking the file ownership of the scheduler pod specification file on the host filesystem, which cannot be automated through Kubernetes APIs or kubectl commands. Both AI opinions acknowledge that this check involves direct interaction with the host's file system, which necessitates a manual approach.",,"1. Access the control plane node where the kube-scheduler is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml` to check the ownership of the scheduler pod specification file. 3. Verify that the output of the command shows `root:root` as the owner and group. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T17:48:33.595695
1.1.7,cis-k8s-k8s124-v100-1-1-7,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the etcd pod specification file permissions are set to 600 or more restrictive,Ensure that the /etc/kubernetes/manifests/etcd.yaml file has permissions of 600 or more restrictive.,The etcd pod specification file /etc/kubernetes/manifests/etcd.yaml controls various parameters that set the behavior of the etcd service in the master node. etcd is a highly- available key-value store which Kubernetes uses for persistent storage of all of its REST API object. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/etcd.yaml Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/manifests/etcd.yaml",• Level 1 - Master Node,None,1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, /etc/kubernetes/manifests/etcd.yaml file has permissions of 640 .",,Manual,HIGH,,"The compliance control requires checking and setting file permissions on the host operating system where the etcd pod specification file resides. This task involves accessing the file system directly, which cannot be achieved through Kubernetes APIs or kubectl, as these tools manage resources within the cluster and not the underlying node file systems. Both AI opinions recognize the need for manual intervention, with the second opinion suggesting potential automation through external configuration management tools, which is outside the scope of Kubernetes native capabilities.",,"1. SSH into the Control Plane node where the etcd pod specification file is located. 2. Run the command: `stat -c %a /etc/kubernetes/manifests/etcd.yaml` to check the current file permissions. 3. Verify that the output shows the permissions are set to 600 or more restrictive (e.g., 400, 500). 4. If the permissions are not compliant, run the command: `chmod 600 /etc/kubernetes/manifests/etcd.yaml` to set the correct permissions. 5. Confirm compliance by re-running the `stat` command to ensure the permissions are now set correctly.",Yes,2025-11-02T17:45:38.014429,Manual,HIGH,,"The compliance control requires checking and setting file permissions on the host operating system where the etcd pod specification file resides. This task involves accessing the file system directly, which cannot be achieved through Kubernetes APIs or kubectl, as these tools manage resources within the cluster and not the underlying node file systems. Both AI opinions recognize the need for manual intervention, with the second opinion suggesting potential automation through external configuration management tools, which is outside the scope of Kubernetes native capabilities.",,"1. SSH into the Control Plane node where the etcd pod specification file is located. 2. Run the command: `stat -c %a /etc/kubernetes/manifests/etcd.yaml` to check the current file permissions. 3. Verify that the output shows the permissions are set to 600 or more restrictive (e.g., 400, 500). 4. If the permissions are not compliant, run the command: `chmod 600 /etc/kubernetes/manifests/etcd.yaml` to set the correct permissions. 5. Confirm compliance by re-running the `stat` command to ensure the permissions are now set correctly.",Yes,2025-11-02T17:45:38.014429
1.1.8,cis-k8s-k8s124-v100-1-1-8,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the etcd pod specification file ownership is set to root:root,Ensure that the /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root .,The etcd pod specification file /etc/kubernetes/manifests/etcd.yaml controls various parameters that set the behavior of the etcd service in the master node. etcd is a highly- available key-value store which Kubernetes uses for persistent storage of all of its REST API object. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/etcd.yaml",• Level 1 - Master Node,None,1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root .",,Manual,HIGH,,"The control requires verifying the file ownership of `/etc/kubernetes/manifests/etcd.yaml` on the host file system, which is not accessible through Kubernetes APIs or kubectl commands. This task inherently requires direct access to the host's file system to execute commands like `stat` or `chown`, which cannot be automated through Kubernetes interfaces.",,"1. SSH into the Control Plane node where the etcd pod is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml` to check the current ownership of the file. 3. Verify that the output shows `root:root` as the owner and group. 4. If the ownership is incorrect, run `chown root:root /etc/kubernetes/manifests/etcd.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now set to `root:root`.",Yes,2025-11-02T18:56:46.384539,Manual,HIGH,,"The control requires verifying the file ownership of `/etc/kubernetes/manifests/etcd.yaml` on the host file system, which is not accessible through Kubernetes APIs or kubectl commands. This task inherently requires direct access to the host's file system to execute commands like `stat` or `chown`, which cannot be automated through Kubernetes interfaces.",,"1. SSH into the Control Plane node where the etcd pod is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml` to check the current ownership of the file. 3. Verify that the output shows `root:root` as the owner and group. 4. If the ownership is incorrect, run `chown root:root /etc/kubernetes/manifests/etcd.yaml` to correct it. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now set to `root:root`.",Yes,2025-11-02T18:56:46.384539
1.1.9,cis-k8s-k8s124-v100-1-1-9,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the Container Network Interface file permissions are set to 600 or more restrictive,Ensure that the Container Network Interface files have permissions of 600 or more restrictive.,Container Network Interface provides various networking options for overlay networking. You should consult their documentation and restrict their respective file permissions to maintain the integrity of those files. Those files should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a <path/to/cni/files> Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 <path/to/cni/files>",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/concepts/cluster-administration/networking/,1 Section,Manual,NA,,Manual,HIGH,,"The task involves checking and setting file permissions on the host filesystem, which is outside the scope of Kubernetes APIs and cannot be managed directly through `kubectl` or other Kubernetes CLI tools. Both AI opinions agree that this requires manual inspection or could be automated through external scripts, but not through Kubernetes-native tools. The manual approach is necessary due to the need for direct interaction with the host's filesystem.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Navigate to the directory where the CNI files are stored, typically `/etc/cni/net.d/` or a similar path depending on your configuration. 3. Run the command: `stat -c %a <path/to/cni/files>` for each CNI file to check the file permissions. 4. Verify that the permissions returned are `600` or more restrictive (e.g., `400`, `500`). 5. If any file permissions are not compliant, run the command: `chmod 600 <path/to/cni/files>` to set the correct permissions. 6. Confirm compliance by re-running the `stat` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T17:58:42.610188,Manual,HIGH,,"The task involves checking and setting file permissions on the host filesystem, which is outside the scope of Kubernetes APIs and cannot be managed directly through `kubectl` or other Kubernetes CLI tools. Both AI opinions agree that this requires manual inspection or could be automated through external scripts, but not through Kubernetes-native tools. The manual approach is necessary due to the need for direct interaction with the host's filesystem.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Navigate to the directory where the CNI files are stored, typically `/etc/cni/net.d/` or a similar path depending on your configuration. 3. Run the command: `stat -c %a <path/to/cni/files>` for each CNI file to check the file permissions. 4. Verify that the permissions returned are `600` or more restrictive (e.g., `400`, `500`). 5. If any file permissions are not compliant, run the command: `chmod 600 <path/to/cni/files>` to set the correct permissions. 6. Confirm compliance by re-running the `stat` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T17:58:42.610188
1.1.10,cis-k8s-k8s124-v100-1-1-10,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the Container Network Interface file ownership is set to root:root,Ensure that the Container Network Interface files have ownership set to root:root .,Container Network Interface provides various networking options for overlay networking. You should consult their documentation and restrict their respective file permissions to maintain the integrity of those files. Those files should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G <path/to/cni/files> Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root <path/to/cni/files>",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/concepts/cluster-administration/networking/,1 Section,Manual,NA,,Manual,HIGH,,"The task involves checking and setting file ownership on the host's file system, which is outside the scope of Kubernetes APIs or kubectl capabilities. Both AI opinions acknowledge that while automation could be achieved through external scripts or configuration management tools, it cannot be directly automated using Kubernetes-native tools. Therefore, a manual approach is necessary for compliance verification and remediation.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Run the command `stat -c %U:%G <path/to/cni/files>` to check the ownership of the CNI files. 3. Verify that the output shows `root:root` as the owner and group. 4. If the ownership is not set to `root:root`, run the command `chown root:root <path/to/cni/files>` to change the ownership. 5. Re-run the `stat -c %U:%G <path/to/cni/files>` command to confirm that the ownership has been successfully updated to `root:root`.",Yes,2025-11-02T17:46:43.419981,Manual,HIGH,,"The task involves checking and setting file ownership on the host's file system, which is outside the scope of Kubernetes APIs or kubectl capabilities. Both AI opinions acknowledge that while automation could be achieved through external scripts or configuration management tools, it cannot be directly automated using Kubernetes-native tools. Therefore, a manual approach is necessary for compliance verification and remediation.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Run the command `stat -c %U:%G <path/to/cni/files>` to check the ownership of the CNI files. 3. Verify that the output shows `root:root` as the owner and group. 4. If the ownership is not set to `root:root`, run the command `chown root:root <path/to/cni/files>` to change the ownership. 5. Re-run the `stat -c %U:%G <path/to/cni/files>` command to confirm that the ownership has been successfully updated to `root:root`.",Yes,2025-11-02T17:46:43.419981
1.1.11,cis-k8s-k8s124-v100-1-1-11,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the etcd data directory permissions are set to 700 or more restrictive,Ensure that the etcd data directory has permissions of 700 or more restrictive.,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should not be readable or writable by any group members or the world.,"On the etcd server node, get the etcd data directory, passed as an argument --data- dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %a /var/lib/etcd Verify that the permissions are 700 or more restrictive.","On the etcd server node, get the etcd data directory, passed as an argument --data- dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chmod 700 /var/lib/etcd",• Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, etcd data directory has permissions of 755 .",,Manual,HIGH,,"The compliance control requires checking the file system permissions of the etcd data directory, which is not directly accessible or manageable through Kubernetes APIs or kubectl commands. Since etcd operates outside the Kubernetes cluster, verifying its data directory permissions necessitates direct server access, typically via SSH, to execute file system commands. Both AI opinions acknowledge the need for manual verification, with the second opinion suggesting potential automation through external scripts, but not through Kubernetes-native tools.",,"1. SSH into the etcd server node where etcd is running. 2. Execute `ps -ef | grep etcd` to identify the etcd process and locate the data directory specified by the `--data-dir` argument. 3. Use `stat -c %a /path/to/etcd/data-directory` to check the permissions of the identified etcd data directory. 4. Verify that the permissions are set to `700` or more restrictive (e.g., `600`). 5. If the permissions are not compliant, adjust them using `chmod 700 /path/to/etcd/data-directory`.",Yes,2025-11-02T18:20:03.655679,Manual,HIGH,,"The compliance control requires checking the file system permissions of the etcd data directory, which is not directly accessible or manageable through Kubernetes APIs or kubectl commands. Since etcd operates outside the Kubernetes cluster, verifying its data directory permissions necessitates direct server access, typically via SSH, to execute file system commands. Both AI opinions acknowledge the need for manual verification, with the second opinion suggesting potential automation through external scripts, but not through Kubernetes-native tools.",,"1. SSH into the etcd server node where etcd is running. 2. Execute `ps -ef | grep etcd` to identify the etcd process and locate the data directory specified by the `--data-dir` argument. 3. Use `stat -c %a /path/to/etcd/data-directory` to check the permissions of the identified etcd data directory. 4. Verify that the permissions are set to `700` or more restrictive (e.g., `600`). 5. If the permissions are not compliant, adjust them using `chmod 700 /path/to/etcd/data-directory`.",Yes,2025-11-02T18:20:03.655679
1.1.13,cis-k8s-k8s124-v100-1-1-13,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the admin.conf file permissions are set to 600,Ensure that the admin.conf file has permissions of 600 .,The admin.conf is the administrator kubeconfig file defining various settings for the administration of the cluster. This file contains private key and respective certificate allowed to fully manage the cluster. You should restrict its file permissions to maintain the integrity and confidentiality of the file. The file should be readable and writable by only the administrators on the system.,"Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/admin.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/admin.conf",• Level 1 - Master Node,None.,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/,1 Section,Automated,"By default, admin.conf has permissions of 600 .",,Manual,HIGH,,"The compliance control requires checking file permissions on the host node, which is outside the scope of Kubernetes API capabilities. The use of `kubectl exec` to access host-level file permissions is not a standard Kubernetes operation and assumes inappropriate access levels for pods. Therefore, a manual approach is necessary to ensure the file permissions are correctly set on the control plane node.",,"1. Log into the control plane node where the `admin.conf` file is located. 2. Execute the command `stat -c %a /etc/kubernetes/admin.conf` to check the current file permissions. 3. Verify that the output is `600` or more restrictive (e.g., `400`, `500`). 4. If the permissions are not set to `600`, run `chmod 600 /etc/kubernetes/admin.conf` to correct them. 5. Confirm the permissions have been updated by re-running the `stat` command.",Yes,2025-11-02T18:41:58.478208,Manual,HIGH,,"The compliance control requires checking file permissions on the host node, which is outside the scope of Kubernetes API capabilities. The use of `kubectl exec` to access host-level file permissions is not a standard Kubernetes operation and assumes inappropriate access levels for pods. Therefore, a manual approach is necessary to ensure the file permissions are correctly set on the control plane node.",,"1. Log into the control plane node where the `admin.conf` file is located. 2. Execute the command `stat -c %a /etc/kubernetes/admin.conf` to check the current file permissions. 3. Verify that the output is `600` or more restrictive (e.g., `400`, `500`). 4. If the permissions are not set to `600`, run `chmod 600 /etc/kubernetes/admin.conf` to correct them. 5. Confirm the permissions have been updated by re-running the `stat` command.",Yes,2025-11-02T18:41:58.478208
1.1.14,cis-k8s-k8s124-v100-1-1-14,CIS_Kubernetes_1.24_Benchmark_v1.0.0_PDF_-_ARCHIVE_,Ensure that the admin.conf file ownership is set to root:root,Ensure that the admin.conf file ownership is set to root:root .,The admin.conf file contains the admin credentials for the cluster. You should set its file ownership to maintain the integrity and confidentiality of the file. The file should be owned by root:root.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/admin.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/admin.conf",• Level 1 - Master Node,None.,1. https://kubernetes.io/docs/admin/kubeadm/,1 Section,Automated,"By default, admin.conf file ownership is set to root:root .",,Manual,HIGH,,"The admin.conf file resides on the host file system of the control plane node, not within a Kubernetes pod or accessible via the Kubernetes API. Therefore, verifying its ownership requires direct access to the node's file system, which cannot be achieved through Kubernetes APIs or kubectl commands alone. The second AI opinion correctly identifies that this check cannot be automated using Kubernetes capabilities, as it involves file system-level operations on the host.",,"1. SSH into the control plane node where the Kubernetes cluster is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/admin.conf` to check the ownership of the admin.conf file. 3. Verify that the output of the command is `root:root`. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/admin.conf` to correct it. 5. Confirm compliance by re-running the `stat` command and ensuring the ownership is now correctly set.",Yes,2025-11-02T18:49:11.870968,Manual,HIGH,,"The admin.conf file resides on the host file system of the control plane node, not within a Kubernetes pod or accessible via the Kubernetes API. Therefore, verifying its ownership requires direct access to the node's file system, which cannot be achieved through Kubernetes APIs or kubectl commands alone. The second AI opinion correctly identifies that this check cannot be automated using Kubernetes capabilities, as it involves file system-level operations on the host.",,"1. SSH into the control plane node where the Kubernetes cluster is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/admin.conf` to check the ownership of the admin.conf file. 3. Verify that the output of the command is `root:root`. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/admin.conf` to correct it. 5. Confirm compliance by re-running the `stat` command and ensuring the ownership is now correctly set.",Yes,2025-11-02T18:49:11.870968
