rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
gcp.iam.audit.custom_role_create,gcp,iam,iam,high,GCP IAM: Custom Role with Sensitive Permissions Created,A custom IAM role was created. Custom roles with overly broad permissions can bypass least-privilege controls.,log,privilege_escalation,privilege_escalation,T1548,75,identity_and_access_management,create,iam_posture,gcp_rule_ciem/iam/gcp.iam.audit.custom_role_create.yaml
gcp.iam.audit.domain_wide_delegation_granted,gcp,iam,iam,critical,GCP IAM: Domain-Wide Delegation Granted to Service Account,"Domain-wide delegation was granted to a service account, allowing it to impersonate any user in the Google Workspace domain.",log,privilege_escalation,privilege_escalation;credential_access,T1098,97,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/iam/gcp.iam.audit.domain_wide_delegation_granted.yaml
gcp.iam.audit.organization_policy_modified,gcp,iam,iam,critical,GCP IAM: Organization Policy Modified,An Organization Policy constraint was modified. Attackers with org-level access may remove security constraints to enable further exploitation.,log,defense_evasion,defense_evasion,T1562,95,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/iam/gcp.iam.audit.organization_policy_modified.yaml
gcp.iam.audit.sa_delete,gcp,iam,iam,high,GCP IAM: Service Account Deleted,A service account was deleted. Deletion of service accounts used by workloads can cause outages and is a common impact technique.,log,impact,impact,T1531,80,impact,delete,workload_posture,gcp_rule_ciem/iam/gcp.iam.audit.sa_delete.yaml
gcp.iam.audit.sa_disabled,gcp,iam,iam,high,GCP IAM: Service Account Disabled,A service account was disabled. An attacker may disable production service accounts to cause service disruption or cover lateral movement.,log,impact,impact,T1531,74,impact,delete,workload_posture,gcp_rule_ciem/iam/gcp.iam.audit.sa_disabled.yaml
gcp.iam.audit.service_account_impersonation,gcp,iam,iam,critical,GCP IAM: Service Account Impersonation via generateAccessToken,A principal generated a short-lived token by impersonating a service account. Attackers use impersonation to escalate to higher-privileged service accounts.,log,privilege_escalation,privilege_escalation,T1548,92,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/iam/gcp.iam.audit.service_account_impersonation.yaml
gcp.iam.audit.service_account_key_create,gcp,iam,iam,high,GCP IAM: Service Account Key Created,A new service account key was created. Keys are long-lived credentials that can be exported and reused outside GCP; prefer short-lived tokens via Workload Identity.,log,credential_access,credential_access,T1552,78,identity_and_access_management,create,iam_posture,gcp_rule_ciem/iam/gcp.iam.audit.service_account_key_create.yaml
gcp.iam.audit.service_account_key_delete,gcp,iam,iam,medium,GCP IAM: Service Account Key Deleted,A service account key was deleted. This may indicate an attacker covering tracks or disrupting legitimate access.,log,defense_evasion,defense_evasion,T1070,62,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/iam/gcp.iam.audit.service_account_key_delete.yaml
gcp.iam.audit.workload_identity_pool_create,gcp,iam,iam,high,GCP IAM: Workload Identity Pool Created,"A Workload Identity Pool was created, allowing external identities to impersonate service accounts. Misconfigured pools can permit unauthorized cross-cloud access.",log,initial_access,initial_access;privilege_escalation,T1078,80,threat_detection,create,threat_posture,gcp_rule_ciem/iam/gcp.iam.audit.workload_identity_pool_create.yaml
gcp.iam.credentials.generate_access_token,gcp,iam,iam,high,IAM Credentials: Service Account Access Token Generated,Access token generated for another service account via GenerateAccessToken — service account impersonation for lateral movement.,log,lateral_movement,lateral_movement;privilege_escalation,T1548,78,network_security_and_connectivity,network,network_posture,gcp_rule_ciem/iam/gcp.iam.credentials.generate_access_token.yaml
gcp.iam.credentials.sign_blob,gcp,iam,iam,medium,IAM Credentials: Service Account Blob Signing,Arbitrary data blob signed using a service account key — may be used to forge authentication tokens for other GCP services.,log,credential_access,credential_access,T1552.001,62,identity_and_access_management,read,iam_posture,gcp_rule_ciem/iam/gcp.iam.credentials.sign_blob.yaml
gcp.identityplatform.audit.allowed_domains_cleared,gcp,identityplatform,identityplatform,high,Identity Platform: Allowed Domains List Cleared,"The authorized domains list was cleared for Identity Platform. Without domain restrictions, any domain can be used for OAuth redirects.",log,initial_access,initial_access,T1078,80,threat_detection,create,threat_posture,gcp_rule_ciem/identityplatform/gcp.identityplatform.audit.allowed_domains_cleared.yaml
gcp.identityplatform.audit.mfa_disabled,gcp,identityplatform,identityplatform,critical,Identity Platform: MFA Disabled for Tenant,"Multi-factor authentication enforcement was disabled for an Identity Platform tenant, weakening account takeover protections.",log,defense_evasion,defense_evasion;initial_access,T1556,90,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/identityplatform/gcp.identityplatform.audit.mfa_disabled.yaml
gcp.kms.activity.destroy_crypto_key_version,gcp,kms,kms,critical,KMS: Crypto Key Version Destroyed,KMS crypto key version destruction scheduled or executed — data encrypted with this key becomes permanently unrecoverable; ransomware indicator.,log,impact,impact,T1485,95,impact,delete,workload_posture,gcp_rule_ciem/kms/gcp.kms.activity.destroy_crypto_key_version.yaml
gcp.kms.activity.disable_crypto_key_version,gcp,kms,kms,high,KMS: Crypto Key Version Disabled,"KMS crypto key version disabled — encrypted resources (disks, secrets, BigQuery) become inaccessible; potential ransomware or service disruption.",log,impact,impact;defense_evasion,T1485,85,impact,delete,workload_posture,gcp_rule_ciem/kms/gcp.kms.activity.disable_crypto_key_version.yaml
gcp.kms.activity.set_iam_policy,gcp,kms,kms,high,KMS: Crypto Key IAM Policy Modified,"IAM policy modified on a KMS key — may grant decrypt access to unauthorized principals, enabling access to all resources encrypted with this key.",log,privilege_escalation,privilege_escalation;credential_access,T1098.003,82,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/kms/gcp.kms.activity.set_iam_policy.yaml
gcp.kms.audit.key_destroyed,gcp,kms,kms,critical,GCP KMS: Cryptographic Key Destroyed,A Cloud KMS key version was scheduled for destruction or destroyed. This renders encrypted data permanently inaccessible and is a critical impact event.,log,impact,impact,T1486,98,impact,delete,workload_posture,gcp_rule_ciem/kms/gcp.kms.audit.key_destroyed.yaml
gcp.kms.audit.key_disabled,gcp,kms,kms,high,GCP KMS: Cryptographic Key Disabled,A Cloud KMS key version was disabled. Disabling keys used by running workloads causes decryption failures and service outages.,log,impact,impact,T1531,85,impact,delete,workload_posture,gcp_rule_ciem/kms/gcp.kms.audit.key_disabled.yaml
gcp.kms.audit.keyring_iam_modified,gcp,kms,kms,high,GCP KMS: KeyRing IAM Policy Modified,The IAM policy on a Cloud KMS keyring was modified. Granting decrypt permissions to external identities allows key material misuse.,log,credential_access,credential_access,T1552,80,identity_and_access_management,read,iam_posture,gcp_rule_ciem/kms/gcp.kms.audit.keyring_iam_modified.yaml
gcp.logging.activity.delete_exclusion,gcp,logging,logging,medium,Logging: Log Exclusion Deleted,Log exclusion filter deleted — change to what events are captured; may indicate attempt to remove a filter that was hiding attacker activity.,log,defense_evasion,defense_evasion,T1562.008,55,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/logging/gcp.logging.activity.delete_exclusion.yaml
gcp.logging.activity.delete_log_bucket,gcp,logging,logging,high,Logging: Log Bucket Deleted,"Cloud Logging bucket deleted — stored audit logs destroyed, eliminating forensic evidence of preceding activity.",log,defense_evasion,defense_evasion,T1562.008,88,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/logging/gcp.logging.activity.delete_log_bucket.yaml
gcp.logging.activity.delete_sink,gcp,logging,logging,critical,Logging: Log Export Sink Deleted,"Cloud Logging export sink deleted — audit log stream interrupted, preventing log export to SIEM or Cloud Storage.",log,defense_evasion,defense_evasion,T1562.008,92,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/logging/gcp.logging.activity.delete_sink.yaml
gcp.logging.activity.update_log_bucket,gcp,logging,logging,high,Logging: Log Bucket Retention Modified,Cloud Logging bucket updated — retention period may have been shortened or bucket lock disabled to facilitate log deletion.,log,defense_evasion,defense_evasion,T1562.008,75,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/logging/gcp.logging.activity.update_log_bucket.yaml
gcp.logging.activity.update_sink,gcp,logging,logging,high,Logging: Log Export Sink Updated,Log export sink configuration changed — filter may have been modified to exclude admin activity or data access logs.,log,defense_evasion,defense_evasion,T1562.008,80,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/logging/gcp.logging.activity.update_sink.yaml
gcp.logging.audit.access_transparency_disabled,gcp,logging,logging,high,GCP Logging: Access Transparency Disabled,"Access Transparency logging was disabled, removing visibility into Google staff access to customer data.",log,defense_evasion,defense_evasion,T1562,70,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/logging/gcp.logging.audit.access_transparency_disabled.yaml
gcp.logging.audit.audit_config_deleted,gcp,logging,logging,critical,GCP Logging: Audit Config Deleted,"Cloud Audit configuration was removed, stopping data/admin activity logging for a service. Attackers disable audit configs before performing unauthorized operations.",log,defense_evasion,defense_evasion,T1562,93,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/logging/gcp.logging.audit.audit_config_deleted.yaml
gcp.logging.audit.log_bucket_deleted,gcp,logging,logging,critical,GCP Logging: Log Bucket Deleted,"A Cloud Logging log bucket was deleted, permanently removing stored log data. This may be evidence tampering.",log,defense_evasion,defense_evasion,T1070,90,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/logging/gcp.logging.audit.log_bucket_deleted.yaml
gcp.logging.audit.log_sink_deleted,gcp,logging,logging,high,GCP Logging: Log Sink Deleted,"A log sink was deleted, stopping export of audit logs to a SIEM or storage. Adversaries delete sinks to blind defenders.",log,defense_evasion,defense_evasion,T1562,85,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/logging/gcp.logging.audit.log_sink_deleted.yaml
gcp.logging.audit.metric_alert_deleted,gcp,logging,logging,high,GCP Logging: Log-Based Metric Alert Policy Deleted,"An alerting policy based on log-based metrics was deleted, disabling security alerts for specific log events.",log,defense_evasion,defense_evasion,T1562,78,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/logging/gcp.logging.audit.metric_alert_deleted.yaml
gcp.orgpolicy.activity.create_policy,gcp,orgpolicy,orgpolicy,high,Org Policy: Custom Policy Created,"Organization policy created — may override security-critical constraints such as public IP restrictions, service account key creation, or resource location policies.",log,defense_evasion,defense_evasion,T1562.001,78,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/orgpolicy/gcp.orgpolicy.activity.create_policy.yaml
gcp.orgpolicy.activity.update_policy,gcp,orgpolicy,orgpolicy,high,Org Policy: Security Constraint Policy Updated,"Organization policy modified — existing security guardrail may have been relaxed or disabled, removing enforcement of critical security constraints.",log,defense_evasion,defense_evasion,T1562.001,82,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/orgpolicy/gcp.orgpolicy.activity.update_policy.yaml
gcp.pubsub.activity.subscription_create,gcp,pubsub,pubsub,medium,Pub/Sub: Subscription Created on Sensitive Topic,Pub/Sub subscription created — may establish a collection channel consuming log or event messages from security-critical topics.,log,collection,collection,T1530,55,data_protection_and_privacy,create,data_security_posture,gcp_rule_ciem/pubsub/gcp.pubsub.activity.subscription_create.yaml
gcp.pubsub.activity.topic_delete,gcp,pubsub,pubsub,medium,Pub/Sub: Topic Deleted,Pub/Sub topic deleted — disrupts event-driven integrations; may disable security alerting pipelines if the topic was used for SIEM forwarding.,log,defense_evasion,defense_evasion;impact,T1562.001,60,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/pubsub/gcp.pubsub.activity.topic_delete.yaml
gcp.pubsub.audit.subscription_created_external,gcp,pubsub,pubsub,high,Pub/Sub: Subscription Created with External Push Endpoint,A Pub/Sub push subscription was created with an external HTTPS endpoint. Attackers create external subscriptions to exfiltrate event streams.,log,data_exfiltration,exfiltration,T1537,82,data_protection_and_privacy,create,data_security_posture,gcp_rule_ciem/pubsub/gcp.pubsub.audit.subscription_created_external.yaml
gcp.pubsub.audit.topic_iam_policy_modified,gcp,pubsub,pubsub,medium,Pub/Sub: Topic IAM Policy Modified,The IAM policy on a Pub/Sub topic was modified. Granting publish access to external identities may enable unauthorized event injection.,log,initial_access,initial_access,T1078,65,threat_detection,create,threat_posture,gcp_rule_ciem/pubsub/gcp.pubsub.audit.topic_iam_policy_modified.yaml
gcp.resourcemanager.activity.create_project,gcp,resourcemanager,resourcemanager,medium,Resource Manager: New GCP Project Created,New GCP project created — adversaries may create shadow projects outside normal billing and security monitoring to operate covertly.,log,persistence,persistence,T1136.003,60,identity_and_access_management,create,iam_posture,gcp_rule_ciem/resourcemanager/gcp.resourcemanager.activity.create_project.yaml
gcp.resourcemanager.activity.delete_project,gcp,resourcemanager,resourcemanager,critical,Resource Manager: GCP Project Deleted,"GCP project deletion initiated — destroys all resources, audit logs, and data in the project; potential ransomware or cover-tracks operation.",log,impact,impact,T1485,95,impact,delete,workload_posture,gcp_rule_ciem/resourcemanager/gcp.resourcemanager.activity.delete_project.yaml
gcp.resourcemanager.activity.set_org_iam_policy,gcp,resourcemanager,resourcemanager,critical,Resource Manager: Organization-Level IAM Policy Modified,IAM policy set on the GCP organization — grants roles affecting all projects and folders; adversary with org-level Owner access controls entire tenant.,log,privilege_escalation,privilege_escalation,T1098.003,96,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/resourcemanager/gcp.resourcemanager.activity.set_org_iam_policy.yaml
gcp.resourcemanager.audit.folder_iam_modified,gcp,resourcemanager,resourcemanager,high,GCP: Folder IAM Policy Modified,The IAM policy on a GCP folder was modified. Folder-level IAM changes propagate to all projects and resources within the folder.,log,privilege_escalation,privilege_escalation,T1548,85,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/resourcemanager/gcp.resourcemanager.audit.folder_iam_modified.yaml
gcp.resourcemanager.audit.project_deleted,gcp,resourcemanager,resourcemanager,critical,GCP: Project Deleted,"A GCP project was deleted. Project deletion removes all resources including data, VMs, and service configurations.",log,impact,impact,T1485,98,impact,delete,workload_posture,gcp_rule_ciem/resourcemanager/gcp.resourcemanager.audit.project_deleted.yaml
gcp.scc.activity.bulk_mute_findings,gcp,scc,scc,high,SCC: Security Findings Bulk Muted,Security Command Center findings muted in bulk — security alerts suppressed to prevent analyst investigation of ongoing attack.,log,defense_evasion,defense_evasion,T1562.001,85,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/scc/gcp.scc.activity.bulk_mute_findings.yaml
gcp.scc.activity.delete_notification_config,gcp,scc,scc,high,SCC: Notification Configuration Deleted,Security Command Center notification config deleted — real-time security alerts to Pub/Sub or SIEM disabled.,log,defense_evasion,defense_evasion,T1562.001,82,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/scc/gcp.scc.activity.delete_notification_config.yaml
gcp.scc.activity.update_source,gcp,scc,scc,medium,SCC: Security Source Updated,Security Command Center source configuration modified — threat detection rules or source integrations altered.,log,defense_evasion,defense_evasion,T1562.001,60,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/scc/gcp.scc.activity.update_source.yaml
gcp.scc.audit.finding_muted,gcp,scc,scc,high,SCC: Security Finding Muted,A Security Command Center finding was muted. Mass muting of findings may indicate an attacker suppressing alerts about their own activity.,log,defense_evasion,defense_evasion,T1562,80,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/scc/gcp.scc.audit.finding_muted.yaml
gcp.scc.audit.notification_config_deleted,gcp,scc,scc,high,SCC: Notification Config Deleted,"An SCC notification configuration was deleted, stopping security alerts from being forwarded to Pub/Sub or SIEM.",log,defense_evasion,defense_evasion,T1562,78,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/scc/gcp.scc.audit.notification_config_deleted.yaml
gcp.secretmanager.activity.delete_secret,gcp,secretmanager,secretmanager,high,Secret Manager: Secret Deleted,"Secret deleted from Secret Manager — credential removed, potentially disrupting application authentication or covering tracks.",log,impact,impact,T1485,75,cryptography_and_key_management,delete,workload_posture,gcp_rule_ciem/secretmanager/gcp.secretmanager.activity.delete_secret.yaml
gcp.secretmanager.activity.destroy_secret_version,gcp,secretmanager,secretmanager,high,Secret Manager: Secret Version Destroyed,Secret version permanently destroyed — credential rotations disrupted or key material deleted to cover attacker tracks.,log,impact,impact;defense_evasion,T1485,80,cryptography_and_key_management,delete,workload_posture,gcp_rule_ciem/secretmanager/gcp.secretmanager.activity.destroy_secret_version.yaml
gcp.secretmanager.audit.replication_policy_changed,gcp,secretmanager,secretmanager,medium,GCP Secret Manager: Secret Replication Policy Changed,"A secret's replication policy was changed, potentially restricting availability or moving data to an unintended region.",log,defense_evasion,defense_evasion,T1562,58,cryptography_and_key_management,modify,security_posture,gcp_rule_ciem/secretmanager/gcp.secretmanager.audit.replication_policy_changed.yaml
gcp.secretmanager.audit.secret_accessed,gcp,secretmanager,secretmanager,high,GCP Secret Manager: Secret Version Accessed,A secret version was accessed (accessed/payload retrieved). Unusual access patterns may indicate credential theft.,log,credential_access,credential_access,T1552,75,cryptography_and_key_management,read,iam_posture,gcp_rule_ciem/secretmanager/gcp.secretmanager.audit.secret_accessed.yaml
gcp.secretmanager.audit.secret_deleted,gcp,secretmanager,secretmanager,high,GCP Secret Manager: Secret Deleted,A secret and all its versions were deleted. Deletion of secrets used by workloads causes authentication failures.,log,impact,impact,T1531,82,cryptography_and_key_management,delete,workload_posture,gcp_rule_ciem/secretmanager/gcp.secretmanager.audit.secret_deleted.yaml
gcp.secretmanager.data_access.access_secret_version,gcp,secretmanager,secretmanager,high,Secret Manager: Secret Version Accessed,"Secret Manager secret version accessed — credentials, API keys, or TLS certificates retrieved; access by unexpected principal indicates credential harvesting.",log,credential_access,credential_access,T1552.001,78,cryptography_and_key_management,read,iam_posture,gcp_rule_ciem/secretmanager/gcp.secretmanager.data_access.access_secret_version.yaml
gcp.sql.activity.export_instance,gcp,sql,sql,high,Cloud SQL: Database Export Executed,"Cloud SQL database exported to GCS — full database dump created, which may contain PII, credentials, or sensitive business data.",log,data_exfiltration,collection;exfiltration,T1530,80,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/sql/gcp.sql.activity.export_instance.yaml
gcp.sql.activity.instance_delete,gcp,sql,sql,high,Cloud SQL: Database Instance Deleted,Cloud SQL instance deleted — loss of managed database service; may be irreversible without automated backup.,log,impact,impact,T1485,85,impact,delete,workload_posture,gcp_rule_ciem/sql/gcp.sql.activity.instance_delete.yaml
gcp.sql.activity.user_insert,gcp,sql,sql,medium,Cloud SQL: New Database User Created,New Cloud SQL user created — unauthorized database account may provide persistent access to database contents.,log,persistence,persistence,T1136.003,62,identity_and_access_management,create,iam_posture,gcp_rule_ciem/sql/gcp.sql.activity.user_insert.yaml
gcp.sql.audit.backup_disabled,gcp,sql,sql,high,Cloud SQL: Automated Backups Disabled,"Automated backups were disabled on a Cloud SQL instance. Without backups, database recovery after destruction is impossible.",log,impact,impact,T1485,78,impact,delete,workload_posture,gcp_rule_ciem/sql/gcp.sql.audit.backup_disabled.yaml
gcp.sql.audit.instance_deleted,gcp,sql,sql,high,Cloud SQL: Database Instance Deleted,"A Cloud SQL instance was deleted. Without backups, this action results in permanent data loss.",log,impact,impact,T1485,88,impact,delete,workload_posture,gcp_rule_ciem/sql/gcp.sql.audit.instance_deleted.yaml
gcp.sql.audit.instance_public_ip_enabled,gcp,sql,sql,critical,Cloud SQL: Public IP Enabled on Instance,A Cloud SQL instance was configured with a public IP address. Publicly accessible databases should always require SSL and authorised networks.,log,initial_access,initial_access,T1190,88,threat_detection,create,threat_posture,gcp_rule_ciem/sql/gcp.sql.audit.instance_public_ip_enabled.yaml
gcp.sql.audit.root_user_password_changed,gcp,sql,sql,critical,Cloud SQL: Root User Password Changed,The root database user password was changed on a Cloud SQL instance. Unauthorized root password changes grant full database access to attackers.,log,credential_access,credential_access;persistence,T1098,93,identity_and_access_management,modify,iam_posture,gcp_rule_ciem/sql/gcp.sql.audit.root_user_password_changed.yaml
gcp.sql.audit.ssl_disabled,gcp,sql,sql,high,Cloud SQL: SSL Requirement Disabled,"SSL was disabled for a Cloud SQL instance, allowing unencrypted connections that can be intercepted.",log,credential_access,credential_access,T1040,80,identity_and_access_management,read,iam_posture,gcp_rule_ciem/sql/gcp.sql.audit.ssl_disabled.yaml
gcp.storage.activity.bucket_delete,gcp,storage,storage,high,Storage: GCS Bucket Deleted,Cloud Storage bucket deleted — data destruction or evidence removal; may be irreversible without versioning enabled.,log,impact,impact,T1485,82,data_protection_and_privacy,delete,workload_posture,gcp_rule_ciem/storage/gcp.storage.activity.bucket_delete.yaml
gcp.storage.activity.bucket_update_acl,gcp,storage,storage,high,Storage: GCS Bucket ACL Updated,GCS bucket ACL modified — legacy ACL change may grant public read/write access bypassing uniform bucket-level access controls.,log,data_exfiltration,exfiltration,T1530,75,data_protection_and_privacy,modify,data_security_posture,gcp_rule_ciem/storage/gcp.storage.activity.bucket_update_acl.yaml
gcp.storage.activity.objects_bulk_delete,gcp,storage,storage,high,Storage: Bulk GCS Object Deletion,Multiple GCS objects deleted in short succession — large-scale data destruction or evidence removal.,log,impact,impact,T1485,85,data_protection_and_privacy,delete,workload_posture,gcp_rule_ciem/storage/gcp.storage.activity.objects_bulk_delete.yaml
gcp.storage.activity.set_iam_policy,gcp,storage,storage,critical,Storage: GCS Bucket IAM Policy Modified (Public Access),"IAM policy modified on a GCS bucket — may grant allUsers or allAuthenticatedUsers access, exposing data to the public internet.",log,data_exfiltration,exfiltration,T1530,90,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/storage/gcp.storage.activity.set_iam_policy.yaml
gcp.storage.audit.bucket_deleted,gcp,storage,storage,high,GCP Storage: Bucket Deleted,A GCS bucket was deleted. Bucket deletion is irreversible without versioning and may represent data destruction in a destructive attack.,log,impact,impact,T1485,85,data_protection_and_privacy,delete,workload_posture,gcp_rule_ciem/storage/gcp.storage.audit.bucket_deleted.yaml
gcp.storage.audit.bucket_made_public,gcp,storage,storage,critical,GCP Storage: Bucket Made Publicly Accessible,A GCS bucket was made publicly accessible via allUsers or allAuthenticatedUsers IAM binding. This can expose sensitive data to the internet.,log,data_exfiltration,exfiltration,T1530,98,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/storage/gcp.storage.audit.bucket_made_public.yaml
gcp.storage.audit.bucket_versioning_disabled,gcp,storage,storage,medium,GCP Storage: Bucket Versioning Disabled,"Object versioning was disabled on a GCS bucket. Without versioning, deleted or overwritten objects cannot be recovered.",log,impact,impact,T1485,65,data_protection_and_privacy,delete,workload_posture,gcp_rule_ciem/storage/gcp.storage.audit.bucket_versioning_disabled.yaml
gcp.storage.audit.hmac_key_created,gcp,storage,storage,high,GCP Storage: HMAC Key Created for Service Account,An HMAC key was created for a GCS service account. HMAC keys are long-lived credentials used for S3-compatible access and can be exported.,log,credential_access,credential_access,T1552,76,data_protection_and_privacy,create,iam_posture,gcp_rule_ciem/storage/gcp.storage.audit.hmac_key_created.yaml
gcp.storage.audit.retention_policy_deleted,gcp,storage,storage,critical,GCP Storage: Bucket Retention Policy Deleted,A retention policy was removed from a GCS bucket. This allows objects to be deleted before their retention period and may be part of a data destruction attack.,log,impact,impact,T1485,90,data_protection_and_privacy,delete,workload_posture,gcp_rule_ciem/storage/gcp.storage.audit.retention_policy_deleted.yaml
gcp.storage.audit.uniform_access_disabled,gcp,storage,storage,high,GCP Storage: Uniform Bucket-Level Access Disabled,"Uniform bucket-level access was disabled on a GCS bucket, re-enabling ACL-based permissions that can be harder to audit.",log,defense_evasion,defense_evasion,T1562,72,data_protection_and_privacy,modify,security_posture,gcp_rule_ciem/storage/gcp.storage.audit.uniform_access_disabled.yaml
gcp.storage.data_access.objects_bulk_read,gcp,storage,storage,high,Storage: Bulk GCS Object Read,High volume of GCS object reads by a single principal — indicative of data staging for exfiltration.,log,data_exfiltration,collection;exfiltration,T1530,78,data_protection_and_privacy,read,data_security_posture,gcp_rule_ciem/storage/gcp.storage.data_access.objects_bulk_read.yaml
