framework,control_id,title,csp_column,or_group_count,classification,classify_reason,current_cell,proposed_cell
CISA_CE,Booting Up-1,Employ a backup solution that automatically and continuously backs up critical data,azure_checks,7,AND_REQUIRED,title keyword,azure.sql.database.aurora_backup_enabled;azure.backup.policy.min_retention_configured;azure.backup.recovery.point_retention_configured;azure.cosmos.database.backup_enabled;azure.compute.vm.backup_enabled;azure.backup.policy.configured;azure.sql.database.backup_enabled,azure.sql.database.aurora_backup_enabled+azure.backup.policy.min_retention_configured+azure.backup.recovery.point_retention_configured+azure.cosmos.database.backup_enabled+azure.compute.vm.backup_enabled+azure.backup.policy.configured+azure.sql.database.backup_enabled
CISA_CE,Booting Up-1,Employ a backup solution that automatically and continuously backs up critical data,gcp_checks,9,AND_REQUIRED,title keyword,gcp.sql.audit.backup_disabled;gcp.compute.snapshot.backup_schedule_defined_min_frequency;gcp.storage.retention.retention_policies_defined;gcp.compute.snapshot.backup_destination_private_only;gcp.compute.snapshot.backup_encrypted_at_rest_cmek;gcp.compute.snapshot.backup_immutable_or_worm_enabled_wher,gcp.sql.audit.backup_disabled+gcp.compute.snapshot.backup_schedule_defined_min_frequency+gcp.storage.retention.retention_policies_defined+gcp.compute.snapshot.backup_destination_private_only+gcp.compute.snapshot.backup_encrypted_at_rest_cmek+gcp.compute.snapshot.backup_immutable_or_worm_enabled_wher
CISA_CE,Booting Up-1,Employ a backup solution that automatically and continuously backs up critical data,oracle_checks,9,AND_REQUIRED,title keyword,oci.database.autonomous_database.aurora_backup_enabled;oci.database.autonomous_database.plan_min_retention;oci.database.autonomous_database.recovery_point_retention;oci.compute.instance.backup_enabled;oci.file_storage.file_system.backup_enabled;oci.file_storage.file_system.have_backup_enabled;oci.da,oci.database.autonomous_database.aurora_backup_enabled+oci.database.autonomous_database.plan_min_retention+oci.database.autonomous_database.recovery_point_retention+oci.compute.instance.backup_enabled+oci.file_storage.file_system.backup_enabled+oci.file_storage.file_system.have_backup_enabled+oci.da
CISA_CE,Booting Up-1,Employ a backup solution that automatically and continuously backs up critical data,ibm_checks,4,AND_REQUIRED,title keyword,ibm.object_storage.bucket.retention_policy_configured;ibm.databases.backup.pitr_enabled;ibm.databases.backup.encrypted;ibm.vsi.backup.enabled,ibm.object_storage.bucket.retention_policy_configured+ibm.databases.backup.pitr_enabled+ibm.databases.backup.encrypted+ibm.vsi.backup.enabled
CISA_CE,Booting Up-1,Employ a backup solution that automatically and continuously backs up critical data,alicloud_checks,6,AND_REQUIRED,title keyword,alicloud.ack.plan.min_retention;alicloud.ack.recovery.point_retention;alicloud.ecs.backup.automated_enabled;alicloud.efs.backup.enabled;alicloud.efs.have.backup_enabled;alicloud.general.backup_enabled.configured,alicloud.ack.plan.min_retention+alicloud.ack.recovery.point_retention+alicloud.ecs.backup.automated_enabled+alicloud.efs.backup.enabled+alicloud.efs.have.backup_enabled+alicloud.general.backup_enabled.configured
CISA_CE,Booting Up-3,Enable automatic updates and patch quickly,aws_checks,4,AND_REQUIRED,title keyword,aws.ec2.instance.patch_compliance_status_check;aws.rds.instance.auto_minor_version_upgrade_configured;aws.elasticbeanstalk.resource.elasticbeanstalk_managed_updates_enabled;aws.redshift.cluster.maintenance_settings_configured,aws.ec2.instance.patch_compliance_status_check+aws.rds.instance.auto_minor_version_upgrade_configured+aws.elasticbeanstalk.resource.elasticbeanstalk_managed_updates_enabled+aws.redshift.cluster.maintenance_settings_configured
CISA_CE,Booting Up-3,Enable automatic updates and patch quickly,azure_checks,3,AND_REQUIRED,title keyword,azure.compute.vm.patch_compliance;azure.sql.database.auto_minor_version_upgrade;azure.synapse.cluster.maintenance_settings,azure.compute.vm.patch_compliance+azure.sql.database.auto_minor_version_upgrade+azure.synapse.cluster.maintenance_settings
CISA_CE,Booting Up-3,Enable automatic updates and patch quickly,gcp_checks,4,AND_REQUIRED,title keyword,gcp.osconfig.guest_policy.patch_compliance_configured;gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled;gcp.app.engine.managed_updates_enabled;gcp.dataproc.cluster.maintenance_window_configured,gcp.osconfig.guest_policy.patch_compliance_configured+gcp.sql.instance.cluster_minor_version_auto_upgrade_enabled+gcp.app.engine.managed_updates_enabled+gcp.dataproc.cluster.maintenance_window_configured
CISA_CE,Booting Up-3,Enable automatic updates and patch quickly,oracle_checks,4,AND_REQUIRED,title keyword,oci.compute.instance.patch_compliance;oci.database.autonomous_database.auto_minor_version_upgrade;oci.container_engine.node_pool.instances_managed_updates_enabled;oci.database.autonomous_database.maintenance_window_configured,oci.compute.instance.patch_compliance+oci.database.autonomous_database.auto_minor_version_upgrade+oci.container_engine.node_pool.instances_managed_updates_enabled+oci.database.autonomous_database.maintenance_window_configured
CISA_CE,Booting Up-3,Enable automatic updates and patch quickly,ibm_checks,4,AND_REQUIRED,title keyword,ibm.scc.audit.compliance_violation;ibm.iks.activity.cluster_config_update;ibm.cloud_databases.auto.minor_version_upgrade_configured;ibm.code.engine.managed_updates_enabled,ibm.scc.audit.compliance_violation+ibm.iks.activity.cluster_config_update+ibm.cloud_databases.auto.minor_version_upgrade_configured+ibm.code.engine.managed_updates_enabled
CISA_CE,Booting Up-3,Enable automatic updates and patch quickly,alicloud_checks,3,AND_REQUIRED,title keyword,alicloud.ecs.patch.compliance;alicloud.api.hosting.managed_updates_enabled;alicloud.analyticdb.cluster.maintenance_window_configured,alicloud.ecs.patch.compliance+alicloud.api.hosting.managed_updates_enabled+alicloud.analyticdb.cluster.maintenance_window_configured
CISA_CE,Booting Up-4,Implement secure configurations for hardware and software,aws_checks,5,AND_REQUIRED,title keyword,aws.ec2.instance.no_public_ip_configured;aws.ec2.security_group_ssh_restricted.ssh_access_restricted;aws.ec2.security_group_common_ports_restricted.common_ports_ingress_restricted;aws.s3.bucket.public_read_prohibited_configured;aws.s3.bucket.public_write_prohibited_configured,aws.ec2.instance.no_public_ip_configured+aws.ec2.security_group_ssh_restricted.ssh_access_restricted+aws.ec2.security_group_common_ports_restricted.common_ports_ingress_restricted+aws.s3.bucket.public_read_prohibited_configured+aws.s3.bucket.public_write_prohibited_configured
CISA_CE,Booting Up-4,Implement secure configurations for hardware and software,azure_checks,4,AND_REQUIRED,title keyword,azure.compute.virtual_machine.vm_no_public_ip_assigned;azure.compute.virtual_machine.vm_security_group_inbound_restricted;azure.storage.account.data_protection_bucket_policy_no_public_principals;azure.storage.activity_log.storage_container_public_write,azure.compute.virtual_machine.vm_no_public_ip_assigned+azure.compute.virtual_machine.vm_security_group_inbound_restricted+azure.storage.account.data_protection_bucket_policy_no_public_principals+azure.storage.activity_log.storage_container_public_write
CISA_CE,Booting Up-4,Implement secure configurations for hardware and software,gcp_checks,6,AND_REQUIRED,title keyword,gcp.compute.instance.instance_no_public_ip_unless_required;gcp.compute.instance.vm_security_group_inbound_restricted;gcp.compute.firewall.sg_ingress_only_required_ports;gcp.compute.firewall.net_sg_only_required_ports_open;gcp.storage.policy.bucket_policy_no_public_principals;gcp.storage.bucket.bucke,gcp.compute.instance.instance_no_public_ip_unless_required+gcp.compute.instance.vm_security_group_inbound_restricted+gcp.compute.firewall.sg_ingress_only_required_ports+gcp.compute.firewall.net_sg_only_required_ports_open+gcp.storage.policy.bucket_policy_no_public_principals+gcp.storage.bucket.bucke
CISA_CE,Booting Up-4,Implement secure configurations for hardware and software,oracle_checks,5,AND_REQUIRED,title keyword,oci.compute.instance.instance_no_public_ip;oci.compute.instance.securitygroup_ssh_restricted;oci.compute.instance.securitygroup_common_ports_restricted;oci.object_storage.bucket.storage_bucket_public_read_prohibited;oci.object_storage.bucket.storage_bucket_public_write_prohibited,oci.compute.instance.instance_no_public_ip+oci.compute.instance.securitygroup_ssh_restricted+oci.compute.instance.securitygroup_common_ports_restricted+oci.object_storage.bucket.storage_bucket_public_read_prohibited+oci.object_storage.bucket.storage_bucket_public_write_prohibited
CISA_CE,Booting Up-4,Implement secure configurations for hardware and software,ibm_checks,4,AND_REQUIRED,title keyword,ibm.vpc.instance.no_public_ip_address;ibm.vpc.security_group.no_unrestricted_ssh_access;ibm.object_storage.bucket.no_public_access;ibm.vsi.securitygroup.common_ports_restricted,ibm.vpc.instance.no_public_ip_address+ibm.vpc.security_group.no_unrestricted_ssh_access+ibm.object_storage.bucket.no_public_access+ibm.vsi.securitygroup.common_ports_restricted
CISA_CE,Booting Up-4,Implement secure configurations for hardware and software,alicloud_checks,5,AND_REQUIRED,title keyword,alicloud.ecs.instance.no_public_ip_assigned;alicloud.ecs.security_group.ssh_access_restricted_to_whitelist;alicloud.ecs.security_group.common_ports_access_restricted;alicloud.actiontrail.oss_bucket_public_access_blocked.configured;alicloud.actiontrail.oss_bucket_public_access_blocked_via_acl.configu,alicloud.ecs.instance.no_public_ip_assigned+alicloud.ecs.security_group.ssh_access_restricted_to_whitelist+alicloud.ecs.security_group.common_ports_access_restricted+alicloud.actiontrail.oss_bucket_public_access_blocked.configured+alicloud.actiontrail.oss_bucket_public_access_blocked_via_acl.configu
CISA_CE,Your Data-1,Learn what is happening on your network,aws_checks,5,AND_REQUIRED,default (strict),aws.cloudtrail.multi.trail_cloudtrail_region_enabled;aws.cloudtrail.cloudwatch.logging_enabled;aws.guardduty.is.guardduty_enabled;aws.vpc.cloudtrail.flow_logs_deleted;aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured,aws.cloudtrail.multi.trail_cloudtrail_region_enabled+aws.cloudtrail.cloudwatch.logging_enabled+aws.guardduty.is.guardduty_enabled+aws.vpc.cloudtrail.flow_logs_deleted+aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured
CISA_CE,Your Data-1,Learn what is happening on your network,azure_checks,4,AND_REQUIRED,default (strict),azure.monitor.log.enabled;azure.security.defender.enabled;azure.network.monitoring.flow_logs_enabled;azure.monitor.alert.alarm_configured,azure.monitor.log.enabled+azure.security.defender.enabled+azure.network.monitoring.flow_logs_enabled+azure.monitor.alert.alarm_configured
CISA_CE,Your Data-1,Learn what is happening on your network,gcp_checks,12,AND_REQUIRED,default (strict),gcp.aiplatform.endpoint.endpoint_logging_enabled;gcp.compute.firewall.firewall_logging_enabled;gcp.pubsub.firehose.firehose_logging_enabled;gcp.aiplatform.pipeline_job.pipeline_logging_enabled;gcp.appengine.application.app_logging_enabled;gcp.cloudfunctions.function.function_logging_and_tracing_enab,gcp.aiplatform.endpoint.endpoint_logging_enabled+gcp.compute.firewall.firewall_logging_enabled+gcp.pubsub.firehose.firehose_logging_enabled+gcp.aiplatform.pipeline_job.pipeline_logging_enabled+gcp.appengine.application.app_logging_enabled+gcp.cloudfunctions.function.function_logging_and_tracing_enab
CISA_CE,Your Data-1,Learn what is happening on your network,oracle_checks,6,AND_REQUIRED,default (strict),oci.audit.configuration.enabled;oci.audit.configuration.cloudwatch_logs_enabled;oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled;oci.virtual_network.vcn.flow_logs_enabled;oci.monitoring.alarm.alarm_configured,oci.audit.configuration.enabled+oci.audit.configuration.cloudwatch_logs_enabled+oci.cloud_guard.target.enabled+oci.cloud_guard.target.is_enabled+oci.virtual_network.vcn.flow_logs_enabled+oci.monitoring.alarm.alarm_configured
CISA_CE,Your Data-1,Learn what is happening on your network,ibm_checks,5,AND_REQUIRED,default (strict),ibm.logging.activity.activity_tracker_delete;ibm.vpc.flow_log.enabled_for_vpc;ibm.activity_tracker.monitoring_api_log_enabled;ibm.security_advisor.enabled;ibm.monitoring.alarm.configured,ibm.logging.activity.activity_tracker_delete+ibm.vpc.flow_log.enabled_for_vpc+ibm.activity_tracker.monitoring_api_log_enabled+ibm.security_advisor.enabled+ibm.monitoring.alarm.configured
CISA_CE,Your Data-1,Learn what is happening on your network,alicloud_checks,5,AND_REQUIRED,default (strict),alicloud.actiontrail.enabled.configured;alicloud.actiontrail.cloudwatch.logging_enabled;alicloud.actiontrail.threat.detection_enumeration;alicloud.cms.network.monitoring_flow_logs_enabled;alicloud.cloudmonitor.alarm.thresholds_configured,alicloud.actiontrail.enabled.configured+alicloud.actiontrail.cloudwatch.logging_enabled+alicloud.actiontrail.threat.detection_enumeration+alicloud.cms.network.monitoring_flow_logs_enabled+alicloud.cloudmonitor.alarm.thresholds_configured
CISA_CE,Your Data-2,Learn how your data is protected,aws_checks,5,AND_REQUIRED,default (strict),aws.s3.bucket.encryption_enabled;aws.s3.bucket.default_encryption_configured;aws.rds.cluster.storage_encrypted;aws.ebs.volume.snapshots_encrypted;aws.kms.key.not_scheduled_for_deletion_configured,aws.s3.bucket.encryption_enabled+aws.s3.bucket.default_encryption_configured+aws.rds.cluster.storage_encrypted+aws.ebs.volume.snapshots_encrypted+aws.kms.key.not_scheduled_for_deletion_configured
CISA_CE,Your Data-2,Learn how your data is protected,azure_checks,7,AND_REQUIRED,default (strict),azure.storage.account.encryption.cmk.check;azure.storage.account.infrastructure.encryption.enabled;azure.storage.account.data_protection_bucket_encryption_at_rest_enabled;azure.sql.storage.encrypted;azure.compute.virtual_machine.vm_root_volume_encrypted_cmek;azure.vm.disk.encrypted:az.compute_disk.c,azure.storage.account.encryption.cmk.check+azure.storage.account.infrastructure.encryption.enabled+azure.storage.account.data_protection_bucket_encryption_at_rest_enabled+azure.sql.storage.encrypted+azure.compute.virtual_machine.vm_root_volume_encrypted_cmek+azure.vm.disk.encrypted:az.compute_disk.c
CISA_CE,Your Data-2,Learn how your data is protected,gcp_checks,4,AND_REQUIRED,default (strict),gcp.storage.bucket.bucket_encryption_at_rest_enabled;gcp.storage.snapshot.snapshot_encrypted;gcp.compute.disk.disk_snapshots_encrypted;gcp.cloudkms.crypto_key.kms_key_deletion_requires_waiting_period,gcp.storage.bucket.bucket_encryption_at_rest_enabled+gcp.storage.snapshot.snapshot_encrypted+gcp.compute.disk.disk_snapshots_encrypted+gcp.cloudkms.crypto_key.kms_key_deletion_requires_waiting_period
CISA_CE,Your Data-2,Learn how your data is protected,oracle_checks,5,AND_REQUIRED,default (strict),oci.object_storage.bucket.bucket_encryption_enabled;oci.object_storage.bucket.storage_bucket_default_kms_encryption;oci.database.autonomous_database.storage_encrypted;oci.compute.instance.ebs_volume_encrypted;oci.key_management.key.key_not_scheduled_for_deletion,oci.object_storage.bucket.bucket_encryption_enabled+oci.object_storage.bucket.storage_bucket_default_kms_encryption+oci.database.autonomous_database.storage_encrypted+oci.compute.instance.ebs_volume_encrypted+oci.key_management.key.key_not_scheduled_for_deletion
CISA_CE,Your Data-2,Learn how your data is protected,ibm_checks,4,AND_REQUIRED,default (strict),ibm.object_storage.bucket.encryption_at_rest_enabled;ibm.databases.backup.encrypted;ibm.vpc.volume.encryption_enabled;ibm.kms.activity.key_protect_key_delete,ibm.object_storage.bucket.encryption_at_rest_enabled+ibm.databases.backup.encrypted+ibm.vpc.volume.encryption_enabled+ibm.kms.activity.key_protect_key_delete
CISA_CE,Your Data-2,Learn how your data is protected,alicloud_checks,5,AND_REQUIRED,default (strict),alicloud.ecs.ebs.default_encryption;alicloud.ecs.ebs.snapshots_encrypted;alicloud.cms.log.metric_filter_disable_or_scheduled_deletion_of_kms_cmk;alicloud.cms.metric.metric_filter_kms_key_deletion_or_disable_detected_filter_present;alicloud.oss.bucket.encryption_enabled,alicloud.ecs.ebs.default_encryption+alicloud.ecs.ebs.snapshots_encrypted+alicloud.cms.log.metric_filter_disable_or_scheduled_deletion_of_kms_cmk+alicloud.cms.metric.metric_filter_kms_key_deletion_or_disable_detected_filter_present+alicloud.oss.bucket.encryption_enabled
CISA_CE,Your Data-3,Leverage malware protection capabilities,aws_checks,2,AND_REQUIRED,default (strict),aws.guardduty.is.guardduty_enabled;aws.guardduty.no.guardduty_finding_high_severity_findings_configured,aws.guardduty.is.guardduty_enabled+aws.guardduty.no.guardduty_finding_high_severity_findings_configured
CISA_CE,Your Data-3,Leverage malware protection capabilities,azure_checks,2,AND_REQUIRED,default (strict),azure.security.defender.enabled;azure.security.defender.no_high_severity_findings,azure.security.defender.enabled+azure.security.defender.no_high_severity_findings
CISA_CE,Your Data-3,Leverage malware protection capabilities,gcp_checks,2,AND_REQUIRED,default (strict),gcp.security_command_center.source.detector_enabled_in_all_regions;gcp.securitycenter.scc.is_enabled,gcp.security_command_center.source.detector_enabled_in_all_regions+gcp.securitycenter.scc.is_enabled
CISA_CE,Your Data-3,Leverage malware protection capabilities,oracle_checks,3,AND_REQUIRED,default (strict),oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled;oci.cloud_guard.target.high_severity_findings_blocked,oci.cloud_guard.target.enabled+oci.cloud_guard.target.is_enabled+oci.cloud_guard.target.high_severity_findings_blocked
CISA_CE,Your Data-3,Leverage malware protection capabilities,ibm_checks,2,AND_REQUIRED,default (strict),ibm.scc.audit.high_finding;ibm.security_advisor.enabled,ibm.scc.audit.high_finding+ibm.security_advisor.enabled
CISA_CE,Your Data-3,Leverage malware protection capabilities,alicloud_checks,2,AND_REQUIRED,default (strict),alicloud.actiontrail.threat.detection_enumeration;alicloud.general.resource.security_center_no_high_severity_findings_present,alicloud.actiontrail.threat.detection_enumeration+alicloud.general.resource.security_center_no_high_severity_findings_present
CISA_CE,Your Data-4,Establish regular automated backups,aws_checks,4,AND_REQUIRED,title keyword,aws.backup.backupplan.backup_retention_minimum_configured;aws.backup.recoverypoint.recovery_point_retention_configured;aws.rds.instance.backup_enabled;aws.dynamodb.resource.dynamodb_pitr_enabled,aws.backup.backupplan.backup_retention_minimum_configured+aws.backup.recoverypoint.recovery_point_retention_configured+aws.rds.instance.backup_enabled+aws.dynamodb.resource.dynamodb_pitr_enabled
CISA_CE,Your Data-4,Establish regular automated backups,azure_checks,5,AND_REQUIRED,title keyword,azure.backup.policy.min_retention_configured;azure.backup.recovery.point_retention_configured;azure.sql.database.backup_enabled;azure.cosmos.database.pitr_enabled;azure.cosmos.table.pitr_enabled,azure.backup.policy.min_retention_configured+azure.backup.recovery.point_retention_configured+azure.sql.database.backup_enabled+azure.cosmos.database.pitr_enabled+azure.cosmos.table.pitr_enabled
CISA_CE,Your Data-4,Establish regular automated backups,gcp_checks,5,AND_REQUIRED,title keyword,gcp.compute.snapshot.backup_schedule_defined_min_frequency;gcp.storage.retention.retention_policies_defined;gcp.filestore.instance.backup_enabled;gcp.bigtable.table.global_table_pitr_enabled_where_supported;gcp.sql.backup.snapshot_encrypted,gcp.compute.snapshot.backup_schedule_defined_min_frequency+gcp.storage.retention.retention_policies_defined+gcp.filestore.instance.backup_enabled+gcp.bigtable.table.global_table_pitr_enabled_where_supported+gcp.sql.backup.snapshot_encrypted
CISA_CE,Your Data-4,Establish regular automated backups,oracle_checks,6,AND_REQUIRED,title keyword,oci.database.autonomous_database.plan_min_retention;oci.database.autonomous_database.recovery_point_retention;oci.database.autonomous_database.instance_backup_enabled;oci.nosql.table.pitr_enabled;oci.database.autonomous_database.backup_enabled;oci.database.cluster.backup_enabled,oci.database.autonomous_database.plan_min_retention+oci.database.autonomous_database.recovery_point_retention+oci.database.autonomous_database.instance_backup_enabled+oci.nosql.table.pitr_enabled+oci.database.autonomous_database.backup_enabled+oci.database.cluster.backup_enabled
CISA_CE,Your Data-4,Establish regular automated backups,ibm_checks,3,AND_REQUIRED,title keyword,ibm.object_storage.bucket.retention_policy_configured;ibm.databases.backup.encrypted;ibm.databases.backup.pitr_enabled,ibm.object_storage.bucket.retention_policy_configured+ibm.databases.backup.encrypted+ibm.databases.backup.pitr_enabled
CISA_CE,Your Data-4,Establish regular automated backups,alicloud_checks,3,AND_REQUIRED,title keyword,alicloud.ack.plan.min_retention;alicloud.ack.recovery.point_retention;alicloud.tablestore.pitr.enabled,alicloud.ack.plan.min_retention+alicloud.ack.recovery.point_retention+alicloud.tablestore.pitr.enabled
CISA_CE,Your Surroundings-2,Grant access based on need-to-know and least privilege,aws_checks,4,AND_REQUIRED,title keyword,aws.iam.policy.policy_enabled;aws.iam.user.no_inline_policies_configured;aws.iam.group.has_users_configured;aws.iam.user.in_group_configured,aws.iam.policy.policy_enabled+aws.iam.user.no_inline_policies_configured+aws.iam.group.has_users_configured+aws.iam.user.in_group_configured
CISA_CE,Your Surroundings-2,Grant access based on need-to-know and least privilege,azure_checks,4,AND_REQUIRED,title keyword,azure.entra.id.policy.restrict.non.admin.tenant.creation;azure.aad.user.access_user_no_inline_policies_attached;azure.aad.group.access_group_no_inline_policies;azure.iam.entra_audit.group_member_add,azure.entra.id.policy.restrict.non.admin.tenant.creation+azure.aad.user.access_user_no_inline_policies_attached+azure.aad.group.access_group_no_inline_policies+azure.iam.entra_audit.group_member_add
CISA_CE,Your Surroundings-2,Grant access based on need-to-know and least privilege,gcp_checks,4,AND_REQUIRED,title keyword,gcp.resourcemanager.policy.scp_mandatory_deny_iam_star_admin;gcp.iam.role.role_no_inline_policies;gcp.iam.group.rbac_group_no_inline_policies;gcp.iam.group.has_users_check,gcp.resourcemanager.policy.scp_mandatory_deny_iam_star_admin+gcp.iam.role.role_no_inline_policies+gcp.iam.group.rbac_group_no_inline_policies+gcp.iam.group.has_users_check
CISA_CE,Your Surroundings-2,Grant access based on need-to-know and least privilege,oracle_checks,4,AND_REQUIRED,title keyword,oci.identity.policy.policy_no_wildcard_admin_actions;oci.identity.user.user_no_inline_policies;oci.identity.user.group_has_users;oci.identity.user.user_in_group,oci.identity.policy.policy_no_wildcard_admin_actions+oci.identity.user.user_no_inline_policies+oci.identity.user.group_has_users+oci.identity.user.user_in_group
CISA_CE,Your Surroundings-2,Grant access based on need-to-know and least privilege,ibm_checks,3,AND_REQUIRED,title keyword,ibm.iam_policy_management.policy.no_wildcard_actions;ibm.iam_access_groups.access_group.no_orphaned_group;ibm.iam.user.no_inline_policies_enforced,ibm.iam_policy_management.policy.no_wildcard_actions+ibm.iam_access_groups.access_group.no_orphaned_group+ibm.iam.user.no_inline_policies_enforced
CISA_CE,Your Surroundings-2,Grant access based on need-to-know and least privilege,alicloud_checks,4,AND_REQUIRED,title keyword,alicloud.ecs.ram_role.instance_profile_no_instance_profile_with_admin_star;alicloud.ram.user.no_inline_policies_enforced;alicloud.ram.group.has_users_check;alicloud.ram.user.in_group_configured,alicloud.ecs.ram_role.instance_profile_no_instance_profile_with_admin_star+alicloud.ram.user.no_inline_policies_enforced+alicloud.ram.group.has_users_check+alicloud.ram.user.in_group_configured
CISA_CE,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,aws_checks,7,AND_REQUIRED,default (strict),aws.ec2.eip.not_in_use;aws.vpc.network.acl_unused_configured;aws.ec2.instance.managed_by_ssm_configured;aws.ec2.instance.ssm_association_compliant;aws.ec2.instance.patch_compliance_status_check;aws.ec2.instance.imdsv2_enabled;aws.ec2.volume.in_use_configured,aws.ec2.eip.not_in_use+aws.vpc.network.acl_unused_configured+aws.ec2.instance.managed_by_ssm_configured+aws.ec2.instance.ssm_association_compliant+aws.ec2.instance.patch_compliance_status_check+aws.ec2.instance.imdsv2_enabled+aws.ec2.volume.in_use_configured
CISA_CE,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,azure_checks,6,AND_REQUIRED,default (strict),azure.network.network_acl.nacl_no_allow_all_rules;azure.vm.instance.managed.by.ssm;azure.vm.managed.by.ssm;azure.vm.ssm.managed;azure.compute.vm.patch_compliance;azure.compute.virtual_machine.vm_root_volume_encrypted_cmek,azure.network.network_acl.nacl_no_allow_all_rules+azure.vm.instance.managed.by.ssm+azure.vm.managed.by.ssm+azure.vm.ssm.managed+azure.compute.vm.patch_compliance+azure.compute.virtual_machine.vm_root_volume_encrypted_cmek
CISA_CE,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,gcp_checks,3,AND_REQUIRED,default (strict),gcp.compute.firewall.firewall_rule_groups_attached;gcp.compute.network.vpc_route_tables_no_unintended_internet_paths;gcp.osconfig.guest_policy.patch_compliance_configured,gcp.compute.firewall.firewall_rule_groups_attached+gcp.compute.network.vpc_route_tables_no_unintended_internet_paths+gcp.osconfig.guest_policy.patch_compliance_configured
CISA_CE,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,oracle_checks,5,AND_REQUIRED,default (strict),oci.virtual_network.vnic.ip_attached;oci.virtual_network.vcn.network_acl_unused;oci.compute.instance.instance_managed_by_ssm;oci.compute.instance.patch_compliance;oci.compute.instance.volume_in_use,oci.virtual_network.vnic.ip_attached+oci.virtual_network.vcn.network_acl_unused+oci.compute.instance.instance_managed_by_ssm+oci.compute.instance.patch_compliance+oci.compute.instance.volume_in_use
CISA_CE,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,ibm_checks,5,AND_REQUIRED,default (strict),ibm.scc.audit.compliance_violation;ibm.vsi.activity.vsi_action;ibm.vpc.volume.not_unattached;ibm.vsi.networkacl.unused_disabled;ibm.vsi.instance.compliance_managed_configured,ibm.scc.audit.compliance_violation+ibm.vsi.activity.vsi_action+ibm.vpc.volume.not_unattached+ibm.vsi.networkacl.unused_disabled+ibm.vsi.instance.compliance_managed_configured
CISA_CE,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,alicloud_checks,6,AND_REQUIRED,default (strict),alicloud.eip.attached.configured;alicloud.ecs.networkacl.unused;alicloud.ecs.instance.managed_by_ssm;alicloud.ecs.patch.compliance;alicloud.ecs.instance.managed;alicloud.ecs.volume.in_use,alicloud.eip.attached.configured+alicloud.ecs.networkacl.unused+alicloud.ecs.instance.managed_by_ssm+alicloud.ecs.patch.compliance+alicloud.ecs.instance.managed+alicloud.ecs.volume.in_use
CISA_CE,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,aws_checks,3,AND_REQUIRED,default (strict),aws.iam.user.accesskey_unused_configured;aws.iam.policy.policy_enabled;aws.iam.user.hardware_mfa_enabled,aws.iam.user.accesskey_unused_configured+aws.iam.policy.policy_enabled+aws.iam.user.hardware_mfa_enabled
CISA_CE,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,azure_checks,3,AND_REQUIRED,default (strict),azure.entra.id.policy.restrict.non.admin.tenant.creation;azure.aad.user.access_user_mfa_required;azure.entra.user.unused_credentials_configured,azure.entra.id.policy.restrict.non.admin.tenant.creation+azure.aad.user.access_user_mfa_required+azure.entra.user.unused_credentials_configured
CISA_CE,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,gcp_checks,3,AND_REQUIRED,default (strict),gcp.iam.service_account.service_account_no_user_managed_long_lived_keys;gcp.resourcemanager.policy.scp_mandatory_deny_iam_star_admin;gcp.cloudidentity.user.user_mfa_required,gcp.iam.service_account.service_account_no_user_managed_long_lived_keys+gcp.resourcemanager.policy.scp_mandatory_deny_iam_star_admin+gcp.cloudidentity.user.user_mfa_required
CISA_CE,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,oracle_checks,3,AND_REQUIRED,default (strict),oci.identity.user.user_unused_credentials;oci.identity.policy.policy_no_wildcard_admin_actions;oci.identity.user.user_mfa_enabled,oci.identity.user.user_unused_credentials+oci.identity.policy.policy_no_wildcard_admin_actions+oci.identity.user.user_mfa_enabled
CISA_CE,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,ibm_checks,3,AND_REQUIRED,default (strict),ibm.iam_policy_management.policy.no_wildcard_actions;ibm.iam_identity.account.mfa_enabled;ibm.iam.user.unused_credentials_configured,ibm.iam_policy_management.policy.no_wildcard_actions+ibm.iam_identity.account.mfa_enabled+ibm.iam.user.unused_credentials_configured
CISA_CE,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,alicloud_checks,3,AND_REQUIRED,default (strict),alicloud.ecs.ram_role.instance_profile_no_instance_profile_with_admin_star;alicloud.ram.user.unused_credentials_configured;alicloud.ram.user.mfa_enabled,alicloud.ecs.ram_role.instance_profile_no_instance_profile_with_admin_star+alicloud.ram.user.unused_credentials_configured+alicloud.ram.user.mfa_enabled
